Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																					
Дата голосования: 04.12.2011																					
																					
Наименование Избирательной комиссии:    Кадошкинская																					
																					
Сводная таблица результатов выборов																					
																					
		Сумма	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332					
1	"Число избирателей, внесенных в список избирателей"	7022	967	1504	1492	375	235	139	407	540	237	442	174	206	184	120					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	7123	970	1502	1522	384	241	145	417	547	245	452	175	213	187	123					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6685	930	1471	1429	339	230	124	381	503	222	408	170	186	175	117					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	329	35	31	61	36	5	15	25	37	15	33	4	20	9	3					
6	Число погашенных избирательных бюллетеней	109	5	0	32	9	6	6	11	7	8	11	1	7	3	3					
7	Число избирательных бюллетеней в переносных ящиках для голосования	329	35	31	61	36	5	15	25	37	15	33	4	20	9	3					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6685	930	1471	1429	339	230	124	381	503	222	408	170	186	175	117					
9	Число недействительных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	7014	965	1502	1490	375	235	139	406	540	237	441	174	206	184	120					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	171	30	40	40	5	5	3	7	10	5	10	5	5	5	1					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	49	6	10	15	3	1	0	2	3	5	2	0	1	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	26	2	7	5	0	1	1	0	4	0	0	1	1	2	2					
14	Число погашенных неиспользованных открепительных удостоверений	122	24	30	25	2	4	3	5	7	0	8	5	4	5	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																					
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0					
		0.04%	0.10%	0.07%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	16	1	1	1	1	0	1	2	1	4	4	0	0	0	0					
		0.23%	0.10%	0.07%	0.07%	0.27%	0.00%	0.72%	0.49%	0.19%	1.69%	0.91%	0.00%	0.00%	0.00%	0.00%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6995	963	1500	1488	374	235	138	404	539	233	437	174	206	184	120					
		99.73%	99.79%	99.87%	99.87%	99.73%	100.00%	99.28%	99.51%	99.81%	98.31%	99.09%	100.00%	100.00%	100.00%	100.00%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
