Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																	
Дата голосования: 02.12.2007																																	
																																	
Наименование Избирательной комиссии:    Донецкая городская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №2606	УИК №2607	УИК №2608	УИК №2609	УИК №2610					
1	"Число избирателей, внесенных в списки избирателей"	40605	1353	1804	966	1848	1891	722	1228	1952	1842	1999	1881	2067	1821	1013	855	2066	1099	1040	1942	840	1147	1791	1942	1875	1803	1818					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	36572	1207	1632	848	1677	1673	575	1100	1763	1687	1758	1731	1880	1612	915	777	1881	991	943	1778	729	1058	1608	1783	1745	1621	1600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	21055	734	924	437	1026	1046	297	573	974	863	993	1083	1092	1069	533	412	1038	537	614	1057	510	562	906	876	1107	838	954					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3815	176	221	234	75	94	154	127	205	225	294	107	91	153	73	66	200	133	92	86	101	134	192	130	155	137	160					
6	Число погашенных избирательных бюллетеней	11702	297	487	177	576	533	124	400	584	599	471	541	697	390	309	299	643	321	237	635	118	362	510	777	483	646	486					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3815	176	221	234	75	94	154	127	205	225	294	107	91	153	73	66	200	133	92	86	101	134	192	130	155	137	160					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	21055	734	924	437	1026	1046	297	573	974	863	993	1083	1092	1069	533	412	1038	537	614	1057	510	562	906	876	1107	838	954					
9	Число недействительных избирательных бюллетеней	111	4	4	5	7	5	1	9	4	4	10	8	4	2	2	2	4	5	1	7	1	5	3	0	5	2	7					
10	Число действительных избирательных бюллетеней	24759	906	1141	666	1094	1135	450	691	1175	1084	1277	1182	1179	1220	604	476	1234	665	705	1136	610	691	1095	1006	1257	973	1107					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	978	40	50	20	40	40	10	20	40	40	60	60	47	43	20	23	40	23	30	40	20	38	40	45	70	40	39					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	879	28	37	18	40	31	7	10	28	40	53	59	47	41	20	21	38	20	28	38	20	36	39	45	70	31	34					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	553	35	16	15	18	10	80	9	4	6	98	14	15	24	8	10	6	11	17	6	41	8	12	0	6	13	71					
14	Число погашенных неиспользованных открепительных удостоверений	99	12	13	2	0	9	3	10	12	0	7	1	0	2	0	2	2	3	2	2	0	2	1	0	0	9	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	12	2	0	0	1	2	1	0	0	0	0	1	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
18	1.Политическая партия «Аграрная партия России»	323	10	18	12	19	1	6	10	20	13	19	26	20	25	11	11	9	1	2	14	14	8	14	1	1	16	22					
		1.30%	1.10%	1.57%	1.79%	1.73%	0.09%	1.33%	1.43%	1.70%	1.19%	1.48%	2.18%	1.69%	2.05%	1.82%	2.30%	0.73%	0.15%	0.28%	1.22%	2.29%	1.15%	1.28%	0.10%	0.08%	1.64%	1.97%					
19	2.Всероссийская политическая партия «Гражданская Сила»	125	2	4	1	12	1	2	3	14	9	6	12	10	6	0	4	5	1	1	2	5	7	2	0	2	4	10					
		0.50%	0.22%	0.35%	0.15%	1.09%	0.09%	0.44%	0.43%	1.19%	0.83%	0.47%	1.01%	0.85%	0.49%	0.00%	0.84%	0.40%	0.15%	0.14%	0.17%	0.82%	1.01%	0.18%	0.00%	0.16%	0.41%	0.90%					
20	3.Политическая партия «Демократическая партия России»	16	0	2	1	1	0	0	0	4	1	0	1	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1					
		0.06%	0.00%	0.17%	0.15%	0.09%	0.00%	0.00%	0.00%	0.34%	0.09%	0.00%	0.08%	0.00%	0.00%	0.00%	0.21%	0.08%	0.00%	0.00%	0.00%	0.00%	0.14%	0.09%	0.00%	0.08%	0.00%	0.09%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2352	62	76	67	141	124	35	82	81	98	136	144	138	132	70	41	119	18	59	108	57	67	112	91	86	84	124					
		9.46%	6.81%	6.64%	9.99%	12.81%	10.88%	7.76%	11.71%	6.87%	9.01%	10.57%	12.10%	11.67%	10.80%	11.55%	8.58%	9.61%	2.69%	8.36%	9.45%	9.33%	9.63%	10.20%	9.05%	6.81%	8.62%	11.13%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	64	5	3	0	4	1	1	1	6	4	1	3	3	7	0	1	1	1	0	3	3	2	4	0	1	0	9					
		0.26%	0.55%	0.26%	0.00%	0.36%	0.09%	0.22%	0.14%	0.51%	0.37%	0.08%	0.25%	0.25%	0.57%	0.00%	0.21%	0.08%	0.15%	0.00%	0.26%	0.49%	0.29%	0.36%	0.00%	0.08%	0.00%	0.81%					
23	6.Политическая партия «Партия социальной справедливости»	46	1	0	0	1	0	2	2	0	3	2	0	1	2	1	3	3	1	2	6	5	2	0	0	2	3	4					
		0.18%	0.11%	0.00%	0.00%	0.09%	0.00%	0.44%	0.29%	0.00%	0.28%	0.16%	0.00%	0.08%	0.16%	0.17%	0.63%	0.24%	0.15%	0.28%	0.52%	0.82%	0.29%	0.00%	0.00%	0.16%	0.31%	0.36%					
24	7.Политическая партия «Либерально-демократическая партия России»	1787	36	80	48	98	51	45	79	125	76	89	101	103	77	37	46	115	25	57	87	52	56	55	0	84	63	102					
		7.19%	3.96%	6.99%	7.15%	8.90%	4.47%	9.98%	11.29%	10.60%	6.99%	6.92%	8.49%	8.71%	6.30%	6.11%	9.62%	9.29%	3.73%	8.07%	7.61%	8.51%	8.05%	5.01%	0.00%	6.66%	6.46%	9.16%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	3914	120	158	118	165	181	68	91	162	164	191	210	182	238	103	60	201	75	91	205	107	79	160	186	183	198	218					
		15.74%	13.19%	13.80%	17.59%	14.99%	15.88%	15.08%	13.00%	13.74%	15.07%	14.84%	17.65%	15.38%	19.48%	16.99%	12.55%	16.24%	11.19%	12.89%	17.94%	17.51%	11.35%	14.57%	18.49%	14.50%	20.31%	19.57%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	135	2	9	3	13	1	1	4	5	11	7	11	6	8	3	5	9	0	3	4	2	3	4	0	2	4	15					
		0.54%	0.22%	0.79%	0.45%	1.18%	0.09%	0.22%	0.57%	0.42%	1.01%	0.54%	0.92%	0.51%	0.65%	0.50%	1.05%	0.73%	0.00%	0.42%	0.35%	0.33%	0.43%	0.36%	0.00%	0.16%	0.41%	1.35%					
