Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																
Дата голосования: 04.12.2011																																
																																
Наименование Избирательной комиссии:    Донецкая городская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №2606	УИК №2607	УИК №2608	УИК №2609	УИК №2610					
1	"Число избирателей, внесенных в список избирателей"	39878	1315	1946	843	1810	1950	769	1251	1896	1873	1714	2030	2053	1920	1548	1851	1104	960	1903	786	1107	1794	1980	1881	1807	1787					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	39588	1250	1900	800	1838	1950	750	1250	1900	1900	1700	2050	2000	1900	1600	1850	1100	950	1900	750	1100	1750	1900	1900	1800	1800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	18574	628	862	364	932	976	361	471	820	858	812	1021	954	1029	714	800	442	392	956	337	478	888	917	940	742	880					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2519	110	192	96	47	54	91	49	192	118	164	142	67	125	95	104	86	54	66	80	85	100	109	86	138	69					
6	Число погашенных избирательных бюллетеней	18494	512	846	340	859	920	298	730	888	923	724	887	979	746	791	946	572	504	878	333	537	762	874	874	920	851					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2519	110	192	96	47	54	91	49	192	118	164	142	67	125	95	104	86	54	66	80	85	100	109	86	138	69					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18571	628	862	364	932	976	361	471	820	858	811	1020	954	1028	714	800	442	392	956	337	478	888	917	940	742	880					
9	Число недействительных избирательных бюллетеней	225	14	15	6	15	12	3	6	8	10	9	5	11	6	11	5	8	10	14	3	5	9	12	7	13	8					
10	Число действительных избирательных бюллетеней	20865	724	1039	454	964	1018	449	514	1004	966	966	1157	1010	1147	798	899	520	436	1008	414	558	979	1014	1019	867	941					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	773	20	34	15	40	34	15	20	34	34	39	41	35	34	50	30	22	20	34	15	20	30	39	44	30	44					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	675	14	31	10	34	27	5	14	25	32	39	40	34	33	43	23	20	13	34	12	18	25	39	44	30	36					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	388	15	15	16	18	17	9	16	19	14	25	19	25	18	19	15	13	12	11	20	8	19	13	7	11	14					
14	Число погашенных неиспользованных открепительных удостоверений	98	6	3	5	6	7	10	6	9	2	0	1	1	1	7	7	2	7	0	3	2	5	0	0	0	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	27	1	2	0	2	0	1	0	1	2	4	2	0	4	0	0	0	0	4	0	0	1	2	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4753	190	220	101	209	260	80	122	171	237	191	238	242	284	173	195	99	102	254	109	96	218	218	276	224	244					
		22.54%	25.75%	20.87%	21.96%	21.35%	25.24%	17.70%	23.46%	16.90%	24.28%	19.59%	20.48%	23.70%	24.63%	21.38%	21.57%	18.75%	22.87%	24.85%	26.14%	17.05%	22.06%	21.25%	26.90%	25.45%	25.71%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1465	124	13	5	119	14	44	69	9	143	13	12	145	123	105	16	89	57	134	54	23	122	7	11	5	9					
		6.95%	16.80%	1.23%	1.09%	12.16%	1.36%	9.73%	13.27%	0.89%	14.65%	1.33%	1.03%	14.20%	10.67%	12.98%	1.77%	16.86%	12.78%	13.11%	12.95%	4.09%	12.35%	0.68%	1.07%	0.57%	0.95%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	160	1	2	6	4	7	2	4	6	14	14	5	6	9	17	9	3	2	11	6	4	10	2	3	6	7					
		0.76%	0.14%	0.19%	1.30%	0.41%	0.68%	0.44%	0.77%	0.59%	1.43%	1.44%	0.43%	0.59%	0.78%	2.10%	0.99%	0.57%	0.45%	1.08%	1.44%	0.71%	1.01%	0.19%	0.29%	0.68%	0.74%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4193	130	173	109	194	203	93	111	179	195	195	278	235	256	147	153	79	93	201	75	129	225	147	217	161	215					
		19.88%	17.62%	16.41%	23.70%	19.82%	19.71%	20.58%	21.35%	17.69%	19.98%	20.00%	23.92%	23.02%	22.20%	18.17%	16.92%	14.96%	20.85%	19.67%	17.99%	22.91%	22.77%	14.33%	21.15%	18.30%	22.66%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	330	10	17	5	21	20	1	8	18	9	26	21	22	24	14	18	6	5	7	11	6	18	6	8	14	15					
