Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																												
Дата голосования: 04.12.2011																												
																												
Наименование Избирательной комиссии:    район Савелки																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №3104	УИК №3105	УИК №3106	УИК №3107	УИК №3108	УИК №3109	УИК №3110	УИК №3111	УИК №3112	УИК №3113	УИК №3114	УИК №3115	УИК №3116	УИК №3117	УИК №3118	УИК №3119	УИК №3120	УИК №3121	УИК №3122	УИК №3123	УИК №3400					
1	"Число избирателей, внесенных в список избирателей"	25268	1776	1807	1669	1633	1732	1050	1155	1187	846	767	1149	1199	1003	1030	1055	1114	1693	524	1243	1050	586					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	20750	1400	1500	1350	1300	1400	850	950	950	700	600	950	950	800	850	850	900	1400	400	1000	850	800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	12856	828	865	794	743	892	528	603	602	518	449	630	753	515	545	498	603	809	251	583	461	386					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	652	19	43	20	25	27	24	28	19	32	13	46	2	10	6	28	10	34	21	23	33	189					
6	Число погашенных избирательных бюллетеней	7242	553	592	536	532	481	298	319	329	150	138	274	195	275	299	324	287	557	128	394	356	225					
7	Число избирательных бюллетеней в переносных ящиках для голосования	652	19	43	20	25	27	24	28	19	32	13	46	2	10	6	28	10	34	21	23	33	189					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12836	825	864	791	743	890	528	603	601	516	448	629	751	515	542	498	603	808	251	583	461	386					
9	Число недействительных избирательных бюллетеней	238	13	12	12	12	22	10	14	7	9	6	9	17	8	13	12	19	13	1	7	7	15					
10	Число действительных избирательных бюллетеней	13250	831	895	799	756	895	542	617	613	539	455	666	736	517	535	514	594	829	271	599	487	560					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	562	42	35	30	25	35	25	25	25	25	25	35	25	25	25	25	25	35	25	25	25	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	409	40	30	27	16	34	20	18	14	18	8	32	23	13	10	12	22	29	6	23	14	0					
