Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																				
Дата голосования: 07.12.2003 0:00:00																				
																				
Наименование Избирательной комиссии:    Краснознаменская																				
																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																				
																				
		Сумма	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335					
1	"Число избирателей, внесенных в списки"	9983	3006	1784	697	436	408	395	320	308	502	467	573	571	516					
2	"Число бюллетеней, полученных участковыми комиссиями"	9993	2993	1800	700	450	400	400	400	300	500	450	550	550	500					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	4357	1442	661	324	271	147	166	273	115	181	113	236	193	235					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	537	82	46	0	0	60	33	47	40	33	70	28	67	31					
6	Число погашенных бюллетеней	5099	1469	1093	376	179	193	201	80	145	286	267	286	290	234					
7	Число бюллетеней в переносных ящиках для голосования	537	82	46	0	0	60	33	47	40	33	70	28	67	31					
8	Число бюллетеней в стационарных ящиках для голосования	4351	1439	660	324	270	146	166	273	115	181	113	236	193	235					
9	Число недействительных бюллетеней	75	18	14	6	4	3	5	3	1	3	2	5	3	8					
10	Число действительных бюллетеней	4813	1503	692	318	266	203	194	317	154	211	181	259	257	258					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	108	43	5	5	5	5	5	5	5	5	5	5	5	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	54	26	5	2	0	0	3	1	0	2	4	1	1	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	48	6	7	2	2	6	2	8	2	3	3	1	0	6					
14	Число погашенных открепительных удостоверений	54	17	0	3	5	5	2	4	5	3	1	4	4	1					
15	Число открепительных удостоверений выданных ТИК	2	2	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																				
18	"1. ""ЕДИНЕНИЕ"""	86	21	13	6	5	1	7	10	2	1	0	7	3	10					
		1.75%	1.38%	1.84%	1.85%	1.85%	0.48%	3.51%	3.12%	1.29%	0.46%	0.0%	2.65%	1.15%	3.75%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	46	13	3	3	7	1	3	6	0	1	4	2	2	1					
