Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																															
Дата голосования: 07.12.2003 0:00:00																															
																															
Наименование Избирательной комиссии:    Ельниковская																															
																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																															
																															
		Сумма	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210					
1	"Число избирателей, внесенных в списки"	10335	2083	2198	247	468	201	96	172	351	282	372	291	235	237	146	393	155	370	161	210	302	444	167	431	323					
2	"Число бюллетеней, полученных участковыми комиссиями"	10404	2112	2201	248	464	203	98	174	352	281	377	291	237	236	146	396	154	372	169	212	305	446	167	430	333					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8308	1556	1616	204	392	200	96	165	301	228	329	260	216	187	125	250	146	291	150	193	248	392	156	405	202					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	746	17	47	5	17	0	0	0	38	50	30	31	19	48	21	136	0	58	11	15	53	16	5	8	121					
6	Число погашенных бюллетеней	1350	539	538	39	55	3	2	9	13	3	18	0	2	1	0	10	8	23	8	4	4	38	6	17	10					
7	Число бюллетеней в переносных ящиках для голосования	746	17	47	5	17	0	0	0	38	50	30	31	19	48	21	136	0	58	11	15	53	16	5	8	121					
8	Число бюллетеней в стационарных ящиках для голосования	8303	1556	1613	204	392	200	96	165	301	228	329	260	216	187	125	250	146	291	150	193	248	390	156	405	202					
9	Число недействительных бюллетеней	279	18	10	7	75	1	5	0	0	0	1	51	0	14	11	30	0	12	0	7	20	3	0	14	0					
10	Число действительных бюллетеней	8770	1555	1650	202	334	199	91	165	339	278	358	240	235	221	135	356	146	337	161	201	281	403	161	399	323					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	197	20	20	7	7	7	7	7	7	7	7	7	7	7	7	10	7	7	7	7	7	7	7	7	7					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	39	19	8	0	2	0	0	0	1	0	0	0	1	0	0	8	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	67	5	11	3	2	0	0	4	3	3	3	2	3	2	2	2	1	3	3	4	3	2	2	3	1					
14	Число погашенных открепительных удостоверений	158	1	12	7	5	7	7	7	6	7	7	7	6	7	7	2	7	7	7	7	7	7	7	7	7					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
18	"1. ""ЕДИНЕНИЕ"""	76	32	20	3	0	0	0	0	0	1	2	0	0	0	0	5	0	0	1	0	1	8	0	0	3					
		0.83%	2.03%	1.20%	1.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.35%	0.55%	0.0%	0.0%	0.0%	0.0%	1.29%	0.0%	0.0%	0.62%	0.0%	0.33%	1.97%	0.0%	0.0%	0.92%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	83	21	28	2	0	0	0	6	0	5	2	1	0	0	0	0	0	2	0	0	1	8	2	5	0					
		0.91%	1.33%	1.68%	0.95%	0.0%	0.0%	0.0%	3.63%	0.0%	1.79%	0.55%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.57%	0.0%	0.0%	0.33%	1.97%	1.24%	1.21%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	26	9	10	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0					
		0.28%	0.57%	0.60%	1.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.62%	0.0%	0.66%	0.0%	0.0%	0.0%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	21	8	4	2	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	2	0	0	0					
		0.23%	0.50%	0.24%	0.95%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.51%	2.05%	0.0%	0.0%	0.0%	0.0%	0.49%	0.0%	0.0%	0.0%					
