Выборы Президента Российской Федерации																																																			
																																																			
"Наименование Избирательной комиссии:    Тула, Центральная"																																																			
																																																			
Итоги голосования 																																																			
																																																			
		Сумма	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560					
1	"Число избирателей, внесенных в список"	83979	1516	1963	2043	2236	1355	1105	1357	1234	287	2714	1491	2311	1337	861	1368	1369	1445	2229	2419	2360	2453	2415	1786	1892	2663	2824	2590	1742	1989	2132	2068	2045	1270	2077	2218	2195	2068	2462	2391	2290	1764	1942	2222	1481					
2	Число полученных избирательных бюллетеней	82120	1500	1900	2000	2200	1300	1050	1350	1200	270	2700	1400	2250	1300	1000	1200	1300	1400	2200	2400	2400	2450	2400	1700	1800	2600	2800	2500	1700	2000	2100	2000	2000	1250	2000	2200	2100	2000	2400	2350	2250	1700	1900	2200	1400					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	42778	818	1110	826	1163	567	404	525	448	195	1247	557	1177	486	859	703	889	622	1143	1331	1295	1247	1294	771	798	1239	1503	1303	882	927	1163	1085	1070	670	1083	1196	1172	1145	1150	1239	1054	872	1111	1765	674					
5	"Число избирательных бюллетеней, выданных вне помещения"	2958	65	35	198	114	82	95	83	90	5	118	162	71	170	2	72	53	49	46	43	34	75	46	61	21	35	25	45	20	67	34	45	59	19	26	51	83	93	91	59	97	77	49	110	83					
6	Число погашенных избирательных бюллетеней	36384	617	755	976	923	651	551	742	662	70	1335	681	1002	644	139	425	358	729	1011	1026	1071	1128	1060	868	981	1326	1272	1152	798	1006	903	870	871	561	891	953	845	762	1159	1052	1099	751	740	325	643					
7	Число избирательных бюллетеней в переносных ящиках	2958	65	35	198	114	82	95	83	90	5	118	162	71	170	2	72	53	49	46	43	34	75	46	61	21	35	25	45	20	67	34	45	59	19	26	51	83	93	91	59	97	77	49	110	83					
8	Число бюллетеней в стационарных ящиках для голосования	42533	818	1109	826	1049	567	404	525	448	195	1247	557	1106	486	858	703	889	622	1143	1331	1261	1244	1294	770	798	1238	1502	1303	882	927	1162	1084	1070	668	1082	1196	1172	1143	1149	1239	1050	871	1111	1761	673					
9	Число недействительных избирательных бюллетеней	242	1	1	16	12	7	3	10	2	2	7	3	4	2	20	0	5	4	0	0	4	7	9	4	4	5	5	10	8	6	3	12	4	5	6	6	6	2	8	12	4	3	3	5	2					
10	Число действительных избирательных бюллетеней	45249	882	1143	1008	1151	642	496	598	536	198	1358	716	1173	654	840	775	937	667	1189	1374	1291	1312	1331	827	815	1268	1522	1338	894	988	1193	1117	1125	682	1102	1241	1249	1234	1232	1286	1143	945	1157	1866	754					
11	Число полученных открепительных  удостоверений	1035	20	25	22	20	10	8	15	15	10	20	20	15	15	0	35	15	20	30	30	30	30	20	20	15	20	20	30	40	20	35	35	25	20	20	30	20	20	25	20	30	20	30	100	15					
12	Число выданных открепительных удостоверений	693	6	21	11	10	10	6	6	5	6	11	5	10	8	0	34	8	9	20	19	24	19	17	10	13	20	20	23	23	17	25	26	17	13	16	24	17	14	18	12	19	14	19	55	13					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	870	20	12	8	14	9	2	3	4	26	14	7	15	9	326	16	11	15	16	9	14	17	10	13	8	18	8	11	8	5	12	23	9	10	9	7	31	16	12	4	10	14	48	3	14					
14	Число неиспользованных открепительных удостоверений	342	14	4	11	10	0	2	9	10	4	9	15	5	7	0	1	7	11	10	11	6	11	3	10	2	0	0	7	17	3	10	9	8	7	4	6	3	6	7	8	11	6	11	45	2					
15	"Число открепительных удостоверений, выданных в ТИК"	283	1	0	6	5	6	2	3	2	0	6	1	1	2	0	3	4	2	1	2	1	1	5	2	3	1	1	3	0	3	5	1	1	0	2	3	3	1	3	3	2	3	0	188	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																			
18	. Глазьев Сергей Юрьевич	3069	71	87	59	63	17	15	24	23	14	92	36	74	24	12	30	41	35	91	99	89	82	105	63	47	91	113	98	33	82	107	119	103	48	93	115	60	115	93	99	88	104	83	69	63					
		6.75%	8.04%	7.60%	5.76%	5.42%	2.62%	3.01%	3.95%	4.28%	7.00%	6.74%	5.01%	6.29%	3.66%	1.40%	3.87%	4.35%	5.22%	7.65%	7.21%	6.87%	6.22%	7.84%	7.58%	5.74%	7.15%	7.40%	7.27%	3.66%	8.25%	8.95%	10.54%	9.12%	6.99%	8.39%	9.22%	4.78%	9.30%	7.50%	7.63%	7.67%	10.97%	7.16%	3.69%	8.33%					
19	. Малышкин Олег Александрович	654	10	11	22	17	17	5	14	18	1	30	14	25	3	37	10	14	10	13	14	15	12	15	11	10	27	24	19	12	10	12	16	14	10	15	8	17	13	19	14	10	4	23	34	5					
		1.44%	1.13%	0.96%	2.15%	1.46%	2.62%	1.00%	2.30%	3.35%	0.50%	2.20%	1.95%	2.12%	0.46%	4.30%	1.29%	1.49%	1.49%	1.09%	1.02%	1.16%	0.91%	1.12%	1.32%	1.22%	2.12%	1.57%	1.41%	1.33%	1.01%	1.00%	1.42%	1.24%	1.46%	1.35%	0.64%	1.35%	1.05%	1.53%	1.08%	0.87%	0.42%	1.98%	1.82%	0.66%					
20	. Миронов Сергей Михайлович	257	6	3	8	5	7	0	3	6	0	11	3	5	2	13	4	2	2	8	15	5	4	5	3	4	3	6	8	9	9	9	4	6	5	6	3	9	8	5	10	12	4	5	9	3					
		0.56%	0.68%	0.26%	0.78%	0.43%	1.08%	0.00%	0.49%	1.12%	0.00%	0.81%	0.42%	0.42%	0.30%	1.51%	0.52%	0.21%	0.30%	0.67%	1.09%	0.39%	0.30%	0.37%	0.36%	0.49%	0.24%	0.39%	0.59%	1.00%	0.91%	0.75%	0.35%	0.53%	0.73%	0.54%	0.24%	0.72%	0.65%	0.40%	0.77%	1.05%	0.42%	0.43%	0.48%	0.40%					
21	. Путин Владимир Владимирович	30240	539	718	684	788	419	353	424	394	135	893	499	797	443	562	594	731	468	756	913	883	891	836	531	573	883	1002	944	636	628	725	685	693	407	707	788	853	747	798	840	734	589	761	1514	482					
		66.47%	61.04%	62.76%	66.80%	67.76%	64.56%	70.74%	69.74%	73.23%	67.50%	65.42%	69.40%	67.71%	67.53%	65.35%	76.65%	77.60%	69.75%	63.58%	66.45%	68.19%	67.55%	62.39%	63.90%	69.96%	69.36%	65.62%	70.03%	70.51%	63.18%	60.62%	60.67%	61.38%	59.24%	63.81%	63.19%	67.97%	60.44%	64.35%	64.71%	63.99%	62.13%	65.60%	80.92%	63.76%					
22	. Хакамада Ирина Муцуовна	2310	87	80	40	36	18	21	18	22	7	49	29	31	20	24	37	45	33	66	67	46	55	61	48	39	55	100	56	42	42	76	74	74	45	58	92	79	101	72	77	76	52	67	51	42					
