Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																			
Дата голосования: 02.12.2007																																			
																																			
Наименование Избирательной комиссии:    район Богородское																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №3175					
1	"Число избирателей, внесенных в списки избирателей"	61882	842	2560	2162	2335	2277	2543	2600	2721	1955	2767	2223	1938	2071	2843	2561	2624	318	2033	2650	2694	2730	2140	2652	1872	2737	2358	2586	90					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	48850	600	2050	1800	1850	1800	2050	2100	1900	1600	2200	1800	1600	1650	2300	2000	2050	250	1650	1850	2100	2200	1650	2100	1500	2200	1850	2050	100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	32381	424	1321	1060	1103	1169	1374	1475	1385	998	1456	1250	952	1052	1435	1436	1490	139	1042	1714	1309	1312	1061	1275	866	1477	1453	1285	68					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	978	15	57	37	36	27	66	37	40	35	52	32	23	31	27	52	49	37	38	48	25	33	33	32	29	35	15	15	22					
6	Число погашенных избирательных бюллетеней	15491	161	672	703	711	604	610	588	475	567	692	518	625	567	838	512	511	74	570	88	766	855	556	793	605	688	382	750	10					
7	Число избирательных бюллетеней в переносных ящиках для голосования	978	15	57	37	36	27	66	37	40	35	52	32	23	31	27	52	49	37	38	48	25	33	33	32	29	35	15	15	22					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	32277	423	1321	1058	1101	1163	1374	1439	1385	995	1456	1246	950	1048	1433	1436	1490	139	1040	1709	1309	1305	1057	1270	866	1473	1453	1270	68					
9	Число недействительных избирательных бюллетеней	545	10	21	16	16	17	32	24	26	9	27	23	14	19	18	44	21	0	15	34	18	28	18	22	11	22	12	28	0					
10	Число действительных избирательных бюллетеней	32710	428	1357	1079	1121	1173	1408	1452	1399	1021	1481	1255	959	1060	1442	1444	1518	176	1063	1723	1316	1310	1072	1280	884	1486	1456	1257	90					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1536	20	50	50	50	50	50	55	30	45	120	50	30	50	43	53	53	30	44	268	45	50	46	54	50	50	50	50	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1464	20	49	49	48	44	49	54	30	28	120	49	30	36	43	53	48	29	41	268	45	50	46	52	38	49	48	48	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	906	12	23	42	16	48	47	60	37	21	37	21	12	32	19	31	27	20	40	62	76	53	31	37	18	18	40	23	3					
14	Число погашенных неиспользованных открепительных удостоверений	72	0	1	1	2	6	1	1	0	17	0	1	0	14	0	0	5	1	3	0	0	0	0	2	12	1	2	2	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	64	3	1	4	2	1	0	3	3	3	2	1	5	1	4	1	3	0	0	7	6	1	1	4	0	5	3	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
18	1.Политическая партия «Аграрная партия России»	983	15	34	30	35	35	38	48	45	21	37	35	29	32	50	42	50	12	35	41	35	42	35	47	18	59	46	37	0					
		2.96%	3.42%	2.47%	2.74%	3.08%	2.94%	2.64%	3.25%	3.16%	2.04%	2.45%	2.74%	2.98%	2.97%	3.42%	2.82%	3.25%	6.82%	3.25%	2.33%	2.62%	3.14%	3.21%	3.61%	2.01%	3.91%	3.13%	2.88%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	811	12	39	30	19	38	40	35	23	36	48	30	23	16	34	39	24	2	22	28	37	37	24	23	28	40	46	37	1					
		2.44%	2.74%	2.83%	2.74%	1.67%	3.19%	2.78%	2.37%	1.61%	3.50%	3.18%	2.35%	2.36%	1.48%	2.33%	2.62%	1.56%	1.14%	2.04%	1.59%	2.77%	2.77%	2.20%	1.77%	3.13%	2.65%	3.13%	2.88%	1.11%					
20	3.Политическая партия «Демократическая партия России»	63	3	4	4	1	2	2	2	3	2	1	4	1	5	2	1	4	0	1	2	1	1	3	2	2	4	4	2	0					
		0.19%	0.68%	0.29%	0.37%	0.09%	0.17%	0.14%	0.14%	0.21%	0.19%	0.07%	0.31%	0.10%	0.46%	0.14%	0.07%	0.26%	0.00%	0.09%	0.11%	0.07%	0.07%	0.28%	0.15%	0.22%	0.27%	0.27%	0.16%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	4477	46	260	122	147	151	196	197	189	139	226	193	95	128	250	182	250	23	124	132	159	160	135	159	139	267	266	136	6					
		13.46%	10.50%	18.87%	11.14%	12.93%	12.69%	13.61%	13.35%	13.26%	13.50%	14.99%	15.10%	9.76%	11.86%	17.12%	12.23%	16.24%	13.07%	11.50%	7.51%	11.92%	11.96%	12.39%	12.21%	15.53%	17.71%	18.12%	10.58%	6.67%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	751	6	44	20	21	28	25	38	23	21	47	32	24	24	44	45	33	3	26	20	36	21	10	24	17	51	34	34	0					
		2.26%	1.37%	3.19%	1.83%	1.85%	2.35%	1.74%	2.57%	1.61%	2.04%	3.12%	2.50%	2.47%	2.22%	3.01%	3.02%	2.14%	1.70%	2.41%	1.14%	2.70%	1.57%	0.92%	1.84%	1.90%	3.38%	2.32%	2.65%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	133	1	4	4	4	5	8	7	7	6	5	4	5	4	5	10	5	0	3	7	6	4	4	4	5	9	2	5	0					
		0.40%	0.23%	0.29%	0.37%	0.35%	0.42%	0.56%	0.47%	0.49%	0.58%	0.33%	0.31%	0.51%	0.37%	0.34%	0.67%	0.32%	0.00%	0.28%	0.40%	0.45%	0.30%	0.37%	0.31%	0.56%	0.60%	0.14%	0.39%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2904	48	85	100	105	90	124	105	131	102	133	116	87	99	109	88	104	17	98	299	108	123	102	115	78	103	108	116	11					
		8.73%	10.96%	6.17%	9.13%	9.23%	7.56%	8.61%	7.11%	9.19%	9.90%	8.82%	9.08%	8.94%	9.18%	7.47%	5.91%	6.76%	9.66%	9.09%	17.02%	8.10%	9.19%	9.36%	8.83%	8.72%	6.83%	7.36%	9.03%	12.22%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2671	28	117	88	82	95	127	111	106	85	120	103	82	81	141	125	131	20	76	91	112	108	94	119	79	120	118	107	5					
		8.03%	6.39%	8.49%	8.04%	7.21%	7.98%	8.82%	7.52%	7.44%	8.25%	7.96%	8.06%	8.43%	7.51%	9.66%	8.40%	8.51%	11.36%	7.05%	5.18%	8.40%	8.07%	8.62%	9.14%	8.83%	7.96%	8.04%	8.33%	5.56%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	510	6	23	17	12	20	19	23	20	18	15	29	12	14	22	34	33	2	17	14	20	21	19	10	9	19	40	21	1					
		1.53%	1.37%	1.67%	1.55%	1.06%	1.68%	1.32%	1.56%	1.40%	1.75%	0.99%	2.27%	1.23%	1.30%	1.51%	2.28%	2.14%	1.14%	1.58%	0.80%	1.50%	1.57%	1.74%	0.77%	1.01%	1.26%	2.72%	1.63%	1.11%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	17434	233	678	603	640	629	741	792	777	532	748	628	548	596	689	746	793	88	614	1039	710	710	586	693	471	695	714	676	65					
		52.43%	53.20%	49.20%	55.07%	56.29%	52.86%	51.46%	53.66%	54.53%	51.65%	49.60%	49.14%	56.32%	55.24%	47.19%	50.13%	51.53%	50.00%	56.96%	59.13%	53.22%	53.06%	53.76%	53.23%	52.63%	46.09%	48.64%	52.61%	72.22%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1973	30	69	61	55	80	88	94	75	59	101	81	53	61	96	132	91	9	47	50	92	83	60	84	38	119	78	86	1					
		5.93%	6.85%	5.01%	5.57%	4.84%	6.72%	6.11%	6.37%	5.26%	5.73%	6.70%	6.34%	5.45%	5.65%	6.58%	8.87%	5.91%	5.11%	4.36%	2.85%	6.90%	6.20%	5.50%	6.45%	4.25%	7.89%	5.31%	6.69%	1.11%					
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
