Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																								
Дата голосования: 02.12.2007																																																								
																																																								
Наименование Избирательной комиссии:    Кугарчинская																																																								
																																																								
Сводная таблица результатов выборов																																																								
																																																								
		Сумма	УИК №2444	УИК №2445	УИК №2446	УИК №2447	УИК №2448	УИК №2449	УИК №2450	УИК №2451	УИК №2452	УИК №2453	УИК №2454	УИК №2455	УИК №2456	УИК №2457	УИК №2458	УИК №2459	УИК №2460	УИК №2461	УИК №2462	УИК №2463	УИК №2464	УИК №2465	УИК №2466	УИК №2467	УИК №2468	УИК №2469	УИК №2470	УИК №2471	УИК №2472	УИК №2473	УИК №2474	УИК №2475	УИК №2476	УИК №2477	УИК №2478	УИК №2479	УИК №2480	УИК №2481	УИК №2482	УИК №2483	УИК №2484	УИК №2485	УИК №2486	УИК №2487	УИК №2488	УИК №2489	УИК №2490	УИК №2491	УИК №2492					
1	"Число избирателей, внесенных в списки избирателей"	21630	301	400	511	357	508	265	333	454	574	344	186	305	359	1037	690	1244	377	303	409	308	225	256	341	643	327	717	122	153	105	140	126	591	211	236	224	124	204	624	2032	1524	730	595	426	308	535	246	236	183	181					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	21806	301	402	515	357	511	265	336	460	579	347	189	305	370	1056	720	1253	378	303	409	309	228	258	345	645	327	719	123	153	106	140	126	591	217	238	226	126	203	619	2035	1550	729	595	436	313	537	249	236	184	187					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	19859	281	353	501	311	508	255	329	434	536	337	186	295	305	876	679	1103	330	289	289	250	209	215	332	566	327	696	122	151	92	133	118	577	184	222	209	115	184	604	1840	1323	714	548	416	303	440	202	236	183	151					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1389	20	45	7	42	0	10	4	19	27	7	0	10	38	72	11	36	47	14	120	58	16	41	4	72	0	21	0	0	13	7	8	12	25	13	13	9	15	11	156	143	13	30	8	5	95	42	0	0	30					
6	Число погашенных избирательных бюллетеней	558	0	4	7	4	3	0	3	7	16	3	3	0	27	108	30	114	1	0	0	1	3	2	9	7	0	2	1	2	1	0	0	2	8	3	4	2	4	4	39	84	2	17	12	5	2	5	0	1	6					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1389	20	45	7	42	0	10	4	19	27	7	0	10	38	72	11	36	47	14	120	58	16	41	4	72	0	21	0	0	13	7	8	12	25	13	13	9	15	11	156	143	13	30	8	5	95	42	0	0	30					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19856	281	353	501	311	508	255	329	434	536	337	186	295	304	874	679	1103	330	289	289	250	209	215	332	566	327	696	122	151	92	133	118	577	184	222	209	115	184	604	1840	1323	714	548	416	303	440	202	236	183	151					
9	Число недействительных избирательных бюллетеней	34	0	0	0	0	0	0	0	0	0	0	0	0	5	7	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	9	0	0	0	0	0	0	1	0	0	0					
10	Число действительных избирательных бюллетеней	21211	301	398	508	353	508	265	333	453	563	344	186	305	337	939	690	1131	377	303	409	308	225	256	336	638	327	717	122	151	105	140	126	586	209	235	222	124	199	614	1987	1466	727	578	424	308	535	243	236	183	181					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	195	0	3	0	4	0	0	1	1	1	1	1	1	11	29	16	9	2	0	4	1	1	1	0	3	1	3	1	0	1	1	0	7	1	1	1	1	0	9	29	21	7	4	12	1	1	1	0	1	1					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	176	0	3	0	1	0	0	0	1	1	1	0	1	10	28	16	9	2	0	4	1	1	1	0	3	1	3	1	0	1	0	0	6	1	1	0	0	0	8	26	18	7	4	12	1	1	1	0	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	77	3	0	0	1	0	0	1	0	5	0	1	1	1	5	1	1	0	2	2	2	1	0	0	2	1	6	0	2	0	0	0	4	0	2	0	0	1	3	8	8	2	3	2	1	1	1	2	1	0					
14	Число погашенных неиспользованных открепительных удостоверений	19	0	0	0	3	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	1	3	3	0	0	0	0	0	0	0	1	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																								
18	1.Политическая партия «Аграрная партия России»	74	1	2	1	1	0	0	0	1	2	0	0	1	7	15	0	10	0	1	1	0	0	0	0	2	1	2	0	1	1	0	0	0	0	0	0	0	0	1	1	1	18	3	0	0	0	0	0	0	0					
		0.35%	0.33%	0.50%	0.20%	0.28%	0.00%	0.00%	0.00%	0.22%	0.36%	0.00%	0.00%	0.33%	2.05%	1.59%	0.00%	0.88%	0.00%	0.33%	0.24%	0.00%	0.00%	0.00%	0.00%	0.31%	0.31%	0.28%	0.00%	0.66%	0.95%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.05%	0.07%	2.48%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	12	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1					
