Выборы Президента Российской Федерации																																		
Дата голосования: 18.03.2018																																		
																																		
Наименование Избирательной комиссии:    Петровск-Забайкальская																																		
																																		
Сводная таблица итогов голосования																																		
																																		
	Число участковых избирательных комиссий	23																																
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	23																																
																																		
		Сумма	УИК №2801	УИК №2802	УИК №2803	УИК №2804	УИК №2805	УИК №2806	УИК №2807	УИК №2808	УИК №2809	УИК №2810	УИК №2811	УИК №2812	УИК №2813	УИК №2814	УИК №2815	УИК №2816	УИК №2817	УИК №2818	УИК №2819	УИК №2820	УИК №2821	УИК №2822	УИК №2823									
1	"Число избирателей, включенных в список избирателей"	13260	333	58	106	1021	1015	536	123	457	154	102	194	618	1062	1357	162	66	854	720	1375	1365	173	346	1063									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13420	350	50	100	1020	1050	540	120	480	150	100	190	620	1070	1420	160	60	870	740	1420	1310	160	340	1100									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	6647	220	40	76	455	457	267	83	270	104	59	91	389	502	630	85	43	362	359	621	596	127	219	592									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	511	22	4	1	39	36	26	9	30	1	0	15	0	58	59	20	1	24	32	37	20	5	24	48									
6	Число погашенных избирательных бюллетеней	6262	108	6	23	526	557	247	28	180	45	41	84	231	510	731	55	16	484	349	762	694	28	97	460									
7	Число избирательных бюллетеней в переносных ящиках для голосования	511	22	4	1	39	36	26	9	30	1	0	15	0	58	59	20	1	24	32	37	20	5	24	48									
8	Число бюллетеней в стационарных ящиках для голосования	6647	220	40	76	455	457	267	83	270	104	59	91	389	502	630	85	43	362	359	621	596	127	219	592									
9	Число недействительных избирательных бюллетеней	97	3	1	0	6	5	8	1	3	1	1	2	5	11	9	0	0	3	4	15	4	1	0	14									
