Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																													
Дата голосования: 18.09.2016																													
																													
Наименование Избирательной комиссии:    Шпаковская																													
																													
Сводная таблица итогов голосования по федеральному избирательному округу																													
																													
		Сумма	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1256	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	20312	2116	1622	553	384	1616	444	1925	1835	332	2818	1843	421	539	412	1889	96	1175	292									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16480	1700	1300	400	300	1300	400	1500	1500	300	2300	1500	400	500	400	1500	80	900	200									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	9634	1371	719	158	157	1039	317	833	1074	177	854	699	216	204	190	908	63	503	152									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1050	68	27	61	25	64	16	62	344	85	59	36	14	102	18	31	3	27	8									
6	Число погашенных избирательных бюллетеней	5796	261	554	181	118	197	67	605	82	38	1387	765	170	194	192	561	14	370	40									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1050	68	27	61	25	64	16	62	344	85	59	36	14	102	18	31	3	27	8									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	9632	1371	719	158	157	1039	317	833	1074	177	852	699	216	204	190	908	63	503	152									
9	Число недействительных избирательных бюллетеней	216	0	8	12	10	49	2	33	11	0	4	28	3	6	6	21	1	21	1									
10	Число действительных избирательных бюллетеней	10466	1439	738	207	172	1054	331	862	1407	262	907	707	227	300	202	918	65	509	159									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	240	20	20	10	5	20	10	20	20	5	25	20	5	5	5	20	5	20	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	60	6	4	2	0	4	6	4	10	3	9	4	0	1	1	4	0	2	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	32	0	4	1	3	1	0	4	1	0	2	3	0	2	1	7	1	1	1									
14	Число погашенных неиспользованных открепительных удостоверений	180	14	16	8	5	16	4	16	10	2	16	16	5	4	4	16	5	18	5									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	63	1	0	6	0	20	0	6	0	1	2	15	3	0	3	2	0	4	0									
		0.59%	0.07%	0.00%	2.74%	0.00%	1.81%	0.00%	0.67%	0.00%	0.38%	0.22%	2.04%	1.30%	0.00%	1.44%	0.21%	0.00%	0.75%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	185	11	0	7	0	26	0	19	26	3	13	17	3	11	7	24	0	14	4									
		1.73%	0.76%	0.00%	3.20%	0.00%	2.36%	0.00%	2.12%	1.83%	1.15%	1.43%	2.31%	1.30%	3.59%	3.37%	2.56%	0.00%	2.64%	2.50%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	137	19	0	14	0	24	12	16	16	0	5	5	1	9	3	7	0	5	1									
		1.28%	1.32%	0.00%	6.39%	0.00%	2.18%	3.60%	1.79%	1.13%	0.00%	0.55%	0.68%	0.43%	2.94%	1.44%	0.75%	0.00%	0.94%	0.63%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7164	1093	536	101	138	631	259	474	1106	199	652	396	172	185	99	642	54	314	113									
		67.07%	75.96%	71.85%	46.12%	75.82%	57.21%	77.78%	52.96%	77.99%	75.95%	71.57%	53.88%	74.78%	60.46%	47.60%	68.37%	81.82%	59.25%	70.63%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	65	7	0	0	0	16	2	7	0	0	8	9	3	5	1	2	1	2	2									
		0.61%	0.49%	0.00%	0.00%	0.00%	1.45%	0.60%	0.78%	0.00%	0.00%	0.88%	1.22%	1.30%	1.63%	0.48%	0.21%	1.52%	0.38%	1.25%									
24	"6. Политическая партия ""Гражданская Платформа"""	40	11	0	3	0	11	0	4	0	0	0	0	0	0	1	8	0	2	0									
		0.37%	0.76%	0.00%	1.37%	0.00%	0.99%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.85%	0.00%	0.38%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1128	7	86	37	4	136	31	127	110	24	118	156	20	38	32	114	4	75	9									
		10.56%	0.49%	11.53%	16.89%	2.20%	12.33%	9.31%	14.19%	7.76%	9.16%	12.95%	21.22%	8.70%	12.42%	15.38%	12.14%	6.06%	14.15%	5.63%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	52	27	0	2	0	10	0	2	0	2	2	0	0	1	2	2	0	2	0									
		0.49%	1.88%	0.00%	0.91%	0.00%	0.91%	0.00%	0.22%	0.00%	0.76%	0.22%	0.00%	0.00%	0.33%	0.96%	0.21%	0.00%	0.38%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	44	6	0	0	1	11	1	4	0	0	8	5	1	1	1	4	0	0	1									
