Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																											
Дата голосования: 02.12.2007																																											
																																											
Наименование Избирательной комиссии:    Исетская																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352					
1	"Число избирателей, внесенных в списки избирателей"	18198	565	513	222	89	583	72	330	304	343	1569	1675	2121	646	1005	304	421	226	79	263	540	120	112	765	852	127	150	86	944	832	308	156	101	160	1410	96	109					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	19192	597	540	227	89	600	73	372	330	362	1610	1736	2212	720	1110	350	440	232	85	264	560	130	123	810	896	139	151	86	944	880	314	155	107	162	1550	104	132					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	16002	550	455	186	84	531	67	280	273	316	1425	1451	1855	577	900	251	356	183	68	233	485	102	112	690	778	103	142	72	799	770	254	145	83	148	1094	85	99					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1369	12	40	28	3	40	5	45	26	19	72	116	95	28	62	53	54	28	8	20	40	18	0	41	45	24	8	14	114	52	49	4	11	8	176	8	3					
6	Число погашенных избирательных бюллетеней	1821	35	45	13	2	29	1	47	31	27	113	169	262	115	148	46	30	21	9	11	35	10	11	79	73	12	1	0	31	58	11	6	13	6	280	11	30					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1369	12	40	28	3	40	5	45	26	19	72	116	95	28	62	53	54	28	8	20	40	18	0	41	45	24	8	14	114	52	49	4	11	8	176	8	3					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16001	550	455	186	84	531	67	280	273	316	1425	1451	1855	577	900	251	356	182	68	233	485	102	112	690	778	103	142	72	799	770	254	145	83	148	1094	85	99					
9	Число недействительных избирательных бюллетеней	128	21	0	1	0	0	0	0	0	1	7	3	59	0	0	8	1	2	0	2	2	1	0	4	3	0	0	0	4	5	0	1	0	0	0	2	1					
10	Число действительных избирательных бюллетеней	17242	541	495	213	87	571	72	325	299	334	1490	1564	1891	605	962	296	409	208	76	251	523	119	112	727	820	127	150	86	909	817	303	148	94	156	1270	91	101					
