Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																											
Дата голосования: 04.12.2011																																											
																																											
Наименование Избирательной комиссии:    Исетская																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340					
1	"Число избирателей, внесенных в список избирателей"	19507	608	552	246	98	594	83	405	343	341	1558	1862	2250	726	1107	336	462	219	70	264	600	121	114	837	922	125	161	74	962	963	272	191	103	160	1564	112	102					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	20527	640	587	254	104	620	82	423	353	401	1671	1917	2297	781	1151	379	486	229	77	285	624	139	114	887	958	125	166	75	1010	1016	301	190	113	165	1662	116	129					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	16071	563	467	216	82	513	71	328	321	285	1138	1414	1749	673	924	265	353	186	59	228	552	109	114	723	786	103	142	74	824	765	219	155	77	139	1265	100	89					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1406	19	74	20	13	53	9	55	11	16	61	99	97	32	77	44	66	27	5	18	30	12	0	26	45	22	19	0	120	116	29	16	14	8	143	5	5					
6	Число погашенных избирательных бюллетеней	3050	58	46	18	9	54	2	40	21	100	472	404	451	76	150	70	67	16	13	39	42	18	0	138	127	0	5	1	66	135	53	19	22	18	254	11	35					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1406	19	74	20	13	53	9	55	11	16	61	99	97	32	77	44	66	27	5	18	30	12	0	26	45	22	19	0	120	116	29	16	14	8	143	5	5					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16070	563	467	216	82	513	71	328	321	285	1137	1414	1749	673	924	265	353	186	59	228	552	109	114	723	786	103	142	74	824	765	219	155	77	139	1265	100	89					
9	Число недействительных избирательных бюллетеней	99	3	0	0	0	0	0	0	0	0	18	10	8	7	11	1	0	0	0	0	3	0	0	4	5	0	0	0	7	7	4	0	2	1	3	0	5					
10	Число действительных избирательных бюллетеней	17377	579	541	236	95	566	80	383	332	301	1180	1503	1838	698	990	308	419	213	64	246	579	121	114	745	826	125	161	74	937	874	244	171	89	146	1405	105	89					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1229	41	23	8	2	20	2	20	15	65	100	100	100	100	100	32	32	12	5	15	35	5	5	47	35	5	5	5	50	50	35	8	13	5	100	6	28					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1082	41	23	5	0	20	0	20	5	60	100	100	54	76	55	32	32	12	5	15	35	5	5	47	35	5	5	0	50	50	35	8	13	0	100	6	28					
