Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																					
Дата голосования: 07.12.2003 0:00:00																																					
																																					
Наименование Избирательной комиссии:    Нижнедевицкая																																					
																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																					
																																					
		Сумма	УИК №2101	УИК №2102	УИК №2103	УИК №2104	УИК №2105	УИК №2106	УИК №2107	УИК №2108	УИК №2109	УИК №2110	УИК №2111	УИК №2112	УИК №2113	УИК №2114	УИК №2115	УИК №2116	УИК №2117	УИК №2118	УИК №2119	УИК №2120	УИК №2121	УИК №2122	УИК №2123	УИК №2124	УИК №2125	УИК №2126	УИК №2127	УИК №2128	УИК №2129	УИК №2130					
1	"Число избирателей, внесенных в списки"	20171	3125	2415	261	628	389	578	244	492	1947	431	955	587	482	348	423	746	136	476	507	215	447	563	586	157	477	939	497	353	331	436					
2	"Число бюллетеней, полученных участковыми комиссиями"	20000	3060	2409	263	599	375	586	246	495	1899	441	969	583	482	350	414	736	133	472	502	215	452	549	585	170	435	968	502	350	330	430					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7340	1341	788	100	278	120	182	57	170	596	136	469	209	224	102	79	342	55	134	124	72	146	161	236	78	169	323	176	185	133	155					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	3387	56	175	67	119	128	69	97	134	182	93	48	83	86	111	205	137	36	116	210	91	120	198	80	37	109	196	140	74	76	114					
6	Число погашенных бюллетеней	9273	1663	1446	96	202	127	335	92	191	1121	212	452	291	172	137	130	257	42	222	168	52	186	190	269	55	157	449	186	91	121	161					
7	Число бюллетеней в переносных ящиках для голосования	3387	56	175	67	119	128	69	97	134	182	93	48	83	86	111	205	137	36	116	210	91	120	198	80	37	109	196	140	74	76	114					
8	Число бюллетеней в стационарных ящиках для голосования	7327	1340	783	100	278	120	182	57	170	593	136	469	209	224	102	79	339	55	134	124	72	146	161	235	78	169	323	176	185	133	155					
9	Число недействительных бюллетеней	219	44	18	2	2	6	7	0	0	18	3	16	8	11	2	0	14	2	0	5	0	0	0	7	7	4	19	9	4	8	3					
10	Число действительных бюллетеней	10495	1352	940	165	395	242	244	154	304	757	226	501	284	299	211	284	462	89	250	329	163	266	359	308	108	274	500	307	255	201	266					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	195	20	15	5	5	5	5	5	5	10	5	15	5	5	5	5	5	5	5	5	5	5	5	5	5	5	10	5	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	49	16	7	1	0	0	0	0	0	1	3	12	0	1	0	1	0	0	0	1	0	3	0	3	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	74	7	5	0	0	2	2	3	6	3	2	4	3	1	2	6	5	7	1	1	0	0	0	0	0	1	2	2	0	6	3					
14	Число погашенных открепительных удостоверений	146	4	8	4	5	5	5	5	5	9	2	3	5	4	5	4	5	5	5	4	5	2	5	2	5	5	10	5	5	5	5					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
18	"1. ""ЕДИНЕНИЕ"""	156	17	9	4	8	8	8	3	0	10	3	12	2	7	1	2	11	4	4	2	3	3	7	1	0	3	6	1	3	6	8					
		1.45%	1.21%	0.93%	2.39%	2.01%	3.22%	3.18%	1.94%	0.0%	1.29%	1.31%	2.32%	0.68%	2.25%	0.46%	0.70%	2.31%	4.39%	1.6%	0.59%	1.84%	1.12%	1.94%	0.31%	0.0%	1.07%	1.15%	0.31%	1.15%	2.87%	2.97%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	122	21	11	0	4	3	6	2	5	8	10	7	1	2	1	0	1	1	2	1	2	3	4	3	1	6	6	4	4	2	1					
