Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																										
Дата голосования: 02.12.2007																										
																										
Наименование Избирательной комиссии:    Вашкинская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108					
1	"Число избирателей, внесенных в списки избирателей"	7662	184	466	307	81	264	208	369	89	815	1479	1337	769	144	182	47	341	232	218	130					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	6960	180	440	270	85	230	190	340	85	750	1270	1200	690	130	180	50	320	230	200	120					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	3975	142	302	132	59	126	118	147	40	334	760	678	407	61	114	30	214	108	122	81					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	966	18	71	66	17	61	7	147	33	82	81	55	51	42	36	11	44	75	33	36					
6	Число погашенных избирательных бюллетеней	2019	20	67	72	9	43	65	46	12	334	429	467	232	27	30	9	62	47	45	3					
7	Число избирательных бюллетеней в переносных ящиках для голосования	966	18	71	66	17	61	7	147	33	82	81	55	51	42	36	11	44	75	33	36					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	3975	142	302	132	59	126	118	147	40	334	760	678	407	61	114	30	214	108	122	81					
9	Число недействительных избирательных бюллетеней	19	0	2	3	1	0	0	1	0	2	4	0	0	2	1	0	0	1	2	0					
10	Число действительных избирательных бюллетеней	4922	160	371	195	75	187	125	293	73	414	837	733	458	101	149	41	258	182	153	117					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	405	20	25	20	20	20	20	20	20	20	20	20	20	20	20	20	40	20	20	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	231	18	21	11	11	14	7	16	1	13	16	12	9	0	20	4	25	20	8	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	87	6	4	4	2	3	3	2	1	8	11	15	11	1	3	0	5	3	4	1					
14	Число погашенных неиспользованных открепительных удостоверений	174	2	4	9	9	6	13	4	19	7	4	8	11	20	0	16	15	0	12	15					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	1	3	1	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	1.Политическая партия «Аграрная партия России»	319	12	4	15	8	9	1	19	6	24	74	40	28	10	15	1	2	26	21	4					
		6.46%	7.50%	1.07%	7.58%	10.53%	4.81%	0.80%	6.46%	8.22%	5.77%	8.80%	5.46%	6.11%	9.71%	10.00%	2.44%	0.78%	14.21%	13.55%	3.42%					
19	2.Всероссийская политическая партия «Гражданская Сила»	23	1	2	1	0	0	0	0	0	1	10	5	0	0	0	0	0	0	2	1					
		0.47%	0.63%	0.54%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	1.19%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.29%	0.85%					
20	3.Политическая партия «Демократическая партия России»	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0					
		0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	401	4	30	5	2	13	5	20	3	69	89	53	40	6	5	2	16	21	8	10					
		8.12%	2.50%	8.04%	2.53%	2.63%	6.95%	4.00%	6.80%	4.11%	16.59%	10.58%	7.23%	8.73%	5.83%	3.33%	4.88%	6.20%	11.48%	5.16%	8.55%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	16	0	1	0	0	0	1	1	0	1	8	4	0	0	0	0	0	0	0	0					
		0.32%	0.00%	0.27%	0.00%	0.00%	0.00%	0.80%	0.34%	0.00%	0.24%	0.95%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	7	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	1	1	0	0					
