Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																		
Дата голосования: 04.12.2011																																																		
																																																		
Наименование Избирательной комиссии:    Железногорская городская																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
		Сумма	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244					
1	"Число избирателей, внесенных в список избирателей"	82045	250	1625	1737	1601	1861	1919	1544	1782	1889	1672	2059	2376	1212	1775	1855	1748	1705	1646	2117	1421	1401	1723	2278	1997	2395	2374	2371	1216	1642	1851	2322	2540	778	2705	2657	2160	1662	2136	2245	1808	2921	2678	2391					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	76149	249	1500	1600	1500	1750	1800	1500	1700	1800	1650	1900	2200	1200	1700	1700	1650	1650	1600	1900	1350	1300	1650	2150	1850	2100	2200	2200	1150	1600	1750	2150	2300	700	2400	2400	2000	1500	2000	2050	1700	2550	2400	2150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	43062	142	834	821	825	913	1001	754	945	1003	804	915	1204	643	886	975	775	954	790	1101	950	809	1017	1209	1091	1233	1319	1298	493	820	970	1214	1352	309	1421	1403	1115	888	1161	1217	1008	1521	1585	1374					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	906	107	43	28	22	28	22	21	21	14	28	37	25	17	33	22	20	17	22	11	36	11	21	20	6	14	28	15	2	15	15	10	10	53	10	19	10	10	9	7	7	17	10	13					
6	Число погашенных избирательных бюллетеней	32181	0	623	751	653	809	777	725	734	783	818	948	971	540	781	703	855	679	788	788	364	480	612	921	753	853	853	887	655	765	765	926	938	338	969	978	875	602	830	826	685	1012	805	763					
7	Число избирательных бюллетеней в переносных ящиках для голосования	906	107	43	28	22	28	22	21	21	14	28	37	25	17	33	22	20	17	22	11	36	11	21	20	6	14	28	15	2	15	15	10	10	53	10	19	10	10	9	7	7	17	10	13					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	42888	142	832	821	821	912	1000	754	945	1003	804	915	1204	643	886	974	775	953	790	1095	800	809	1017	1208	1091	1233	1318	1298	493	820	970	1212	1352	309	1421	1403	1115	884	1161	1217	1008	1521	1585	1374					
9	Число недействительных избирательных бюллетеней	653	7	8	20	11	13	18	15	16	22	13	10	13	14	17	17	12	11	11	18	17	15	15	19	17	22	16	16	12	9	19	23	15	2	13	23	14	9	23	11	10	22	21	24					
10	Число действительных избирательных бюллетеней	43141	242	867	829	832	927	1004	760	950	995	819	942	1216	646	902	979	783	959	801	1088	819	805	1023	1209	1080	1225	1330	1297	483	826	966	1199	1347	360	1418	1399	1111	885	1147	1213	1005	1516	1574	1363					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	590	0	10	10	10	10	10	10	15	15	15	10	15	10	10	15	10	15	10	20	15	15	15	20	15	20	15	15	10	10	10	15	15	10	20	25	20	15	15	15	15	15	15	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	422	0	5	10	9	8	6	5	10	12	11	9	11	7	2	11	2	8	6	17	10	13	12	18	12	15	15	14	4	1	7	9	13	4	15	22	15	13	8	7	11	11	10	14					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	101	0	4	2	4	1	0	4	3	0	2	0	6	4	0	3	2	3	0	5	0	5	2	3	1	2	4	2	2	0	3	2	6	0	2	1	2	4	4	5	2	0	2	4					
14	Число погашенных неиспользованных открепительных удостоверений	168	0	5	0	1	2	4	5	5	3	4	1	4	3	8	4	8	7	4	3	5	2	3	2	3	5	0	1	6	9	3	6	2	6	5	3	5	2	7	8	4	4	5	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	26	0	4	2	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	3	1	0	1	0	0	0	0	0	2	0	0	3	1	0	1	0	0	0	0	1	0	0	1	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	7097	9	113	158	124	144	180	128	155	159	93	155	189	110	127	187	119	161	108	174	133	124	165	215	171	239	249	230	66	165	178	210	223	46	215	243	217	135	177	216	178	240	259	210					
		16.21%	3.61%	12.91%	18.61%	14.71%	15.32%	17.61%	16.52%	16.05%	15.63%	11.18%	16.28%	15.38%	16.67%	13.82%	18.78%	14.97%	16.60%	13.30%	15.73%	15.91%	15.12%	15.90%	17.51%	15.59%	19.17%	18.50%	17.52%	13.33%	19.76%	18.07%	17.18%	16.37%	12.71%	15.02%	17.09%	19.29%	15.10%	15.13%	17.65%	17.54%	15.60%	16.24%	15.14%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	7141	13	131	138	123	179	179	130	154	186	150	140	197	103	150	136	137	147	137	167	108	99	150	165	172	192	217	215	112	139	145	213	243	63	260	242	146	130	237	210	186	270	291	239					
		16.31%	5.22%	14.97%	16.25%	14.59%	19.04%	17.51%	16.77%	15.94%	18.29%	18.03%	14.71%	16.03%	15.61%	16.32%	13.65%	17.23%	15.15%	16.87%	15.10%	12.92%	12.07%	14.45%	13.44%	15.68%	15.40%	16.12%	16.37%	22.63%	16.65%	14.72%	17.43%	17.84%	17.40%	18.17%	17.02%	12.98%	14.54%	20.26%	17.16%	18.33%	17.56%	18.24%	17.23%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	513	0	12	6	10	5	11	10	10	12	13	13	14	5	6	9	11	12	9	16	7	10	10	13	16	13	17	17	8	12	17	18	24	4	17	13	22	7	12	11	11	13	15	22					
		1.17%	0.00%	1.37%	0.71%	1.19%	0.53%	1.08%	1.29%	1.04%	1.18%	1.56%	1.37%	1.14%	0.76%	0.65%	0.90%	1.38%	1.24%	1.11%	1.45%	0.84%	1.22%	0.96%	1.06%	1.46%	1.04%	1.26%	1.29%	1.62%	1.44%	1.73%	1.47%	1.76%	1.10%	1.19%	0.91%	1.96%	0.78%	1.03%	0.90%	1.08%	0.85%	0.94%	1.59%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	8806	14	187	172	179	170	190	158	197	210	146	254	228	120	186	207	178	219	166	223	191	185	221	272	188	255	268	283	59	157	191	260	263	78	242	268	256	180	245	253	184	280	339	284					
		20.11%	5.62%	21.37%	20.26%	21.23%	18.09%	18.59%	20.39%	20.39%	20.65%	17.55%	26.68%	18.55%	18.18%	20.24%	20.78%	22.39%	22.58%	20.44%	20.16%	22.85%	22.56%	21.29%	22.15%	17.14%	20.45%	19.91%	21.55%	11.92%	18.80%	19.39%	21.28%	19.31%	21.55%	16.91%	18.85%	22.76%	20.13%	20.94%	20.67%	18.13%	18.21%	21.25%	20.48%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	935	3	26	22	15	16	17	17	19	10	13	24	37	10	22	23	12	15	14	36	26	13	18	23	22	34	27	35	4	10	14	24	25	5	44	41	33	25	17	32	12	32	34	34					
		2.13%	1.20%	2.97%	2.59%	1.78%	1.70%	1.66%	2.19%	1.97%	0.98%	1.56%	2.52%	3.01%	1.52%	2.39%	2.31%	1.51%	1.55%	1.72%	3.25%	3.11%	1.59%	1.73%	1.87%	2.01%	2.73%	2.01%	2.67%	0.81%	1.20%	1.42%	1.96%	1.84%	1.38%	3.07%	2.88%	2.93%	2.80%	1.45%	2.61%	1.18%	2.08%	2.13%	2.45%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	18435	202	393	332	376	410	422	315	414	414	399	352	543	293	406	416	322	401	363	467	350	362	458	516	506	479	545	513	231	340	416	465	562	162	629	585	427	402	454	486	430	677	632	568					
		42.09%	81.12%	44.91%	39.10%	44.60%	43.62%	41.29%	40.65%	42.86%	40.71%	47.96%	36.97%	44.18%	44.39%	44.18%	41.77%	40.50%	41.34%	44.70%	42.22%	41.87%	44.15%	44.12%	42.02%	46.13%	38.41%	40.49%	39.07%	46.67%	40.72%	42.23%	38.05%	41.26%	44.75%	43.96%	41.14%	37.96%	44.97%	38.80%	39.71%	42.36%	44.02%	39.62%	40.95%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	214	1	5	1	5	3	5	2	1	4	5	4	8	5	5	1	4	4	4	5	4	12	1	5	5	13	7	4	3	3	5	9	7	2	11	7	10	6	5	5	4	4	4	6					
		0.49%	0.40%	0.57%	0.12%	0.59%	0.32%	0.49%	0.26%	0.10%	0.39%	0.60%	0.42%	0.65%	0.76%	0.54%	0.10%	0.50%	0.41%	0.49%	0.45%	0.48%	1.46%	0.10%	0.41%	0.46%	1.04%	0.52%	0.30%	0.61%	0.36%	0.51%	0.74%	0.51%	0.55%	0.77%	0.49%	0.89%	0.67%	0.43%	0.41%	0.39%	0.26%	0.25%	0.43%					
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
