Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																				
Дата голосования: 07.12.2003 0:00:00																				
																				
Наименование Избирательной комиссии:    Гаринская																				
																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																				
																				
		Сумма	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345					
1	"Число избирателей, внесенных в списки"	3712	1422	178	537	111	266	78	47	100	110	635	39	68	121					
2	"Число бюллетеней, полученных участковыми комиссиями"	3700	1400	180	524	115	285	80	50	106	110	610	50	70	120					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	2154	794	90	244	80	184	48	14	87	77	341	38	56	101					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	317	82	5	57	20	23	5	33	0	0	89	0	3	0					
6	Число погашенных бюллетеней	1229	524	85	223	15	78	27	3	19	33	180	12	11	19					
7	Число бюллетеней в переносных ящиках для голосования	317	82	5	57	20	23	5	33	0	0	89	0	3	0					
8	Число бюллетеней в стационарных ящиках для голосования	2154	794	90	244	80	184	48	14	87	77	341	38	56	101					
9	Число недействительных бюллетеней	42	12	2	10	0	1	2	0	2	3	7	1	2	0					
10	Число действительных бюллетеней	2429	864	93	291	100	206	51	47	85	74	423	37	57	101					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	49	9	3	5	3	3	3	3	3	3	5	3	3	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	14	9	0	2	0	0	0	0	0	0	0	0	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	5	1	1	0	0	1	0	0	0	0	1	1	0	0					
14	Число погашенных открепительных удостоверений	35	0	3	3	3	3	3	3	3	3	5	3	0	3					
15	Число открепительных удостоверений выданных ТИК	1	1	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																				
18	"1. ""ЕДИНЕНИЕ"""	36	8	1	6	0	10	2	0	0	1	6	1	0	1					
		1.45%	0.91%	1.05%	1.99%	0.0%	4.83%	3.77%	0.0%	0.0%	1.29%	1.39%	2.63%	0.0%	0.99%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	109	33	4	9	1	4	0	1	38	6	9	0	0	4					
		4.41%	3.76%	4.21%	2.99%	1.0%	1.93%	0.0%	2.12%	43.67%	7.79%	2.09%	0.0%	0.0%	3.96%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	76	21	3	16	1	3	0	0	2	6	17	1	4	2					
		3.07%	2.39%	3.15%	5.31%	1.0%	1.44%	0.0%	0.0%	2.29%	7.79%	3.95%	2.63%	6.77%	1.98%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	43	25	1	7	2	1	2	0	0	0	5	0	0	0					
		1.74%	2.85%	1.05%	2.32%	2.0%	0.48%	3.77%	0.0%	0.0%	0.0%	1.16%	0.0%	0.0%	0.0%					
22	"5. ""За Русь Святую"""	15	5	0	3	0	1	2	0	0	0	2	0	1	1					
		0.60%	0.57%	0.0%	0.99%	0.0%	0.48%	3.77%	0.0%	0.0%	0.0%	0.46%	0.0%	1.69%	0.99%					
23	"6. ""Объединенная Российская партия ""Русь"""	8	2	0	1	0	2	0	0	0	0	3	0	0	0					
