Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																												
Дата голосования: 04.12.2011																																												
																																												
Наименование Избирательной комиссии:    Ноябрьская городская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145					
1	"Число избирателей, внесенных в список избирателей"	76233	2193	2189	2066	2449	2382	1942	1970	2019	2082	2291	2264	2235	2417	2133	2258	2515	2179	2101	2211	2373	2136	2310	1887	2082	2131	1785	1862	2559	2394	2088	2182	2204	1622	1687	1479	1323	233					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	76400	2200	2200	2100	2400	2400	2000	1900	2100	2100	2300	2300	2200	2600	2100	2300	2500	2200	2100	2200	2400	2100	2300	1900	2000	2100	1800	1800	2600	2400	2000	2100	2200	1600	1700	1500	1300	400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	66135	1989	1901	1821	2234	1950	1814	1779	1799	1805	1971	1111	2017	2177	1861	2095	2069	1799	1781	2031	1878	1799	1899	1600	1894	1943	1613	1624	2401	1890	1899	1991	2019	1581	1500	1207	1250	143					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	449	11	5	13	9	11	12	27	12	8	14	15	9	7	8	12	12	23	12	17	18	12	9	30	7	11	14	22	10	14	0	4	10	6	10	24	8	3					
6	Число погашенных избирательных бюллетеней	9816	200	294	266	157	439	174	94	289	287	315	1174	174	416	231	193	419	378	307	152	504	289	392	270	99	146	173	154	189	496	101	105	171	13	190	269	42	254					
7	Число избирательных бюллетеней в переносных ящиках для голосования	449	11	5	13	9	11	12	27	12	8	14	15	9	7	8	12	12	23	12	17	18	12	9	30	7	11	14	22	10	14	0	4	10	6	10	24	8	3					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	66122	1988	1901	1821	2234	1950	1814	1779	1799	1805	1971	1111	2017	2177	1861	2095	2069	1799	1781	2031	1878	1787	1899	1600	1894	1943	1613	1624	2401	1890	1899	1991	2019	1581	1500	1207	1250	143					
9	Число недействительных избирательных бюллетеней	468	13	10	15	12	16	0	9	7	17	11	16	26	20	8	8	16	18	28	1	23	24	8	14	2	5	0	11	11	18	13	24	22	15	10	9	6	2					
10	Число действительных избирательных бюллетеней	66103	1986	1896	1819	2231	1945	1826	1797	1804	1796	1974	1110	2000	2164	1861	2099	2065	1804	1765	2047	1873	1775	1900	1616	1899	1949	1627	1635	2400	1886	1886	1971	2007	1572	1500	1222	1252	144					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1320	30	31	34	31	36	36	38	45	32	34	46	36	54	33	39	40	35	35	32	36	31	34	33	30	34	35	36	38	38	40	32	40	34	42	38	37	15					
