Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																						
Дата голосования: 07.12.2003 0:00:00																																						
																																						
Наименование Избирательной комиссии:    Кизильская																																						
																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																						
																																						
		Сумма	УИК №1698	УИК №1699	УИК №1700	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728					
1	"Число избирателей, внесенных в списки"	19450	2496	2998	495	884	408	546	929	164	444	123	449	161	178	864	438	310	1336	188	188	667	1055	208	188	753	373	985	417	654	239	148	164					
2	"Число бюллетеней, полученных участковыми комиссиями"	21036	2530	2956	500	1000	400	640	1150	170	470	130	470	170	190	900	460	340	1370	210	200	770	1160	270	210	1030	380	1040	440	850	270	170	190					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	15062	1949	2473	367	849	261	317	732	148	417	108	399	152	165	813	173	185	679	167	175	539	732	125	160	721	323	594	259	654	123	140	163					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2288	212	264	14	33	82	229	197	0	0	0	0	0	0	20	188	97	310	7	3	128	140	83	0	32	12	57	92	0	88	0	0					
6	Число погашенных бюллетеней	3686	369	219	119	118	57	94	221	22	53	22	71	18	25	67	99	58	381	36	22	103	288	62	50	277	45	389	89	196	59	30	27					
7	Число бюллетеней в переносных ящиках для голосования	2287	211	264	14	33	82	229	197	0	0	0	0	0	0	20	188	97	310	7	3	128	140	83	0	32	12	57	92	0	88	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	15040	1942	2473	367	849	261	317	731	148	417	108	399	152	165	813	173	185	679	167	175	539	731	125	160	721	311	593	259	654	123	140	163					
9	Число недействительных бюллетеней	164	9	5	1	2	0	13	1	0	5	0	19	1	17	3	3	0	23	1	8	20	3	0	1	1	0	9	7	11	0	0	1					
10	Число действительных бюллетеней	17163	2144	2732	380	880	343	533	927	148	412	108	380	151	148	830	358	282	966	173	170	647	868	208	159	752	323	641	344	643	211	140	162					
