Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																					
Дата голосования: 07.12.2003 0:00:00																																																					
																																																					
Наименование Избирательной комиссии:    Бижбулякская																																																					
																																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																					
																																																					
		Сумма	УИК №1875	УИК №1876	УИК №1877	УИК №1878	УИК №1879	УИК №1880	УИК №1881	УИК №1882	УИК №1883	УИК №1884	УИК №1885	УИК №1886	УИК №1887	УИК №1888	УИК №1889	УИК №1890	УИК №1891	УИК №1892	УИК №1893	УИК №1894	УИК №1895	УИК №1896	УИК №1897	УИК №1898	УИК №1899	УИК №1900	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907	УИК №1908	УИК №1909	УИК №1910	УИК №1911	УИК №1912	УИК №1913	УИК №1914	УИК №1915	УИК №1916	УИК №1917	УИК №1918	УИК №1919	УИК №1920					
1	"Число избирателей, внесенных в списки"	18255	878	165	124	671	173	330	1085	803	798	609	652	255	131	279	287	71	476	321	801	328	248	136	251	205	136	614	168	387	358	117	810	367	404	678	134	223	1019	534	337	153	275	269	615	264	191	125					
2	"Число бюллетеней, полученных участковыми комиссиями"	18629	860	160	122	663	181	350	1180	813	790	810	619	255	132	290	278	72	480	325	830	340	244	135	249	208	142	635	165	387	367	118	795	367	395	710	131	216	1000	517	363	165	275	272	640	257	192	134					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	14460	692	136	87	551	137	291	927	655	568	599	494	193	108	255	262	66	374	275	580	306	195	118	209	168	124	358	147	297	281	88	661	261	316	563	125	163	785	293	269	115	194	243	467	205	153	106					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1514	29	9	26	40	24	25	58	21	24	10	75	28	16	24	12	2	63	24	52	22	24	8	15	14	11	163	0	19	34	13	54	47	54	38	0	28	88	127	25	31	48	15	33	10	15	16					
6	Число погашенных бюллетеней	2655	139	15	9	72	20	34	195	137	198	201	50	34	8	11	4	4	43	26	198	12	25	9	25	26	7	114	18	71	52	17	80	59	25	109	6	25	127	97	69	19	33	14	140	42	24	12					
7	Число бюллетеней в переносных ящиках для голосования	1514	29	9	26	40	24	25	58	21	24	10	75	28	16	24	12	2	63	24	52	22	24	8	15	14	11	163	0	19	34	13	54	47	54	38	0	28	88	127	25	31	48	15	33	10	15	16					
8	Число бюллетеней в стационарных ящиках для голосования	14458	692	136	87	551	137	291	927	653	568	599	494	193	108	255	262	66	374	275	580	306	195	118	209	168	124	358	147	297	281	88	661	261	316	563	125	163	785	293	269	115	194	243	467	205	153	106					
9	Число недействительных бюллетеней	414	6	1	0	27	16	0	21	22	17	5	24	7	3	8	2	3	4	0	31	0	1	6	5	5	1	24	8	26	21	8	20	7	0	4	5	12	6	10	0	3	17	4	7	13	4	0					
10	Число действительных бюллетеней	15558	715	144	113	564	145	316	964	652	575	604	545	214	121	271	272	65	433	299	601	328	218	120	219	177	134	497	139	290	294	93	695	301	370	597	120	179	867	410	294	143	225	254	493	202	164	122					
