Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																						
Дата голосования: 04.12.2011																																																						
																																																						
"Наименование Избирательной комиссии:    Магнитогорск, Ленинская"																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №2231	УИК №2232					
1	"Число избирателей, внесенных в список избирателей"	82150	1347	2466	2394	664	2746	2250	1756	2173	2367	1837	1989	2270	1696	1328	2241	1159	1485	1327	1466	2209	1872	1896	2211	318	2134	1327	2504	2004	2143	1850	1501	884	1562	1936	1839	2193	1824	1578	1750	1367	1827	2137	2422	1964	1236	222	479					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	60368	1000	1800	1700	500	2000	1500	1300	1600	1700	1400	1400	1700	1200	1000	1600	900	1100	1000	1100	1600	1400	1400	1600	250	1600	1000	1800	1500	1600	1300	1100	700	1200	1400	1300	1600	1300	1200	1300	1000	1300	1600	1800	1400	900	223	495					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	47664	594	1254	1227	296	1808	1449	721	1447	1550	1226	1034	1535	704	584	1093	516	829	646	751	1121	862	819	1531	234	1482	839	1246	1410	1531	1239	831	514	1091	1216	1098	1313	1048	1125	967	733	982	1208	1458	1195	870	161	276					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2911	39	43	40	50	102	14	31	74	66	103	146	82	31	115	140	73	10	29	49	80	69	45	26	0	40	78	137	59	50	45	37	40	54	37	58	57	61	51	32	82	73	54	77	68	0	61	203					
6	Число погашенных избирательных бюллетеней	9790	367	503	433	154	90	37	548	79	84	71	220	83	465	301	367	311	261	325	300	399	469	536	43	16	78	83	414	31	19	16	232	146	55	147	144	230	191	24	301	185	245	338	265	137	30	1	16					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2911	39	43	40	50	102	14	31	74	66	103	146	82	31	115	140	73	10	29	49	80	69	45	26	0	40	78	137	59	50	45	37	40	54	37	58	57	61	51	32	82	73	54	77	68	0	61	203					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	47622	594	1254	1226	296	1808	1447	721	1445	1526	1225	1034	1534	704	584	1093	516	829	646	749	1121	862	819	1531	234	1482	839	1245	1409	1529	1239	831	514	1091	1215	1098	1313	1046	1125	967	733	982	1208	1457	1194	870	161	276					
9	Число недействительных избирательных бюллетеней	968	15	54	22	6	33	30	20	39	0	25	16	18	28	19	28	9	11	13	15	22	8	17	35	9	23	13	32	31	32	25	17	5	9	27	22	27	26	18	23	14	21	29	19	30	14	1	18					
10	Число действительных избирательных бюллетеней	49565	618	1243	1244	340	1877	1431	732	1480	1592	1303	1164	1598	707	680	1205	580	828	662	783	1179	923	847	1522	225	1499	904	1350	1437	1547	1259	851	549	1136	1225	1134	1343	1081	1158	976	801	1034	1233	1515	1232	856	221	461					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	924	10	25	11	4	30	20	15	20	23	31	25	23	10	15	25	10	20	10	15	15	20	15	30	10	31	15	30	20	25	30	20	15	30	35	20	20	25	30	20	10	25	25	28	18	20	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	856	10	22	11	4	26	20	15	15	22	29	25	23	7	15	21	8	18	9	11	13	20	11	30	9	31	15	29	20	25	28	19	14	30	34	18	18	24	30	12	10	25	21	27	17	15	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	884	16	13	32	15	7	193	9	14	14	15	23	4	14	7	26	21	11	17	11	17	13	11	32	26	16	11	11	22	8	10	7	10	9	10	17	16	10	13	8	13	11	14	13	17	10	35	32					
14	Число погашенных неиспользованных открепительных удостоверений	68	0	3	0	0	4	0	0	5	1	2	0	0	3	0	4	2	2	1	4	2	0	4	0	1	0	0	1	0	0	2	1	1	0	1	2	2	1	0	8	0	0	4	1	1	5	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	60	0	4	1	1	1	1	2	2	1	1	0	2	0	1	0	1	2	1	2	0	0	5	1	0	4	5	1	0	3	0	2	1	1	3	0	2	1	3	1	0	2	0	0	2	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	7576	110	224	225	67	61	64	145	78	89	52	283	74	147	112	268	119	190	129	192	270	230	143	68	20	46	62	292	72	75	16	231	119	98	318	288	333	285	51	252	190	248	242	374	348	125	59	92					
		14.99%	17.38%	17.27%	17.77%	19.36%	3.19%	4.38%	19.28%	5.13%	5.59%	3.92%	23.98%	4.58%	20.00%	16.02%	21.74%	20.20%	22.65%	19.11%	24.06%	22.48%	24.70%	16.55%	4.37%	8.55%	3.02%	6.76%	21.13%	4.90%	4.75%	1.25%	26.61%	21.48%	8.56%	25.40%	24.91%	24.31%	25.75%	4.34%	25.23%	23.31%	23.51%	19.18%	24.38%	27.58%	14.37%	26.58%	19.21%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	5892	136	284	263	61	66	72	182	76	68	74	226	64	132	136	218	107	145	136	123	193	184	200	52	61	49	39	259	55	59	14	115	84	40	179	146	214	158	29	152	121	135	201	181	127	170	32	74					
		11.66%	21.48%	21.90%	20.77%	17.63%	3.46%	4.93%	24.20%	5.00%	4.27%	5.57%	19.15%	3.96%	17.96%	19.46%	17.68%	18.17%	17.28%	20.15%	15.41%	16.07%	19.76%	23.15%	3.34%	26.07%	3.22%	4.25%	18.74%	3.75%	3.74%	1.09%	13.25%	15.16%	3.49%	14.30%	12.63%	15.62%	14.27%	2.47%	15.22%	14.85%	12.80%	15.93%	11.80%	10.06%	19.54%	14.41%	15.45%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	612	9	13	14	8	5	9	6	3	6	6	19	8	11	11	25	11	14	15	18	33	26	13	5	5	7	2	24	4	3	2	12	7	3	24	19	25	14	8	20	9	20	27	26	32	18	3	10					
		1.21%	1.42%	1.00%	1.11%	2.31%	0.26%	0.62%	0.80%	0.20%	0.38%	0.45%	1.61%	0.50%	1.50%	1.57%	2.03%	1.87%	1.67%	2.22%	2.26%	2.75%	2.79%	1.50%	0.32%	2.14%	0.46%	0.22%	1.74%	0.27%	0.19%	0.16%	1.38%	1.26%	0.26%	1.92%	1.64%	1.82%	1.26%	0.68%	2.00%	1.10%	1.90%	2.14%	1.69%	2.54%	2.07%	1.35%	2.09%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	5654	91	145	165	47	64	95	100	94	75	68	166	76	95	108	169	81	121	94	136	205	120	129	36	51	56	51	202	51	70	19	142	82	84	209	194	200	199	35	140	130	159	226	291	252	222	41	68					
		11.19%	14.38%	11.18%	13.03%	13.58%	3.35%	6.50%	13.30%	6.19%	4.71%	5.12%	14.07%	4.70%	12.93%	15.45%	13.71%	13.75%	14.42%	13.93%	17.04%	17.07%	12.89%	14.93%	2.31%	21.79%	3.68%	5.56%	14.62%	3.47%	4.43%	1.48%	16.36%	14.80%	7.34%	16.69%	16.78%	14.60%	17.98%	2.98%	14.01%	15.95%	15.07%	17.91%	18.97%	19.97%	25.52%	18.47%	14.20%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1609	15	26	25	5	4	9	11	13	14	9	46	6	27	17	47	30	56	51	32	54	40	28	18	1	13	5	61	7	12	4	76	38	14	96	92	75	67	16	34	30	56	67	114	101	32	5	10					
		3.18%	2.37%	2.00%	1.97%	1.45%	0.21%	0.62%	1.46%	0.86%	0.88%	0.68%	3.90%	0.37%	3.67%	2.43%	3.81%	5.09%	6.67%	7.56%	4.01%	4.50%	4.30%	3.24%	1.16%	0.43%	0.85%	0.55%	4.41%	0.48%	0.76%	0.31%	8.76%	6.86%	1.22%	7.67%	7.96%	5.47%	6.05%	1.36%	3.40%	3.68%	5.31%	5.31%	7.43%	8.00%	3.68%	2.25%	2.09%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	27919	253	547	550	148	1673	1179	287	1214	1338	1091	418	1368	288	292	469	228	298	231	269	413	313	327	1341	85	1325	742	498	1245	1324	1202	266	210	894	387	383	480	351	1016	360	314	413	454	513	361	280	79	202					
		55.25%	39.97%	42.17%	43.44%	42.77%	87.59%	80.70%	38.16%	79.92%	84.05%	82.15%	35.42%	84.65%	39.18%	41.77%	38.04%	38.71%	35.52%	34.22%	33.71%	34.39%	33.62%	37.85%	86.13%	36.32%	87.06%	80.92%	36.03%	84.81%	83.85%	93.61%	30.65%	37.91%	78.08%	30.91%	33.13%	35.04%	31.71%	86.39%	36.04%	38.53%	39.15%	35.97%	33.44%	28.61%	32.18%	35.59%	42.17%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	303	4	4	2	4	4	3	1	2	2	3	6	2	7	4	9	4	4	6	13	11	10	7	2	2	3	3	14	3	4	2	9	9	3	12	12	16	7	3	18	7	3	16	16	11	9	2	5					
		0.60%	0.63%	0.31%	0.16%	1.16%	0.21%	0.21%	0.13%	0.13%	0.13%	0.23%	0.51%	0.12%	0.95%	0.57%	0.73%	0.68%	0.48%	0.89%	1.63%	0.92%	1.07%	0.81%	0.13%	0.85%	0.20%	0.33%	1.01%	0.20%	0.25%	0.16%	1.04%	1.62%	0.26%	0.96%	1.04%	1.17%	0.63%	0.26%	1.80%	0.86%	0.28%	1.27%	1.04%	0.87%	1.03%	0.90%	1.04%					
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
