Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																				
Дата голосования: 02.12.2007																																																				
																																																				
"Наименование Избирательной комиссии:    Магнитогорск, Ленинская"																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357					
1	"Число избирателей, внесенных в списки избирателей"	86898	1444	2576	2530	662	2653	2041	1806	2209	2432	1954	2082	2341	1784	1294	2227	475	1589	1235	1592	2292	2447	2367	2455	966	2292	1391	2604	2021	2320	1881	1580	931	1709	2077	1960	2358	1969	1716	1915	2093	1949	2283	2503	2118	1775					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	70900	1000	1800	1900	500	2100	1500	1300	1900	2100	1700	1800	1900	1300	1000	1600	400	1300	1200	1400	1800	1700	1700	1900	1000	2000	1200	2100	1800	2000	1400	1400	750	1600	1700	1600	2000	1700	1500	1700	1750	1600	2000	2000	1700	1600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	59827	827	1650	1605	457	1780	1420	1106	1722	1743	1316	1468	1613	1083	850	1331	271	1133	771	1075	1429	1472	1447	1671	854	1647	961	1758	1572	1802	1343	1125	657	1288	1571	1451	1727	1450	1271	1341	1017	1327	1527	1796	1548	1554					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3788	67	44	150	29	113	23	31	48	74	108	132	124	39	30	193	42	24	62	51	168	126	40	130	6	49	81	81	64	87	38	41	45	77	48	76	79	24	71	68	693	67	117	69	59	0					
6	Число погашенных избирательных бюллетеней	7284	106	106	145	14	207	57	163	130	283	276	200	162	178	120	76	87	143	367	274	203	102	213	99	140	304	158	261	164	111	19	234	48	235	81	73	194	226	158	291	40	206	356	135	93	46					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3788	67	44	150	29	113	23	31	48	74	108	132	124	39	30	193	42	24	62	51	168	126	40	130	6	49	81	81	64	87	38	41	45	77	48	76	79	24	71	68	693	67	117	69	59	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	59743	826	1649	1604	457	1779	1420	1106	1674	1743	1316	1468	1613	1082	850	1330	270	1133	770	1074	1424	1472	1445	1671	848	1647	960	1758	1572	1802	1343	1124	657	1288	1567	1451	1724	1450	1266	1341	1017	1327	1527	1796	1548	1554					
9	Число недействительных избирательных бюллетеней	901	10	18	17	11	56	21	21	15	30	23	18	32	20	13	17	1	12	9	25	15	20	22	14	21	17	10	22	21	24	22	19	5	8	24	21	24	21	22	15	36	30	25	31	21	22					
10	Число действительных избирательных бюллетеней	62630	883	1675	1737	475	1836	1422	1116	1707	1787	1401	1582	1705	1101	867	1506	311	1145	823	1100	1577	1578	1463	1787	833	1679	1031	1817	1615	1865	1359	1146	697	1357	1591	1506	1779	1453	1315	1394	1674	1364	1619	1834	1586	1532					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1450	20	30	20	10	30	35	30	40	30	25	40	40	20	20	35	10	25	30	20	35	30	20	30	50	45	25	35	40	40	25	30	15	40	40	30	40	35	30	30	20	30	40	45	40	100					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1189	16	21	17	8	25	31	29	39	26	24	36	35	14	11	34	2	22	21	20	32	25	16	29	39	40	22	25	32	37	25	24	13	37	31	28	39	34	19	30	18	30	33	39	38	23					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1109	23	20	29	12	12	11	8	15	17	16	49	19	8	11	25	14	10	23	51	25	46	13	30	37	19	21	12	32	45	24	9	12	17	25	19	28	20	36	21	117	24	21	24	33	26					
14	Число погашенных неиспользованных открепительных удостоверений	261	4	9	3	2	5	4	1	1	4	1	4	5	6	9	1	8	3	9	0	3	5	4	1	11	5	3	10	8	3	0	6	2	3	9	2	1	1	11	0	2	0	7	6	2	77					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	85	5	3	0	1	0	3	3	0	3	2	1	0	1	1	2	2	2	0	1	3	3	7	3	1	0	2	0	4	2	0	0	1	0	3	0	2	3	3	0	1	9	1	4	3	0					
16	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																				
18	1.Политическая партия «Аграрная партия России»	885	13	29	18	4	13	28	8	26	27	20	19	27	9	15	21	4	24	7	9	32	22	19	25	10	26	15	27	26	26	21	19	13	22	23	10	26	24	16	26	31	20	22	22	20	21					
		1.39%	1.46%	1.71%	1.03%	0.82%	0.69%	1.94%	0.70%	1.51%	1.49%	1.40%	1.19%	1.55%	0.80%	1.70%	1.38%	1.28%	2.07%	0.84%	0.80%	2.01%	1.38%	1.28%	1.39%	1.17%	1.53%	1.44%	1.47%	1.59%	1.38%	1.52%	1.63%	1.85%	1.61%	1.42%	0.65%	1.44%	1.63%	1.20%	1.85%	1.81%	1.43%	1.34%	1.18%	1.24%	1.35%					
19	2.Всероссийская политическая партия «Гражданская Сила»	798	2	9	5	3	13	13	9	9	18	15	25	13	5	5	19	7	14	22	13	12	15	5	20	6	37	10	15	22	45	34	23	12	23	26	27	26	36	33	16	19	17	21	33	29	17					
		1.26%	0.22%	0.53%	0.29%	0.62%	0.69%	0.90%	0.79%	0.52%	0.99%	1.05%	1.56%	0.75%	0.45%	0.57%	1.25%	2.24%	1.21%	2.64%	1.16%	0.75%	0.94%	0.34%	1.11%	0.70%	2.18%	0.96%	0.82%	1.34%	2.38%	2.46%	1.97%	1.71%	1.68%	1.61%	1.77%	1.44%	2.44%	2.47%	1.14%	1.11%	1.22%	1.28%	1.77%	1.80%	1.09%					
20	3.Политическая партия «Демократическая партия России»	138	2	1	1	2	5	3	2	2	3	4	3	4	3	0	3	1	1	1	0	5	1	5	4	4	2	2	0	2	4	10	1	1	1	8	3	10	7	6	4	1	4	5	4	1	2					
		0.22%	0.22%	0.06%	0.06%	0.41%	0.26%	0.21%	0.18%	0.12%	0.17%	0.28%	0.19%	0.23%	0.27%	0.00%	0.20%	0.32%	0.09%	0.12%	0.00%	0.31%	0.06%	0.34%	0.22%	0.47%	0.12%	0.19%	0.00%	0.12%	0.21%	0.72%	0.09%	0.14%	0.07%	0.50%	0.20%	0.55%	0.47%	0.45%	0.28%	0.06%	0.29%	0.30%	0.21%	0.06%	0.13%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	4529	36	90	90	25	93	93	76	170	196	136	96	173	45	94	107	26	84	43	86	137	96	58	148	50	141	82	131	100	142	97	86	59	112	118	91	116	115	84	85	94	87	156	187	128	70					
		7.13%	4.03%	5.32%	5.13%	5.14%	4.92%	6.44%	6.68%	9.87%	10.79%	9.55%	6.00%	9.96%	4.01%	10.68%	7.03%	8.33%	7.26%	5.17%	7.64%	8.61%	6.01%	3.91%	8.22%	5.85%	8.31%	7.88%	7.12%	6.11%	7.52%	7.02%	7.38%	8.40%	8.21%	7.31%	5.96%	6.43%	7.80%	6.28%	6.03%	5.50%	6.24%	9.49%	10.03%	7.97%	4.50%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	498	7	3	6	1	2	8	4	8	12	14	9	11	1	0	7	5	5	17	8	12	11	6	12	3	10	5	16	19	15	8	12	13	25	14	22	17	17	12	12	11	9	14	29	23	23					
