Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																						
Дата голосования: 02.12.2007																																						
																																						
Наименование Избирательной комиссии:    Чесменская																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №1786	УИК №1787	УИК №1788	УИК №1789	УИК №1790	УИК №1791	УИК №1792	УИК №1793	УИК №1794	УИК №1795	УИК №1796	УИК №1797	УИК №1798	УИК №1799	УИК №1800	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816					
1	"Число избирателей, внесенных в списки избирателей"	15184	383	265	138	955	2096	2597	382	511	86	847	146	138	206	470	384	135	163	373	104	75	71	1237	152	176	702	209	456	390	245	611	481					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	14830	350	250	150	1000	2000	2500	350	500	90	850	150	140	200	450	400	130	170	370	110	90	80	1200	150	170	700	200	450	350	230	600	450					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	11027	286	204	104	796	1305	1615	279	443	77	597	116	117	157	378	326	97	138	301	84	68	59	949	134	150	460	180	285	283	195	452	392					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	808	4	11	8	66	86	121	31	21	3	41	8	0	12	25	15	14	6	19	0	0	5	93	11	0	41	9	35	29	26	48	20					
6	Число погашенных избирательных бюллетеней	2992	60	35	38	138	609	764	40	36	10	212	26	23	31	47	59	19	26	50	26	22	16	155	5	20	199	11	130	38	9	100	38					
7	Число избирательных бюллетеней в переносных ящиках для голосования	808	4	11	8	66	86	121	31	21	3	41	8	0	12	25	15	14	6	19	0	0	5	93	11	0	41	9	35	29	26	48	20					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11026	286	204	104	796	1305	1615	279	443	77	597	116	117	157	377	326	97	138	301	84	68	59	949	134	150	460	180	285	283	195	452	392					
9	Число недействительных избирательных бюллетеней	101	3	3	0	0	12	14	4	5	2	7	0	1	2	2	4	0	1	3	0	0	1	15	1	0	4	2	2	0	3	6	4					
10	Число действительных избирательных бюллетеней	11733	287	212	112	862	1379	1722	306	459	78	631	124	116	167	400	337	111	143	317	84	68	63	1027	144	150	497	187	318	312	218	494	408					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	339	4	4	3	33	39	49	5	23	0	22	0	0	4	18	16	3	3	14	3	4	8	18	3	3	20	10	8	4	4	6	8					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	319	3	4	1	33	37	46	5	23	0	22	0	0	0	18	16	0	3	14	3	4	8	17	3	0	20	10	8	4	3	6	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	121	2	1	1	0	9	12	4	3	1	7	3	2	1	4	1	3	2	7	0	1	4	16	1	3	7	2	4	4	3	4	9					
14	Число погашенных неиспользованных открепительных удостоверений	20	1	0	2	0	2	3	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0	1	0	3	0	0	0	0	1	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	0	0	0	2	1	6	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
18	1.Политическая партия «Аграрная партия России»	494	5	3	1	69	43	53	20	26	1	17	0	1	6	25	21	3	1	13	5	0	1	64	6	7	25	12	17	14	7	22	6					
		4.17%	1.72%	1.40%	0.89%	8.00%	3.09%	3.05%	6.45%	5.60%	1.25%	2.66%	0.00%	0.85%	3.55%	6.22%	6.16%	2.70%	0.69%	4.06%	5.95%	0.00%	1.56%	6.14%	4.14%	4.67%	4.99%	6.35%	5.31%	4.49%	3.17%	4.40%	1.46%					
19	2.Всероссийская политическая партия «Гражданская Сила»	19	0	1	0	2	3	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	1	0	0	0	1	1					
		0.16%	0.00%	0.47%	0.00%	0.23%	0.22%	0.17%	0.32%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.40%	0.53%	0.00%	0.00%	0.00%	0.20%	0.24%					
20	3.Политическая партия «Демократическая партия России»	5	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
		0.04%	0.00%	0.93%	0.89%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	804	16	13	5	40	104	132	21	27	6	76	3	8	19	33	26	4	5	9	5	5	0	81	5	13	31	15	12	24	10	22	34					
		6.79%	5.52%	6.05%	4.46%	4.64%	7.48%	7.60%	6.77%	5.82%	7.50%	11.91%	2.42%	6.84%	11.24%	8.21%	7.62%	3.60%	3.47%	2.81%	5.95%	7.35%	0.00%	7.77%	3.45%	8.67%	6.19%	7.94%	3.75%	7.69%	4.52%	4.40%	8.25%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	42	0	1	0	1	11	6	1	0	0	2	2	4	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	10	0					
		0.35%	0.00%	0.47%	0.00%	0.12%	0.79%	0.35%	0.32%	0.00%	0.00%	0.31%	1.61%	3.42%	0.59%	0.00%	0.00%	0.00%	0.69%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	2.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	12	0	0	1	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	2	1					
		0.10%	0.00%	0.00%	0.89%	0.00%	0.14%	0.06%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.40%	0.24%					
24	7.Политическая партия «Либерально-демократическая партия России»	879	3	15	10	40	136	131	12	24	3	73	3	12	11	18	28	16	9	36	3	7	5	82	6	17	27	20	30	18	13	33	38					
