Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																					
Дата голосования: 02.12.2007																																					
																																					
Наименование Избирательной комиссии:    Первомайская																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510					
1	"Число избирателей, внесенных в списки избирателей"	23475	2470	2912	2461	3009	1237	713	344	381	375	566	397	280	301	82	208	530	1205	1408	115	155	515	537	557	171	310	422	394	275	1043	102					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	22350	2400	2800	2400	2900	1200	650	300	350	350	550	380	260	280	70	190	500	1100	1300	110	140	500	500	500	150	280	400	380	260	950	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	11613	1230	1363	1373	1444	614	300	81	197	179	317	223	170	134	39	114	216	660	654	51	90	220	255	270	117	159	210	191	149	513	80					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1987	99	89	62	101	103	172	133	35	45	73	58	49	62	27	21	95	77	81	18	17	73	65	23	21	67	103	60	26	119	13					
6	Число погашенных избирательных бюллетеней	8750	1071	1348	965	1355	483	178	86	118	126	160	99	41	84	4	55	189	363	565	41	33	207	180	207	12	54	87	129	85	318	107					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1987	99	89	62	101	103	172	133	35	45	73	58	49	62	27	21	95	77	81	18	17	73	65	23	21	67	103	60	26	119	13					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11612	1229	1363	1373	1444	614	300	81	197	179	317	223	170	134	39	114	216	660	654	51	90	220	255	270	117	159	210	191	149	513	80					
9	Число недействительных избирательных бюллетеней	102	9	13	11	6	3	2	2	3	1	6	1	1	2	0	4	0	10	4	1	1	6	5	1	0	2	0	4	1	2	1					
10	Число действительных избирательных бюллетеней	13497	1319	1439	1424	1539	714	470	212	229	223	384	280	218	194	66	131	311	727	731	68	106	287	315	292	138	224	313	247	174	630	92					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	273	57	17	31	40	7	5	3	3	3	4	3	3	4	3	4	6	23	8	4	4	4	4	9	3	3	5	4	2	7	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	188	55	16	28	30	6	2	2	3	1	0	0	0	2	0	0	0	20	4	1	0	3	4	3	1	0	1	2	0	4	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	134	13	11	9	7	4	5	1	3	2	0	2	1	1	2	2	5	1	5	1	0	3	3	0	2	6	3	3	2	28	9					
14	Число погашенных неиспользованных открепительных удостоверений	85	2	1	3	10	1	3	1	0	2	4	3	3	2	3	4	6	3	4	3	4	1	0	6	2	3	4	2	2	3	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	32	4	2	3	3	1	1	1	2	1	0	0	1	2	0	0	0	1	0	0	0	1	2	1	0	1	3	0	1	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
18	1.Политическая партия «Аграрная партия России»	306	31	35	20	27	5	14	3	11	4	17	15	6	5	4	4	8	9	19	1	0	2	9	9	4	9	8	8	4	15	0					
		2.25%	2.33%	2.41%	1.39%	1.75%	0.70%	2.97%	1.40%	4.74%	1.79%	4.36%	5.34%	2.74%	2.55%	6.06%	2.96%	2.57%	1.22%	2.59%	1.45%	0.00%	0.68%	2.81%	3.07%	2.90%	3.98%	2.56%	3.19%	2.29%	2.37%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	39	11	3	6	8	1	0	0	0	1	0	2	1	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	1	0					
