Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																	
Дата голосования: 04.12.2011																																	
																																	
Наименование Избирательной комиссии:    Первомайская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465					
1	"Число избирателей, внесенных в список избирателей"	23284	2736	2574	2810	2515	1266	731	389	759	550	591	291	345	187	502	1184	1495	109	155	510	541	562	166	665	370	270	1011					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	23700	2800	2600	2800	2600	1300	730	400	770	570	600	300	350	200	500	1200	1500	120	160	510	550	570	170	670	380	300	1050					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	12725	1178	1038	1174	1188	922	385	80	428	267	341	146	176	105	291	1070	1175	80	71	247	427	447	118	370	241	194	566					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2642	124	87	80	242	127	173	246	146	79	77	76	115	26	81	78	231	20	44	79	72	65	18	171	60	30	95					
6	Число погашенных избирательных бюллетеней	8333	1498	1475	1546	1170	251	172	74	196	224	182	78	59	69	128	52	94	20	45	184	51	58	34	129	79	76	389					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2642	124	87	80	242	127	173	246	146	79	77	76	115	26	81	78	231	20	44	79	72	65	18	171	60	30	95					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12721	1178	1038	1174	1188	919	385	80	428	267	341	146	176	105	291	1070	1175	80	71	247	426	447	118	370	241	194	566					
9	Число недействительных избирательных бюллетеней	162	24	18	26	12	4	5	2	0	3	2	0	11	3	28	1	2	0	2	2	0	7	1	1	1	2	5					
10	Число действительных избирательных бюллетеней	15201	1278	1107	1228	1418	1042	553	324	574	343	416	222	280	128	344	1147	1404	100	113	324	498	505	135	540	300	222	656					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	250	25	29	35	35	8	5	5	5	5	5	5	10	5	5	10	9	5	3	5	5	6	5	5	5	3	7					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	186	18	29	31	34	8	1	1	2	3	2	0	10	4	0	10	9	1	3	2	1	6	2	3	2	1	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	127	20	8	17	13	3	3	2	2	2	4	3	5	2	7	2	6	1	0	13	1	0	3	5	2	2	1					
14	Число погашенных неиспользованных открепительных удостоверений	64	7	0	4	1	0	4	4	3	2	3	5	0	1	5	0	0	4	0	3	4	0	3	2	3	2	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
