Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																				
Дата голосования: 02.12.2007																																				
																																				
Наименование Избирательной комиссии:    Новоселовская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №1749	УИК №1750	УИК №1751	УИК №1752	УИК №1753	УИК №1754	УИК №1755	УИК №1756	УИК №1757	УИК №1758	УИК №1759	УИК №1760	УИК №1761	УИК №1762	УИК №1763	УИК №1764	УИК №1765	УИК №1766	УИК №1767	УИК №1768	УИК №1769	УИК №1770	УИК №1771	УИК №1772	УИК №1773	УИК №1774	УИК №1775	УИК №1776	УИК №1777					
1	"Число избирателей, внесенных в списки избирателей"	11169	1564	1566	1677	743	128	78	94	84	40	573	171	57	55	229	137	124	211	131	61	584	364	141	685	283	378	102	442	158	309					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11131	1500	1500	1600	780	153	82	100	90	46	590	166	57	57	220	142	126	218	132	99	600	360	142	670	277	380	102	460	152	330					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6734	892	862	944	454	86	61	79	77	38	356	110	50	38	160	97	63	141	92	39	338	233	89	390	195	227	66	277	98	182					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	460	39	109	47	34	7	0	7	0	0	21	12	0	0	10	7	7	11	8	3	35	17	5	34	0	13	9	9	6	10					
6	Число погашенных избирательных бюллетеней	3937	569	529	609	292	60	21	14	13	8	213	44	7	19	50	38	56	66	32	57	227	110	48	246	82	140	27	174	48	138					
7	Число избирательных бюллетеней в переносных ящиках для голосования	460	39	109	47	34	7	0	7	0	0	21	12	0	0	10	7	7	11	8	3	35	17	5	34	0	13	9	9	6	10					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6734	892	862	944	454	86	61	79	77	38	356	110	50	38	160	97	63	141	92	39	338	233	89	390	195	227	66	277	98	182					
9	Число недействительных избирательных бюллетеней	67	8	10	10	8	0	0	2	0	0	3	1	0	0	3	0	2	1	0	0	1	2	0	0	8	1	0	4	1	2					
10	Число действительных избирательных бюллетеней	7127	923	961	981	480	93	61	84	77	38	374	121	50	38	167	104	68	151	100	42	372	248	94	424	187	239	75	282	103	190					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	190	20	25	20	10	4	3	3	3	3	10	4	3	3	5	3	3	10	4	3	7	5	3	7	5	5	3	7	4	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	81	10	24	10	4	3	0	0	0	3	8	0	1	0	0	0	0	8	0	0	2	3	0	0	0	4	0	1	0	0					
