Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Родинская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	16772	461	359	182	676	1390	319	744	153	706	283	106	1849	1703	1917	1656	799	1176	461	316	292	571	653									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	17100	500	350	200	700	1450	300	750	150	750	300	100	1900	1700	1950	1700	800	1150	500	300	300	600	650									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	7256	206	196	87	369	604	141	357	65	296	124	45	670	761	747	762	282	486	223	126	157	261	291									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	882	22	12	4	98	30	20	34	13	28	5	7	122	93	44	70	78	64	39	10	17	37	35									
6	Число погашенных избирательных бюллетеней	8962	272	142	109	233	816	139	359	72	426	171	48	1108	846	1159	868	440	600	238	164	126	302	324									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	882	22	12	4	98	30	20	34	13	28	5	7	122	93	44	70	78	64	39	10	17	37	35									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	7256	206	196	87	369	604	141	357	65	296	124	45	670	761	747	762	282	486	223	126	157	261	291									
9	Число недействительных избирательных бюллетеней	231	6	13	9	10	28	0	10	2	2	0	0	34	21	14	19	16	12	11	6	1	10	7									
10	Число действительных избирательных бюллетеней	7907	222	195	82	457	606	161	381	76	322	129	52	758	833	777	813	344	538	251	130	173	288	319									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	136	1	2	2	6	8	2	2	2	2	2	2	15	25	22	25	2	4	2	2	2	2	4									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	74	0	1	1	6	7	1	1	0	1	0	0	13	13	6	18	1	3	0	0	1	0	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	64	2	3	2	4	4	4	2	1	1	2	2	3	7	6	2	2	3	2	4	1	3	4									
14	Число погашенных неиспользованных открепительных удостоверений	62	1	1	1	0	1	1	1	2	1	2	2	2	12	16	7	1	1	2	2	1	2	3									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	0	0	0	0	0	0	0	0	0	0	0	1	6	3	4	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	36	0	0	1	3	1	1	2	0	3	1	0	7	4	4	5	2	0	0	1	0	0	1									
		0.44%	0.00%	0.00%	1.10%	0.64%	0.16%	0.62%	0.51%	0.00%	0.93%	0.78%	0.00%	0.88%	0.47%	0.51%	0.60%	0.56%	0.00%	0.00%	0.74%	0.00%	0.00%	0.31%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	297	3	12	4	15	25	8	19	4	12	6	0	24	22	21	18	23	23	14	5	7	15	17									
