Выборы Президента Российской Федерации																																																												
Дата голосования: 02.03.2008																																																												
																																																												
"Наименование Избирательной комиссии:    Набережные Челны, Автозаводская"																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
	Число участковых избирательных комиссий	53																																																										
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	53																																																										
																																																												
		Сумма	УИК №2151	УИК №2152	УИК №2153	УИК №2154	УИК №2155	УИК №2156	УИК №2157	УИК №2158	УИК №2159	УИК №2160	УИК №2161	УИК №2162	УИК №2163	УИК №2164	УИК №2165	УИК №2166	УИК №2167	УИК №2168	УИК №2169	УИК №2170	УИК №2171	УИК №2172	УИК №2173	УИК №2174	УИК №2175	УИК №2176	УИК №2177	УИК №2178	УИК №2179	УИК №2180	УИК №2181	УИК №2182	УИК №2183	УИК №2184	УИК №2185	УИК №2186	УИК №2187	УИК №2188	УИК №2189	УИК №2190	УИК №2191	УИК №2192	УИК №2193	УИК №2194	УИК №2195	УИК №2196	УИК №2197	УИК №2198	УИК №2199	УИК №2200	УИК №2201	УИК №2202	УИК №2203					
1	"Число избирателей, включенных в списки избирателей"	127510	2233	2787	2816	2128	1933	2946	2907	2857	2810	2446	2577	2583	2523	2668	2716	2664	2282	2511	2494	2222	2103	2365	2896	2577	2848	2914	2289	2509	2509	1072	2091	2163	1114	2812	2569	2601	1880	2424	2950	1779	1728	2886	2531	1616	2258	2208	2542	2184	2241	2450	2152	2341	2805					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	114000	1950	2400	2450	1800	1700	2500	2500	2500	2450	2200	2200	2200	2200	2300	2500	2350	2250	2500	2350	2100	2000	2100	2550	2550	2600	2550	2000	2500	2500	900	1950	1850	950	2400	2350	2300	1750	2050	2500	1600	1500	2450	2150	1400	1950	1900	2400	2100	2150	2100	2050	2050	2450					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	89984	1451	1771	1890	1362	1385	1985	1827	1971	1976	1932	1562	1857	1623	1757	1835	1978	2075	2052	1933	1592	1554	1710	2148	1997	2020	1872	1450	1869	2022	817	1619	1593	715	1764	1802	1726	1280	1839	2200	1305	1300	1834	1432	1149	1626	1581	1856	1587	1651	1818	1538	1610	1886					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	1967	37	26	23	28	34	55	46	50	54	34	45	42	48	45	37	68	83	33	50	25	24	18	16	29	28	34	39	36	51	9	30	27	13	64	38	133	44	29	36	29	15	37	19	20	17	16	58	24	41	34	25	29	42					
6	Число погашенных избирательных бюллетеней	22049	462	603	537	410	281	460	627	479	420	234	593	301	529	498	628	304	92	415	367	483	422	372	386	524	552	644	511	595	427	74	301	230	222	572	510	441	426	182	264	266	185	579	699	231	307	303	486	489	458	248	487	411	522					
