Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																														
Дата голосования: 02.12.2007																														
																														
Наименование Избирательной комиссии:    ТИК Сивинского МР																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №3501	УИК №3502	УИК №3503	УИК №3504	УИК №3505	УИК №3506	УИК №3507	УИК №3508	УИК №3509	УИК №3510	УИК №3511	УИК №3512	УИК №3513	УИК №3514	УИК №3515	УИК №3516	УИК №3517	УИК №3518	УИК №3519	УИК №3520	УИК №3521	УИК №3522	УИК №3523					
1	"Число избирателей, внесенных в списки избирателей"	12535	111	571	1096	233	349	325	678	84	215	372	232	242	236	1241	431	185	74	531	263	618	2401	1462	585					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	12549	112	577	1098	221	356	337	683	87	215	382	231	249	237	1265	435	193	76	536	265	577	2402	1438	577					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6237	67	276	557	139	209	150	369	56	87	173	126	115	109	617	181	80	42	270	154	324	1110	703	323					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	779	13	10	71	5	24	15	66	6	13	29	20	34	11	64	36	18	6	30	7	32	101	82	86					
6	Число погашенных избирательных бюллетеней	5533	32	291	470	77	123	172	248	25	115	180	85	100	117	584	218	95	28	236	104	221	1191	653	168					
7	Число избирательных бюллетеней в переносных ящиках для голосования	779	13	10	71	5	24	15	66	6	13	29	20	34	11	64	36	18	6	30	7	32	101	82	86					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6237	67	276	557	139	209	150	369	56	87	173	126	115	109	617	181	80	42	270	154	324	1110	703	323					
9	Число недействительных избирательных бюллетеней	57	4	3	9	2	4	2	4	2	2	1	3	0	0	2	0	0	0	5	0	0	8	4	2					
10	Число действительных избирательных бюллетеней	6959	76	283	619	142	229	163	431	60	98	201	143	149	120	679	217	98	48	295	161	356	1203	781	407					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	290	7	13	25	5	8	8	16	2	5	11	7	9	5	29	10	4	2	15	6	13	44	33	13					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	199	7	3	18	0	8	8	13	2	2	11	7	8	3	23	9	3	2	15	4	5	28	16	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	150	5	0	12	2	5	2	2	3	1	4	0	2	1	11	4	3	3	4	0	34	15	34	3					
14	Число погашенных неиспользованных открепительных удостоверений	91	0	10	7	5	0	0	3	0	3	0	0	1	2	6	1	1	0	0	2	8	16	17	9					
