Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																							
Дата голосования: 02.12.2007																																							
																																							
Наименование Избирательной комиссии:    Покровская																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645					
1	"Число избирателей, внесенных в списки избирателей"	12719	2157	1013	337	140	145	432	331	385	352	526	398	166	421	394	283	376	296	79	183	354	1104	392	310	284	321	243	262	234	267	152	212	170					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	12473	2120	992	316	126	128	400	316	380	340	522	400	170	430	430	280	370	275	76	170	350	1080	386	300	280	320	240	260	230	260	146	210	170					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8022	1596	717	164	78	78	257	217	280	227	290	227	106	240	272	190	177	220	43	114	267	600	336	166	150	175	151	134	152	148	90	99	61					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3135	106	98	111	36	43	134	95	79	87	203	105	44	159	101	76	143	55	33	53	37	356	36	134	125	114	71	120	48	89	54	94	96					
6	Число погашенных избирательных бюллетеней	1314	418	176	41	12	7	9	4	21	26	29	68	20	31	57	14	50	0	0	3	46	123	14	0	5	31	18	6	30	23	2	17	13					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3135	106	98	111	36	43	134	95	79	87	203	105	44	159	101	76	143	55	33	53	37	356	36	134	125	114	71	120	48	89	54	94	96					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8022	1596	717	164	78	78	257	217	280	227	290	227	106	240	272	190	177	220	43	114	267	600	336	166	150	175	151	134	152	148	90	99	61					
9	Число недействительных избирательных бюллетеней	121	16	6	16	0	3	13	22	3	0	1	0	0	1	0	0	1	9	0	1	2	4	3	0	1	1	3	0	2	0	12	0	1					
10	Число действительных избирательных бюллетеней	11036	1686	809	259	114	118	378	290	356	314	492	332	150	398	373	266	319	266	76	166	302	952	369	300	274	288	219	254	198	237	132	193	156					
