Выборы Президента Российской Федерации																																		
																																		
Наименование Избирательной комиссии:    Буденновская																																		
																																		
Итоги голосования 																																		
																																		
		Сумма	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283					
1	"Число избирателей, внесенных в список"	36733	2374	740	825	1287	1195	1547	323	2205	1454	1872	2500	1874	918	1809	2220	1980	2062	421	1367	362	2590	1150	188	1023	904	1154	389					
2	Число полученных избирательных бюллетеней	38260	2600	850	950	1350	1252	1500	292	2198	1397	1900	2700	2100	900	1850	2298	2000	2000	403	1490	380	2800	1250	200	1100	900	1200	400					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	20216	1344	382	617	782	680	850	180	1223	830	990	1162	955	448	874	1125	1010	1065	254	747	211	1480	702	146	630	603	637	289					
5	"Число избирательных бюллетеней, выданных вне помещения"	1995	122	41	72	79	28	185	24	125	73	25	129	91	98	76	102	51	37	12	61	33	58	54	10	151	71	142	45					
6	Число погашенных избирательных бюллетеней	16049	1134	427	261	489	544	465	88	850	494	885	1409	1054	354	900	1071	939	898	137	682	136	1262	494	44	319	226	421	66					
7	Число избирательных бюллетеней в переносных ящиках	1995	122	41	72	79	28	185	24	125	73	25	129	91	98	76	102	51	37	12	61	33	58	54	10	151	71	142	45					
8	Число бюллетеней в стационарных ящиках для голосования	20215	1344	382	617	782	680	850	180	1223	830	990	1162	955	448	874	1124	1010	1065	254	747	211	1480	702	146	630	603	637	289					
9	Число недействительных избирательных бюллетеней	223	17	0	7	8	7	2	1	16	5	10	9	29	1	11	9	15	12	3	11	4	14	7	1	7	8	3	6					
10	Число действительных избирательных бюллетеней	21987	1449	423	682	853	701	1033	203	1332	898	1005	1282	1017	545	939	1217	1046	1090	263	797	240	1524	749	155	774	666	776	328					
11	Число полученных открепительных  удостоверений	290	10	5	10	10	10	50	5	10	5	10	10	10	5	10	10	10	20	5	10	5	12	15	5	10	13	10	5					
