Выборы Президента Российской Федерации																																																							
Дата голосования: 04.03.2012																																																							
																																																							
Наименование Избирательной комиссии:    Заинская																																																							
																																																							
Сводная таблица итогов голосования																																																							
																																																							
	Число участковых избирательных комиссий	44																																																					
	Число участковых избирательных комиссий, приступивших к передаче сведений	44																																																					
																																																							
		Сумма	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1478	УИК №1479	УИК №1480	УИК №1481	УИК №1482	УИК №1483	УИК №1484	УИК №1485	УИК №1486	УИК №1487	УИК №1488	УИК №1489	УИК №1490	УИК №1491	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1496	УИК №1497	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510									
1	Число избирателей, включенных в список избирателей	11608	820	195	138	406	161	125	303	300	113	149	112	125	599	339	243	306	609	288	230	106	344	110	269	164	73	266	171	108	132	335	206	291	265	352	319	260	751	215	65	243	103	295	441	163									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	11640	818	199	138	408	161	127	303	299	114	151	114	127	598	343	245	308	611	287	233	96	343	113	271	167	75	265	170	111	132	332	206	291	264	353	326	262	749	214	64	245	103	294	445	165									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	11176	787	163	137	392	149	125	287	297	112	147	112	125	588	329	233	294	582	252	230	96	328	109	269	159	69	261	167	102	129	329	206	286	260	338	302	233	725	214	64	237	101	288	408	155									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	271	10	26	0	7	10	0	16	0	0	0	0	0	0	7	6	6	18	31	0	0	10	0	0	4	4	4	3	6	3	0	0	0	0	7	14	23	13	0	0	4	2	2	30	5									
6	Число погашенных избирательных бюллетеней	193	21	10	1	9	2	2	0	2	2	4	2	2	10	7	6	8	11	4	3	0	5	4	2	4	2	0	0	3	0	3	0	5	4	8	10	6	11	0	0	4	0	4	7	5									
7	Число избирательных бюллетеней в переносных ящиках для голосования	271	10	26	0	7	10	0	16	0	0	0	0	0	0	7	6	6	18	31	0	0	10	0	0	4	4	4	3	6	3	0	0	0	0	7	14	23	13	0	0	4	2	2	30	5									
8	Число бюллетеней в стационарных ящиках для голосования	11176	787	163	137	392	149	125	287	297	112	147	112	125	588	329	233	294	582	252	230	96	328	109	269	159	69	261	167	102	129	329	206	286	260	338	302	233	725	214	64	237	101	288	408	155									
9	Число недействительных избирательных бюллетеней	8	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
10	Число действительных избирательных бюллетеней	11439	797	184	137	399	159	125	302	297	112	147	112	125	588	336	239	300	600	283	230	96	338	109	269	163	72	265	169	108	132	329	206	286	260	345	316	256	738	214	64	241	103	290	438	160									
11	Число полученных открепительных  удостоверений	109	3	3	2	4	2	2	2	2	2	2	2	2	3	4	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	3	6	4	3	3	2	2	2	4	3	2									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	41	1	3	0	1	1	0	1	0	0	0	0	0	1	2	0	0	2	2	0	0	0	1	0	1	0	0	0	1	0	3	0	2	0	1	6	3	3	0	0	0	0	4	2	0									
