Выборы Президента Российской Федерации																																					
																																					
Наименование Избирательной комиссии:    Киржачская																																					
																																					
Итоги голосования 																																					
																																					
		Сумма	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99					
1	"Число избирателей, внесенных в список"	36068	570	689	1407	972	1962	1570	1594	1330	1104	2881	2764	2595	2563	2752	1241	355	949	451	410	516	564	575	571	764	818	415	794	1621	1050	221					
2	Число полученных избирательных бюллетеней	36100	560	720	1360	920	1970	1630	1580	1310	1070	2910	2810	2600	2540	2750	1210	360	970	470	410	520	570	570	550	770	820	430	800	1640	1050	230					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	17282	278	371	691	470	1006	835	794	630	507	1365	1243	1165	1180	1471	637	147	399	209	165	153	297	146	235	310	383	261	352	738	693	151					
5	"Число избирательных бюллетеней, выданных вне помещения"	2191	21	22	85	99	47	55	60	73	71	83	52	21	15	23	36	71	122	42	149	170	97	165	93	179	158	56	76	50	0	0					
6	Число погашенных избирательных бюллетеней	16627	261	327	584	351	917	740	726	607	492	1462	1515	1414	1345	1256	537	142	449	219	96	197	176	259	222	281	279	113	372	852	357	79					
7	Число избирательных бюллетеней в переносных ящиках	2191	21	22	85	99	47	55	60	73	71	83	52	21	15	23	36	71	122	42	149	170	97	165	93	179	158	56	76	50	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	17266	278	371	690	470	1006	835	794	630	507	1365	1231	1165	1180	1468	637	147	399	209	165	153	297	146	235	310	383	261	352	738	693	151					
9	Число недействительных избирательных бюллетеней	237	2	0	8	4	13	17	20	15	9	18	16	16	15	15	10	2	11	2	2	3	0	1	1	5	0	4	7	8	9	4					
10	Число действительных избирательных бюллетеней	19220	297	393	767	565	1040	873	834	688	569	1430	1267	1170	1180	1476	663	216	510	249	312	320	394	310	327	484	541	313	421	780	684	147					
11	Число полученных открепительных  удостоверений	500	10	10	20	10	20	20	20	20	20	30	30	30	30	30	15	10	15	10	10	10	10	10	10	10	15	10	15	20	20	10					
12	Число выданных открепительных удостоверений	153	1	1	5	1	13	7	5	3	2	18	14	2	6	6	1	8	6	3	1	4	5	7	1	4	0	4	2	7	15	1					
