Выборы Президента Российской Федерации																																								
																																								
Наименование Избирательной комиссии:    Ржаксинская																																								
																																								
Итоги голосования 																																								
																																								
		Сумма	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441					
1	"Число избирателей, внесенных в список"	15875	1727	1180	1421	266	264	506	519	300	254	216	186	203	484	193	417	462	451	186	652	289	663	590	307	127	259	597	195	326	795	240	963	480	157					
2	Число полученных избирательных бюллетеней	15260	1600	1100	1300	270	260	500	530	300	250	210	180	200	450	200	410	450	440	180	650	290	630	550	300	120	250	600	190	300	750	240	950	450	160					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	8094	824	641	550	136	117	244	312	163	116	134	131	126	305	146	145	215	160	117	350	128	302	382	167	54	118	302	104	157	383	101	574	269	121					
5	"Число избирательных бюллетеней, выданных вне помещения"	4515	161	184	292	120	133	215	144	93	118	70	37	55	105	36	225	190	231	53	233	122	289	156	114	56	99	255	83	106	262	100	112	46	20					
6	Число погашенных избирательных бюллетеней	2651	615	275	458	14	10	41	74	44	16	6	12	19	40	18	40	45	49	10	67	40	39	12	19	10	33	43	3	37	105	39	264	135	19					
7	Число избирательных бюллетеней в переносных ящиках	4515	161	184	292	120	133	215	144	93	118	70	37	55	105	36	225	190	231	53	233	122	289	156	114	56	99	255	83	106	262	100	112	46	20					
8	Число бюллетеней в стационарных ящиках для голосования	8090	821	641	550	136	117	244	312	163	116	134	131	126	305	146	145	215	160	117	349	128	302	382	167	54	118	302	104	157	383	101	574	269	121					
9	Число недействительных избирательных бюллетеней	121	10	6	8	1	0	6	0	2	0	0	1	3	2	3	2	4	0	0	6	3	4	45	1	0	1	1	0	0	1	1	9	1	0					
10	Число действительных избирательных бюллетеней	12484	972	819	834	255	250	453	456	254	234	204	167	178	408	179	368	401	391	170	576	247	587	493	280	110	216	556	187	263	644	200	677	314	141					
