Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																												
Дата голосования: 04.12.2011																																												
																																												
Наименование Избирательной комиссии:    Уренская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №2331	УИК №2332	УИК №2333	УИК №2334	УИК №2335	УИК №2336	УИК №2337	УИК №2338	УИК №2339	УИК №2340	УИК №2341	УИК №2342	УИК №2343	УИК №2344	УИК №2345	УИК №2346	УИК №2347	УИК №2348	УИК №2349	УИК №2350	УИК №2351	УИК №2352	УИК №2354	УИК №2355	УИК №2356	УИК №2357	УИК №2358	УИК №2359	УИК №2360	УИК №2361	УИК №2362	УИК №2363	УИК №2364	УИК №2365	УИК №2366	УИК №2367	УИК №2368					
1	"Число избирателей, внесенных в список избирателей"	22935	733	721	1276	1067	1046	887	1683	1001	1118	566	913	1259	1095	504	539	453	106	185	544	367	317	67	443	377	534	347	251	198	316	405	467	89	238	598	276	1031	918					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	22500	700	700	1100	1000	1000	850	1600	950	1100	500	950	1100	1100	500	600	500	100	190	550	400	350	80	500	400	500	400	300	200	300	400	500	90	230	600	250	1000	910					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	12737	343	326	573	623	556	521	855	525	589	265	439	681	598	196	188	313	81	144	424	231	202	33	320	233	369	190	124	108	170	220	321	47	204	489	179	636	421					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1820	20	13	166	39	15	23	30	9	15	38	58	87	62	91	194	44	11	22	68	46	66	25	30	49	69	61	56	33	40	96	41	16	1	39	44	38	65					
6	Число погашенных избирательных бюллетеней	7943	337	361	361	338	429	306	715	416	496	197	453	332	440	213	218	143	8	24	58	123	82	22	150	118	62	149	120	59	90	84	138	27	25	72	27	326	424					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1820	20	13	166	39	15	23	30	9	15	38	58	87	62	91	194	44	11	22	68	46	66	25	30	49	69	61	56	33	40	96	41	16	1	39	44	38	65					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12737	343	326	573	623	556	521	855	525	589	265	439	681	598	196	188	313	81	144	424	231	202	33	320	233	369	190	124	108	170	220	321	47	204	489	179	636	421					
9	Число недействительных избирательных бюллетеней	100	7	2	3	0	1	4	14	3	7	2	3	1	3	1	0	5	0	1	2	3	0	0	4	3	11	2	0	0	0	0	9	0	1	6	0	0	2					
10	Число действительных избирательных бюллетеней	14457	356	337	736	662	570	540	871	531	597	301	494	767	657	286	382	352	92	165	490	274	268	58	346	279	427	249	180	141	210	316	353	63	204	522	223	674	484					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	478	10	10	15	10	13	10	15	10	20	10	15	15	30	15	10	10	5	10	10	10	21	5	15	15	15	10	10	5	15	10	10	5	5	20	14	25	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	335	3	8	11	7	13	2	12	5	18	2	8	12	24	2	5	4	0	1	5	0	21	0	15	7	15	10	10	2	15	10	3	5	0	20	10	25	25					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	171	3	1	8	7	3	6	11	14	5	4	3	7	2	4	2	1	1	2	1	4	0	1	4	3	6	2	1	2	5	1	7	0	38	5	3	1	3					
14	Число погашенных неиспользованных открепительных удостоверений	143	7	2	4	3	0	8	3	5	2	8	7	3	6	13	5	6	5	9	5	10	0	5	0	8	0	0	0	3	0	0	7	0	5	0	4	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
