Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																													
Дата голосования: 02.12.2007																																													
																																													
Наименование Избирательной комиссии:    Уренская																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №2331	УИК №2332	УИК №2333	УИК №2334	УИК №2335	УИК №2336	УИК №2337	УИК №2338	УИК №2339	УИК №2340	УИК №2341	УИК №2342	УИК №2343	УИК №2344	УИК №2345	УИК №2346	УИК №2347	УИК №2348	УИК №2349	УИК №2350	УИК №2351	УИК №2352	УИК №2353	УИК №2354	УИК №2355	УИК №2356	УИК №2357	УИК №2358	УИК №2359	УИК №2360	УИК №2361	УИК №2362	УИК №2363	УИК №2364	УИК №2365	УИК №2366	УИК №2367	УИК №2368					
1	"Число избирателей, внесенных в списки избирателей"	23663	752	764	1305	1075	1075	983	1806	1260	819	484	889	1397	1050	518	623	446	102	214	551	366	371	68	53	469	393	525	442	325	218	346	432	504	99	235	647	246	979	832					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	22700	700	730	1170	1000	960	930	1650	1200	780	450	850	1340	1000	450	640	480	100	200	540	360	370	70	50	490	420	500	430	300	230	360	430	470	90	230	670	270	960	830					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13261	311	396	633	551	599	553	903	662	471	224	439	873	562	255	217	320	86	163	390	220	208	48	37	345	252	353	249	150	148	229	226	276	69	191	432	144	611	465					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1659	48	21	79	39	23	21	23	16	12	14	32	19	30	67	220	34	4	30	50	48	98	11	10	36	30	55	55	62	37	45	101	61	5	4	61	58	46	54					
6	Число погашенных избирательных бюллетеней	7780	341	313	458	410	338	356	724	522	297	212	379	448	408	128	203	126	10	7	100	92	64	11	3	109	138	92	126	88	45	86	103	133	16	35	177	68	303	311					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1658	48	21	79	39	23	21	23	16	12	14	32	19	30	67	219	34	4	30	50	48	98	11	10	36	30	55	55	62	37	45	101	61	5	4	61	58	46	54					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13260	311	395	633	551	599	553	903	662	471	224	439	873	562	255	217	320	86	163	390	220	208	48	37	345	252	353	249	150	148	229	226	276	69	191	432	144	611	465					
9	Число недействительных избирательных бюллетеней	89	3	1	4	0	2	3	7	4	5	3	3	6	6	1	3	2	0	2	4	2	1	0	2	1	2	0	1	2	0	2	3	1	1	0	6	0	2	4					
10	Число действительных избирательных бюллетеней	14829	356	415	708	590	620	571	919	674	478	235	468	886	586	321	433	352	90	191	436	266	305	59	45	380	280	408	303	210	185	272	324	336	73	195	487	202	655	515					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	497	5	14	5	20	20	21	20	20	15	15	15	15	15	15	10	10	10	10	10	10	10	5	5	10	10	15	10	10	10	20	13	10	5	5	30	24	20	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	324	3	4	5	8	15	21	9	14	7	3	7	6	13	2	5	8	3	0	10	3	10	1	0	10	10	15	6	3	6	20	12	3	0	2	30	24	17	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	194	3	4	19	11	12	2	6	7	6	4	7	4	3	2	1	0	1	5	0	4	3	1	1	6	2	7	1	2	1	5	3	1	0	43	5	6	4	2					
14	Число погашенных неиспользованных открепительных удостоверений	173	2	10	0	12	5	0	11	6	8	12	8	9	2	13	5	2	7	10	0	7	0	4	5	0	0	0	4	7	4	0	1	7	5	3	0	0	3	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																													
18	1.Политическая партия «Аграрная партия России»	449	6	7	12	11	6	8	21	20	11	6	10	32	11	7	12	15	2	6	8	20	15	0	0	19	21	10	13	3	13	15	11	21	9	17	27	3	15	6					
		3.01%	1.67%	1.68%	1.69%	1.86%	0.96%	1.39%	2.27%	2.95%	2.28%	2.52%	2.12%	3.59%	1.86%	2.17%	2.75%	4.24%	2.22%	3.11%	1.82%	7.46%	4.90%	0.00%	0.00%	4.99%	7.45%	2.45%	4.28%	1.42%	7.03%	5.47%	3.36%	6.23%	12.16%	8.72%	5.48%	1.49%	2.28%	1.16%					
19	2.Всероссийская политическая партия «Гражданская Сила»	53	0	1	3	2	2	7	1	2	2	0	4	4	2	1	2	1	0	0	0	1	0	0	0	0	1	2	0	2	0	1	5	0	0	1	1	0	4	1					
		0.36%	0.00%	0.24%	0.42%	0.34%	0.32%	1.22%	0.11%	0.29%	0.41%	0.00%	0.85%	0.45%	0.34%	0.31%	0.46%	0.28%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.35%	0.49%	0.00%	0.94%	0.00%	0.36%	1.53%	0.00%	0.00%	0.51%	0.20%	0.00%	0.61%	0.19%					
20	3.Политическая партия «Демократическая партия России»	9	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0					
		0.06%	0.00%	0.00%	0.14%	0.00%	0.16%	0.17%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.33%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1471	32	27	99	71	71	80	117	83	55	18	42	73	81	37	33	14	9	6	35	20	57	12	3	9	22	28	18	10	3	35	15	55	2	57	51	16	36	39					
		9.86%	8.91%	6.49%	13.90%	12.03%	11.41%	13.94%	12.63%	12.24%	11.39%	7.56%	8.92%	8.18%	13.68%	11.49%	7.57%	3.95%	10.00%	3.11%	7.95%	7.46%	18.63%	20.34%	6.38%	2.36%	7.80%	6.86%	5.92%	4.72%	1.62%	12.77%	4.59%	16.32%	2.70%	29.23%	10.34%	7.92%	5.48%	7.51%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	55	4	2	7	3	4	1	1	3	3	0	5	3	6	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	2	0	2	0	1	0	0	1	3					
		0.37%	1.11%	0.48%	0.98%	0.51%	0.64%	0.17%	0.11%	0.44%	0.62%	0.00%	1.06%	0.34%	1.01%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	1.69%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.73%	0.00%	0.59%	0.00%	0.51%	0.00%	0.00%	0.15%	0.58%					
23	6.Политическая партия «Партия социальной справедливости»	20	0	0	1	1	1	0	0	0	0	0	0	2	1	1	2	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	3	0	1	0	1	1	0					
		0.13%	0.00%	0.00%	0.14%	0.17%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.17%	0.31%	0.46%	0.28%	1.11%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.36%	0.00%	0.89%	0.00%	0.51%	0.00%	0.50%	0.15%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1592	37	58	83	62	88	61	110	72	49	36	43	113	76	42	45	23	12	10	22	37	39	3	4	43	30	34	21	21	20	31	24	50	6	14	62	7	69	35					
		10.67%	10.31%	13.94%	11.66%	10.51%	14.15%	10.63%	11.88%	10.62%	10.14%	15.13%	9.13%	12.67%	12.84%	13.04%	10.32%	6.50%	13.33%	5.18%	5.00%	13.81%	12.75%	5.08%	8.51%	11.29%	10.64%	8.33%	6.91%	9.91%	10.81%	11.31%	7.34%	14.84%	8.11%	7.18%	12.58%	3.47%	10.50%	6.74%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1611	41	48	88	99	80	67	123	110	75	34	61	109	79	35	28	22	0	5	39	14	22	2	6	34	35	26	68	16	9	16	29	21	6	27	37	7	54	39					
		10.80%	11.42%	11.54%	12.36%	16.78%	12.86%	11.67%	13.28%	16.22%	15.53%	14.29%	12.95%	12.22%	13.34%	10.87%	6.42%	6.21%	0.00%	2.59%	8.86%	5.22%	7.19%	3.39%	12.77%	8.92%	12.41%	6.37%	22.37%	7.55%	4.86%	5.84%	8.87%	6.23%	8.11%	13.85%	7.51%	3.47%	8.22%	7.51%					
