Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																									
Дата голосования: 07.12.2003 0:00:00																									
																									
Наименование Избирательной комиссии:    Краснояружская 																									
																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																									
																									
		Сумма	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752					
1	"Число избирателей, внесенных в списки"	11230	709	538	157	334	664	275	618	530	452	158	425	1593	627	1134	811	1149	786	270					
2	"Число бюллетеней, полученных участковыми комиссиями"	11340	710	550	165	330	685	285	615	550	450	165	430	1600	625	1160	800	1140	800	280					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8823	587	425	86	240	554	239	502	385	363	128	334	1090	504	893	692	992	633	176					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1563	120	81	57	87	107	34	105	113	81	30	87	160	44	182	64	50	87	74					
6	Число погашенных бюллетеней	954	3	44	22	3	24	12	8	52	6	7	9	350	77	85	44	98	80	30					
7	Число бюллетеней в переносных ящиках для голосования	1563	120	81	57	87	107	34	105	113	81	30	87	160	44	182	64	50	87	74					
8	Число бюллетеней в стационарных ящиках для голосования	8823	587	425	86	240	554	239	502	385	363	128	334	1090	504	893	692	992	633	176					
9	Число недействительных бюллетеней	127	3	2	0	7	4	1	3	19	2	3	1	19	13	9	0	32	6	3					
10	Число действительных бюллетеней	10259	704	504	143	320	657	272	604	479	442	155	420	1231	535	1066	756	1010	714	247					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	100	4	2	2	2	7	2	4	3	4	1	3	17	7	9	11	12	7	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	29	0	1	0	0	7	0	0	2	1	0	0	9	3	3	3	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	22	0	0	0	0	2	0	0	2	0	0	0	3	5	1	4	2	2	1					
14	Число погашенных открепительных удостоверений	71	4	1	2	2	0	2	4	1	3	1	3	8	4	6	8	12	7	3					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	"1. ""ЕДИНЕНИЕ"""	109	8	1	1	9	11	4	4	0	12	1	3	14	3	9	5	8	14	2					
