Выборы Президента Российской Федерации																																																																		
Дата голосования: 02.03.2008																																																																		
																																																																		
Наименование Избирательной комиссии:    Кировская N 7																																																																		
																																																																		
Сводная таблица результатов выборов																																																																		
																																																																		
	Число участковых избирательных комиссий	59																																																																
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	59																																																																
																																																																		
		Сумма	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632					
1	"Число избирателей, включенных в списки избирателей"	115142	1917	2500	2197	2401	2398	2249	1575	1636	2162	2249	1816	1650	1615	1915	1803	2133	1966	2048	1571	2239	1955	1912	2321	2510	2497	2102	2356	1625	1640	1225	1125	1885	2131	1890	2218	1300	2220	2588	2100	2443	2289	1159	1826	1851	1992	2443	2288	1945	1949	1586	2300	917	2125	1792	2163	400	2244	1690	2100					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	94250	1550	2000	1700	1700	1700	1650	1200	1500	2000	2000	1800	1650	1500	1750	1800	1900	1800	1650	1450	1850	1800	1700	1950	1800	2000	2100	1800	1500	1500	1200	1000	1500	1600	1500	1700	1100	1750	1850	1700	1700	1550	1000	1350	1400	1550	1700	1700	1400	1500	1350	2000	900	1600	1500	1550	400	1700	1200	2000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	77097	1150	1434	1098	1250	1216	1203	819	1462	1935	1921	1475	1576	1462	1450	1753	1476	1738	1361	1187	1562	1712	1660	1890	1470	1368	1874	1756	1460	1232	855	900	1140	1209	988	1235	1020	1428	1806	1295	1356	1243	725	1017	1013	1002	1270	1296	1175	983	854	1382	880	1103	1395	1171	362	1241	868	1935					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	1149	21	16	10	23	25	18	22	28	36	30	11	18	25	40	20	24	22	14	20	12	19	14	18	27	18	14	14	20	16	15	25	22	48	12	24	18	25	41	27	25	10	5	16	15	18	25	18	12	11	25	19	1	16	23	14	0	35	9	0					
6	Число погашенных избирательных бюллетеней	16004	379	550	592	427	459	429	359	10	29	49	314	56	13	260	27	400	40	275	243	276	69	26	42	303	614	212	30	20	252	330	75	338	343	500	441	62	297	3	378	319	297	270	317	372	530	405	386	213	506	471	599	19	481	82	365	38	424	323	65					
