Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																						
Дата голосования: 02.12.2007																																						
																																						
Наименование Избирательной комиссии:    Карымская																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586					
1	"Число избирателей, внесенных в списки избирателей"	24894	213	460	118	2156	234	582	108	165	804	249	237	2508	1578	1373	1400	1641	621	862	318	70	754	1016	1285	2492	288	609	408	436	997	812	100					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	22954	209	450	110	2000	230	569	96	156	762	230	230	2300	1400	1300	1400	1450	620	700	310	67	698	1010	1110	2100	282	566	380	418	897	804	100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	14744	125	294	74	1144	151	331	59	80	502	127	180	1474	867	707	812	866	414	661	252	63	352	623	696	1551	182	414	245	363	686	385	64					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1132	27	36	16	64	36	63	11	42	68	72	0	62	30	56	28	46	29	24	22	0	10	24	37	50	37	60	123	3	19	37	0					
6	Число погашенных избирательных бюллетеней	7078	57	120	20	792	43	175	26	34	192	31	50	764	503	537	560	538	177	15	36	4	336	363	377	499	63	92	12	52	192	382	36					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1132	27	36	16	64	36	63	11	42	68	72	0	62	30	56	28	46	29	24	22	0	10	24	37	50	37	60	123	3	19	37	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14622	125	294	74	1144	151	331	59	80	502	127	180	1474	867	707	709	866	414	661	252	63	352	623	696	1551	182	414	245	363	667	385	64					
9	Число недействительных избирательных бюллетеней	232	2	1	0	18	2	11	0	4	20	5	2	15	17	5	12	6	8	8	8	0	14	10	11	14	0	10	2	7	13	7	0					
10	Число действительных избирательных бюллетеней	15522	150	329	90	1190	185	383	70	118	550	194	178	1521	880	758	725	906	435	677	266	63	348	637	722	1587	219	464	366	359	673	415	64					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	472	5	10	5	25	5	15	5	5	15	5	5	50	25	25	25	25	10	15	10	3	15	25	25	50	5	15	5	10	15	15	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	162	2	4	1	5	1	12	1	0	9	0	0	22	13	7	16	6	1	8	0	0	0	2	5	16	1	6	5	1	8	6	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	379	0	5	1	8	0	7	3	0	8	2	0	31	7	5	16	4	2	7	3	1	4	7	5	12	1	6	1	70	160	3	0					
14	Число погашенных неиспользованных открепительных удостоверений	310	3	6	4	20	4	3	4	5	6	5	5	28	12	18	9	19	9	7	10	3	15	23	20	34	4	9	0	9	7	9	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	28	0	0	0	0	0	0	0	0	1	0	0	2	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
18	1.Политическая партия «Аграрная партия России»	369	9	9	8	31	2	10	2	3	5	4	2	23	24	6	13	24	24	8	3	1	5	16	7	49	4	17	7	10	26	16	1					
		2.34%	5.92%	2.73%	8.89%	2.57%	1.07%	2.54%	2.86%	2.46%	0.88%	2.01%	1.11%	1.50%	2.68%	0.79%	1.76%	2.63%	5.42%	1.17%	1.09%	1.59%	1.38%	2.47%	0.95%	3.06%	1.83%	3.59%	1.90%	2.73%	3.79%	3.79%	1.56%					
19	2.Всероссийская политическая партия «Гражданская Сила»	46	0	2	0	2	0	0	0	0	0	0	0	13	2	3	3	2	1	4	0	0	1	3	1	4	0	2	1	1	1	0	0					
		0.29%	0.00%	0.61%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.85%	0.22%	0.39%	0.41%	0.22%	0.23%	0.58%	0.00%	0.00%	0.28%	0.46%	0.14%	0.25%	0.00%	0.42%	0.27%	0.27%	0.15%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	19	0	1	1	1	0	0	0	0	0	0	0	2	0	3	0	1	1	1	0	0	0	1	0	3	1	0	0	0	1	2	0					
		0.12%	0.00%	0.30%	1.11%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.39%	0.00%	0.11%	0.23%	0.15%	0.00%	0.00%	0.00%	0.15%	0.00%	0.19%	0.46%	0.00%	0.00%	0.00%	0.15%	0.47%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1588	22	33	5	105	7	47	1	9	34	20	15	157	84	82	87	96	17	44	17	2	26	76	56	191	18	84	25	41	126	50	11					
		10.08%	14.47%	10.00%	5.56%	8.69%	3.74%	11.93%	1.43%	7.38%	5.96%	10.05%	8.33%	10.22%	9.36%	10.75%	11.80%	10.53%	3.84%	6.42%	6.20%	3.17%	7.18%	11.75%	7.64%	11.93%	8.22%	17.72%	6.79%	11.20%	18.37%	11.85%	17.19%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	45	0	1	0	0	0	0	0	0	1	0	0	4	2	3	3	9	0	0	0	0	1	8	1	5	0	1	2	1	3	0	0					
		0.29%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.26%	0.22%	0.39%	0.41%	0.99%	0.00%	0.00%	0.00%	0.00%	0.28%	1.24%	0.14%	0.31%	0.00%	0.21%	0.54%	0.27%	0.44%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	33	0	1	0	2	1	9	0	0	0	0	0	3	1	1	1	1	0	2	1	0	0	1	1	0	0	0	2	0	6	0	0					
		0.21%	0.00%	0.30%	0.00%	0.17%	0.53%	2.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.11%	0.13%	0.14%	0.11%	0.00%	0.29%	0.36%	0.00%	0.00%	0.15%	0.14%	0.00%	0.00%	0.00%	0.54%	0.00%	0.87%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2096	32	43	8	226	22	28	6	11	88	13	10	211	127	114	108	130	50	109	32	1	43	81	120	190	8	51	62	39	74	54	5					
		13.30%	21.05%	13.03%	8.89%	18.71%	11.76%	7.11%	8.57%	9.02%	15.44%	6.53%	5.56%	13.74%	14.16%	14.94%	14.65%	14.25%	11.29%	15.91%	11.68%	1.59%	11.88%	12.52%	16.37%	11.87%	3.65%	10.76%	16.85%	10.66%	10.79%	12.80%	7.81%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1023	5	34	3	196	22	0	1	3	26	7	8	85	55	41	37	48	16	22	12	0	26	26	57	142	3	9	16	38	58	27	0					
		6.49%	3.29%	10.30%	3.33%	16.23%	11.76%	0.00%	1.43%	2.46%	4.56%	3.52%	4.44%	5.53%	6.13%	5.37%	5.02%	5.26%	3.61%	3.21%	4.38%	0.00%	7.18%	4.02%	7.78%	8.87%	1.37%	1.90%	4.35%	10.38%	8.45%	6.40%	0.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	213	2	5	1	10	1	1	0	1	4	1	0	15	8	7	7	14	6	8	0	0	3	10	13	70	1	1	8	3	8	5	0					
		1.35%	1.32%	1.52%	1.11%	0.83%	0.53%	0.25%	0.00%	0.82%	0.70%	0.50%	0.00%	0.98%	0.89%	0.92%	0.95%	1.54%	1.35%	1.17%	0.00%	0.00%	0.83%	1.55%	1.77%	4.37%	0.46%	0.21%	2.17%	0.82%	1.17%	1.18%	0.00%					
