Выборы Президента Российской Федерации																																																																				
Дата голосования: 04.03.2012																																																																				
																																																																				
Наименование Избирательной комиссии:    Владивосток, Первомайская																																																																				
																																																																				
Сводная таблица итогов голосования																																																																				
																																																																				
	Число участковых избирательных комиссий	57																																																																		
	Число участковых избирательных комиссий, приступивших к передаче сведений	57																																																																		
																																																																				
		Сумма	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №1918	УИК №1919	УИК №1920	УИК №1921									
1	Число избирателей, включенных в список избирателей	116392	2286	2117	2587	2152	2020	2057	2503	1640	2547	2476	2701	2143	2483	1988	1752	2751	1757	292	2561	2669	1939	2332	1977	1759	1544	1858	2316	2078	1656	2621	2449	2008	2181	1622	1829	1890	2389	2173	1583	2334	2319	2509	2503	2568	2675	1910	2237	2335	1146	1731	2451	2120	1005	1650	1909	1135	169									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	101795	2100	2000	2200	2000	1800	1800	2200	1400	2200	2200	2300	2000	2200	1800	1500	2500	1500	335	2200	2300	1700	2100	1700	1500	1300	1700	2100	1800	1200	2300	2000	1800	1800	1400	1500	1500	2100	2000	1300	2000	2000	2100	2200	2200	2500	1600	2000	2100	1000	1300	2100	1800	1000	1500	1700	1200	160									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	63848	1227	946	1248	1118	1004	1152	1384	994	1435	1580	1610	1579	1514	874	937	1437	983	272	1337	1297	1151	1745	1101	1021	908	1072	1131	1163	824	1457	1050	1125	1091	927	1108	1141	1274	959	933	1197	1142	1217	870	1375	1435	1031	1285	1257	471	898	1590	1482	781	963	980	639	126									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	925	19	15	26	16	20	29	25	8	14	19	21	10	13	11	23	35	20	0	20	36	12	29	16	14	6	4	15	37	5	20	23	9	35	9	6	6	17	14	6	16	12	6	6	15	15	33	13	14	36	14	12	10	9	3	14	0	34									
6	Число погашенных избирательных бюллетеней	37014	854	1039	926	866	776	619	791	398	751	601	669	411	673	915	540	1028	497	63	843	967	537	326	583	465	386	624	954	600	371	823	927	666	674	464	386	353	809	1027	361	787	846	877	1324	810	1050	536	702	829	485	388	498	308	210	534	706	561	0									
7	Число избирательных бюллетеней в переносных ящиках для голосования	932	19	15	26	16	20	29	25	8	14	19	21	10	13	11	23	35	20	0	20	36	12	29	16	14	6	4	15	37	5	20	23	9	35	9	6	6	17	14	6	16	12	6	6	15	15	32	13	14	44	14	12	10	9	3	14	0	34									
8	Число бюллетеней в стационарных ящиках для голосования	63819	1222	944	1248	1118	1003	1152	1384	992	1432	1580	1610	1579	1514	874	935	1437	983	272	1336	1297	1151	1745	1101	1021	908	1068	1131	1160	823	1457	1048	1125	1091	927	1108	1141	1274	959	933	1197	1141	1217	870	1375	1435	1031	1285	1257	471	898	1588	1482	781	963	980	639	126									
9	Число недействительных избирательных бюллетеней	828	14	22	26	10	16	12	24	6	26	21	21	12	18	18	18	0	9	3	11	25	9	24	18	4	14	19	13	19	11	22	11	13	20	9	9	26	15	14	18	12	15	23	7	16	25	6	13	10	5	22	10	28	5	7	12	12	0									
10	Число действительных избирательных бюллетеней	63923	1227	937	1248	1124	1007	1169	1385	994	1420	1578	1610	1577	1509	867	940	1472	994	269	1345	1308	1154	1750	1099	1031	900	1053	1133	1178	817	1455	1060	1121	1106	927	1105	1121	1276	959	921	1201	1138	1200	869	1374	1425	1057	1285	1261	510	890	1590	1464	785	959	982	627	160									
11	Число полученных открепительных  удостоверений	1656	30	23	20	33	23	26	46	30	30	37	38	23	35	26	19	41	20	0	27	27	28	28	20	25	73	34	25	34	22	33	35	23	31	25	59	29	26	31	20	25	33	60	25	39	42	31	35	35	40	23	26	18	20	20	29	0	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	1589	30	22	20	33	23	23	45	30	30	37	36	23	33	26	19	41	20	0	22	27	26	27	17	21	71	33	23	34	19	32	35	23	31	23	54	27	26	31	19	25	29	56	25	39	39	27	35	35	40	21	24	16	20	20	26	0	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	1751	2	15	28	11	26	27	27	15	39	16	15	25	16	13	18	22	16	174	36	26	12	47	13	18	44	12	17	55	8	18	33	26	17	31	36	51	20	12	18	16	12	60	28	40	19	14	35	25	6	201	20	21	17	18	9	93	62									
14	Число неиспользованных открепительных удостоверений	67	0	1	0	0	0	3	1	0	0	0	2	0	2	0	0	0	0	0	5	0	2	1	3	4	2	1	2	0	3	1	0	0	0	2	5	2	0	0	1	0	4	4	0	0	3	4	0	0	0	2	2	2	0	0	3	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	607	14	15	8	11	4	10	12	16	12	12	51	16	15	11	9	12	8	0	12	9	10	11	5	5	28	10	11	6	4	4	7	6	10	8	10	23	7	10	9	7	10	41	18	5	9	5	9	7	5	9	12	9	5	7	8	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																				
19	Жириновский Владимир Вольфович	6895	130	126	152	125	115	149	174	96	149	120	192	138	140	120	88	150	98	9	137	138	116	127	153	91	115	112	115	119	91	150	118	102	121	88	122	165	161	119	103	130	96	158	119	184	158	121	144	136	51	121	130	135	72	91	119	88	8									
		10.65%	10.48%	13.14%	11.93%	11.02%	11.24%	12.62%	12.35%	9.60%	10.30%	7.50%	11.77%	8.68%	9.17%	13.56%	9.19%	10.19%	9.77%	3.31%	10.10%	10.35%	9.97%	7.16%	13.70%	8.79%	12.58%	10.45%	10.03%	9.94%	10.99%	10.16%	11.02%	8.99%	10.75%	9.40%	10.95%	14.39%	12.47%	12.23%	10.97%	10.72%	8.33%	12.92%	13.58%	13.24%	10.90%	11.38%	11.09%	10.70%	9.90%	13.27%	8.13%	9.05%	9.11%	9.42%	11.97%	13.77%	5.00%									
20	Зюганов Геннадий Андреевич	15025	316	193	277	271	246	272	348	224	372	365	351	305	347	226	218	383	266	69	329	326	301	329	243	263	177	237	253	290	219	375	258	309	283	229	267	228	316	232	226	298	288	269	202	354	308	258	285	323	91	212	371	252	126	273	278	88	10									
		23.20%	25.46%	20.13%	21.74%	23.90%	24.05%	23.03%	24.70%	22.40%	25.73%	22.83%	21.52%	19.19%	22.72%	25.54%	22.76%	26.02%	26.52%	25.37%	24.26%	24.46%	25.88%	18.55%	21.75%	25.41%	19.37%	22.11%	22.08%	24.23%	26.45%	25.39%	24.09%	27.25%	25.13%	24.47%	23.97%	19.88%	24.48%	23.84%	24.07%	24.57%	24.98%	21.99%	23.06%	25.47%	21.24%	24.27%	21.96%	25.41%	17.67%	23.25%	23.19%	16.89%	15.95%	28.26%	27.97%	13.77%	6.25%									
21	Миронов Сергей Михайлович	3706	83	79	81	72	51	82	92	47	92	88	88	75	82	39	60	35	71	13	92	72	87	68	84	83	50	73	71	58	47	99	78	81	54	58	63	70	58	41	61	72	68	69	57	77	88	62	84	84	15	36	70	77	26	60	50	29	4									
