Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																							
Дата голосования: 07.12.2003 0:00:00																																							
																																							
Наименование Избирательной комиссии:    Михайловская																																							
																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																							
																																							
		Сумма	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591					
1	"Число избирателей, внесенных в списки"	26539	2905	1445	2609	381	103	281	276	1392	302	210	602	634	347	134	919	398	432	615	123	1228	450	2788	2790	768	358	313	444	90	2273	577	145	207					
2	"Число бюллетеней, полученных участковыми комиссиями"	25925	2800	1400	2570	360	90	270	260	1350	300	200	590	600	330	130	900	390	420	490	110	1270	460	2770	2760	740	350	320	430	85	2270	570	140	200					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	12627	1423	452	1152	181	73	180	166	700	146	107	337	312	162	75	433	250	214	393	102	497	175	1301	1257	349	200	157	254	71	1041	278	77	112					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	779	37	31	32	33	3	7	0	22	21	20	32	31	29	8	101	10	48	3	0	62	26	39	28	19	0	13	44	1	53	11	5	10					
6	Число погашенных бюллетеней	12519	1340	917	1386	146	14	83	94	628	133	73	221	257	139	47	366	130	158	94	8	711	259	1430	1475	372	150	150	132	13	1176	281	58	78					
7	Число бюллетеней в переносных ящиках для голосования	779	37	31	32	33	3	7	0	22	21	20	32	31	29	8	101	10	48	3	0	62	26	39	28	19	0	13	44	1	53	11	5	10					
8	Число бюллетеней в стационарных ящиках для голосования	12620	1421	452	1152	181	73	180	166	700	146	107	336	312	162	75	433	250	214	393	102	497	175	1301	1256	349	200	157	254	71	1038	278	77	112					
9	Число недействительных бюллетеней	274	17	18	19	6	6	7	0	5	1	3	8	13	9	4	15	4	3	7	2	11	4	20	32	6	1	6	5	4	19	6	5	8					
10	Число действительных бюллетеней	13125	1441	465	1165	208	70	180	166	717	166	124	360	330	182	79	519	256	259	389	100	548	197	1320	1252	362	199	164	293	68	1072	283	77	114					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	400	43	22	39	5	4	2	4	21	5	5	7	9	5	4	12	6	7	7	5	19	7	42	42	12	5	5	5	3	34	7	4	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	78	7	0	17	1	0	0	1	2	0	1	0	3	2	0	1	0	1	6	0	7	1	11	6	2	1	1	3	0	2	2	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	82	8	5	3	4	0	2	2	0	0	2	8	0	4	1	3	0	0	0	1	10	1	6	6	2	0	0	6	0	6	0	1	1					
14	Число погашенных открепительных удостоверений	322	36	22	22	4	4	2	3	19	5	4	7	6	3	4	11	6	6	1	5	12	6	31	36	10	4	4	2	3	32	5	4	3					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																							
18	"1. ""ЕДИНЕНИЕ"""	196	19	10	13	4	1	5	1	12	2	1	8	5	3	3	12	4	4	4	1	5	4	19	13	5	1	2	3	3	14	5	3	7					
		1.46%	1.30%	2.07%	1.09%	1.86%	1.31%	2.67%	0.60%	1.66%	1.19%	0.78%	2.17%	1.45%	1.57%	3.61%	2.24%	1.53%	1.52%	1.01%	0.98%	0.89%	1.99%	1.41%	1.01%	1.35%	0.5%	1.17%	1.00%	4.16%	1.28%	1.73%	3.65%	5.73%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	330	36	9	31	6	1	4	1	7	2	1	6	4	1	3	6	8	8	14	1	18	9	43	49	20	8	3	1	3	18	7	0	2					
		2.46%	2.46%	1.86%	2.61%	2.80%	1.31%	2.13%	0.60%	0.96%	1.19%	0.78%	1.63%	1.16%	0.52%	3.61%	1.12%	3.07%	3.05%	3.53%	0.98%	3.22%	4.47%	3.20%	3.81%	5.43%	4.0%	1.76%	0.33%	4.16%	1.64%	2.42%	0.0%	1.63%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	372	35	10	38	6	1	12	2	15	1	1	5	9	7	3	13	8	7	12	3	13	8	41	36	18	5	3	6	3	37	9	3	2					
		2.77%	2.40%	2.07%	3.20%	2.80%	1.31%	6.41%	1.20%	2.07%	0.59%	0.78%	1.35%	2.62%	3.66%	3.61%	2.43%	3.07%	2.67%	3.03%	2.94%	2.32%	3.98%	3.05%	2.80%	4.89%	2.5%	1.76%	2.01%	4.16%	3.39%	3.11%	3.65%	1.63%					
