Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																													
Дата голосования: 04.12.2011																													
																													
Наименование Избирательной комиссии:    Казачинская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №2265					
1	"Число избирателей, внесенных в список избирателей"	9362	103	102	372	1113	98	354	84	206	1555	111	101	267	637	612	199	328	274	160	434	233	307	1712					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	9240	100	100	350	1100	95	340	90	210	1550	110	95	260	620	590	200	325	260	160	420	230	305	1730					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	4606	51	69	232	466	60	179	38	126	739	63	42	169	300	325	91	175	122	101	206	115	156	781					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	392	2	2	15	20	12	24	5	10	48	6	3	5	22	24	20	19	16	3	20	3	11	102					
6	Число погашенных избирательных бюллетеней	4242	47	29	103	614	23	137	47	74	763	41	50	86	298	241	89	131	122	56	194	112	138	847					
7	Число избирательных бюллетеней в переносных ящиках для голосования	392	2	2	15	20	12	24	5	10	48	6	3	5	22	24	20	19	16	3	20	3	11	102					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4605	51	69	232	466	60	179	38	126	738	63	42	169	300	325	91	175	122	101	206	115	156	781					
9	Число недействительных избирательных бюллетеней	81	4	1	3	9	0	9	1	1	19	0	0	4	4	1	1	3	1	0	3	2	3	12					
10	Число действительных избирательных бюллетеней	4916	49	70	244	477	72	194	42	135	767	69	45	170	318	348	110	191	137	104	223	116	164	871					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	240	5	5	10	25	5	10	15	5	40	5	5	7	10	10	5	5	5	5	8	5	10	40					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	57	0	0	2	4	0	1	10	1	11	2	0	0	2	0	2	3	0	1	1	1	1	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	45	1	3	2	2	0	4	1	1	10	2	2	0	5	0	2	0	2	1	1	2	1	3					
14	Число погашенных неиспользованных открепительных удостоверений	183	5	5	8	21	5	9	5	4	29	3	5	7	8	10	3	2	5	4	7	4	9	25					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	1	0	0	0	0	0	0	0	2	0	2	3	0	0	0	1	0	0	0	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
