Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
Наименование Избирательной комиссии:    Шелеховская																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1834	УИК №1835	УИК №1836	УИК №1837	УИК №1838	УИК №1839	УИК №1840	УИК №1841	УИК №1842	УИК №1843	УИК №1844	УИК №1845	УИК №1846	УИК №1847	УИК №1848									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	50430	1396	1986	1836	2218	2127	2107	2841	764	1569	2239	2864	2441	2317	2797	1585	963	2835	2862	2067	1629	1021	1592	2473	1803	654	981	463									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	47000	1200	1800	1800	2100	2000	2000	2700	700	1500	2100	2700	2300	2200	2700	1400	900	2700	2600	1900	1500	1000	1400	2300	1600	600	900	400									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	16229	330	570	617	703	833	889	909	263	601	721	988	912	822	947	575	353	990	869	577	469	287	413	679	380	127	253	152									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	395	5	11	18	10	28	18	29	2	7	3	7	8	8	7	12	1	9	17	27	33	0	54	16	22	9	23	11									
6	Число погашенных избирательных бюллетеней	30376	865	1219	1165	1387	1139	1093	1762	435	892	1376	1705	1380	1370	1746	813	546	1701	1714	1296	998	713	933	1605	1198	464	624	237									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	395	5	11	18	10	28	18	29	2	7	3	7	8	8	7	12	1	9	17	27	33	0	54	16	22	9	23	11									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	16224	330	570	617	703	832	889	909	263	601	721	986	910	822	947	575	353	990	869	577	469	287	413	679	380	127	253	152									
9	Число недействительных избирательных бюллетеней	420	8	11	4	18	26	29	31	9	22	22	26	18	28	29	15	6	19	23	9	10	13	20	13	8	2	1	0									
10	Число действительных избирательных бюллетеней	16199	327	570	631	695	834	878	907	256	586	702	967	900	802	925	572	348	980	863	595	492	274	447	682	394	134	275	163									
