Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																								
Дата голосования: 04.12.2011																																								
																																								
Наименование Избирательной комиссии:    район Ново-Переделкино																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №2547	УИК №2548	УИК №2549	УИК №2550	УИК №2551	УИК №2552	УИК №2553	УИК №2554	УИК №2555	УИК №2556	УИК №2557	УИК №2558	УИК №2559	УИК №2560	УИК №2561	УИК №2562	УИК №2563	УИК №2564	УИК №2565	УИК №2566	УИК №2567	УИК №2568	УИК №2569	УИК №2570	УИК №2571	УИК №2572	УИК №2573	УИК №2574	УИК №2575	УИК №2576	УИК №2577	УИК №2578	УИК №3369					
1	"Число избирателей, внесенных в список избирателей"	71843	1948	1658	2168	2250	2295	1991	2270	2111	2712	2596	2527	2772	2481	2693	2280	1692	2168	2102	1793	2163	2220	2186	2534	2341	2032	1764	2258	2426	2847	2019	2365	2091	90					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	59376	1600	1400	1800	1800	1900	1700	1900	1800	2300	2100	2100	2300	2000	2200	1900	1400	1800	1700	1500	1800	1800	1800	2100	1900	1700	1400	1900	2000	2400	1700	2000	1600	76					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	35419	991	604	1150	942	962	1229	1462	1160	1379	1196	1521	1381	1249	1160	935	771	959	987	1117	964	871	906	1126	1031	1398	747	1122	1070	1874	946	1154	989	66					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	477	3	78	15	13	16	17	8	20	19	10	11	11	9	17	11	6	18	16	7	17	22	20	8	9	21	14	8	21	11	9	10	2	0					
6	Число погашенных избирательных бюллетеней	23480	606	718	635	845	922	454	430	620	902	894	568	908	742	1023	954	623	823	697	376	819	907	874	966	860	281	639	770	909	515	745	836	609	10					
7	Число избирательных бюллетеней в переносных ящиках для голосования	477	3	78	15	13	16	17	8	20	19	10	11	11	9	17	11	6	18	16	7	17	22	20	8	9	21	14	8	21	11	9	10	2	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	35341	990	604	1148	939	960	1229	1462	1160	1370	1196	1521	1381	1240	1158	935	771	957	977	1117	964	871	906	1122	1026	1398	747	1122	1070	1863	946	1140	985	66					
9	Число недействительных избирательных бюллетеней	739	14	10	18	27	17	16	31	20	31	41	15	23	30	53	10	17	42	38	7	24	2	16	15	22	45	16	19	19	17	33	25	23	3					
10	Число действительных избирательных бюллетеней	35079	979	672	1145	925	959	1230	1439	1160	1358	1165	1517	1369	1219	1122	936	760	933	955	1117	957	891	910	1115	1013	1374	745	1111	1072	1857	922	1125	964	63					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1384	40	46	50	35	55	40	50	40	60	40	45	66	40	40	40	50	40	40	35	40	32	50	40	30	50	40	48	40	52	30	40	40	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1158	35	46	35	32	45	37	41	31	48	36	38	63	26	39	28	42	28	23	30	31	30	35	31	25	35	39	43	37	49	29	38	33	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	620	22	20	14	15	21	13	19	16	10	19	38	13	15	18	12	12	12	11	14	10	18	25	12	21	17	39	15	19	24	19	24	46	17					
14	Число погашенных неиспользованных открепительных удостоверений	226	5	0	15	3	10	3	9	9	12	4	7	3	14	1	12	8	12	17	5	9	2	15	9	5	15	1	5	3	3	1	2	7	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	114	10	1	6	0	0	1	1	10	10	1	4	5	4	3	6	4	0	1	0	3	4	2	10	0	5	2	5	4	7	0	3	2	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	5128	159	140	100	186	158	174	176	166	203	171	51	200	198	201	156	115	143	145	36	143	185	160	157	181	269	127	183	174	153	158	190	156	14					
		14.32%	16.01%	20.53%	8.60%	19.54%	16.19%	13.96%	11.97%	14.07%	14.61%	14.18%	3.33%	14.37%	15.85%	17.11%	16.49%	14.80%	14.67%	14.60%	3.20%	14.58%	20.72%	17.28%	13.89%	17.49%	18.96%	16.69%	16.19%	15.95%	8.16%	16.54%	16.52%	15.81%	21.21%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	4644	201	91	72	142	153	142	187	128	174	232	89	211	177	168	164	118	145	127	54	168	31	107	199	165	99	126	173	104	201	139	210	140	7					
		12.97%	20.24%	13.34%	6.19%	14.92%	15.68%	11.40%	12.72%	10.85%	12.53%	19.24%	5.81%	15.16%	14.17%	14.30%	17.34%	15.19%	14.87%	12.79%	4.80%	17.13%	3.47%	11.56%	17.61%	15.94%	6.98%	16.56%	15.31%	9.53%	10.73%	14.55%	18.26%	14.18%	10.61%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	706	22	13	15	16	25	21	11	23	45	23	21	33	44	26	20	20	15	17	15	19	4	15	36	23	14	17	23	25	43	20	21	21	0					
		1.97%	2.22%	1.91%	1.29%	1.68%	2.56%	1.69%	0.75%	1.95%	3.24%	1.91%	1.37%	2.37%	3.52%	2.21%	2.11%	2.57%	1.54%	1.71%	1.33%	1.94%	0.45%	1.62%	3.19%	2.22%	0.99%	2.23%	2.04%	2.29%	2.29%	2.09%	1.83%	2.13%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	8785	272	162	211	246	241	244	221	198	372	309	320	387	377	338	245	246	274	269	304	249	221	245	335	236	435	210	305	276	211	260	307	250	9					
		24.53%	27.39%	23.75%	18.14%	25.84%	24.69%	19.58%	15.03%	16.78%	26.78%	25.62%	20.89%	27.80%	30.18%	28.77%	25.90%	31.66%	28.10%	27.09%	27.05%	25.38%	24.75%	26.46%	29.65%	22.80%	30.66%	27.60%	26.99%	25.30%	11.26%	27.23%	26.70%	25.33%	13.64%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3068	115	70	42	102	136	109	134	74	122	104	26	114	137	80	98	59	86	108	26	99	47	106	96	114	180	77	103	64	25	123	119	168	5					
		8.57%	11.58%	10.26%	3.61%	10.71%	13.93%	8.75%	9.12%	6.27%	8.78%	8.62%	1.70%	8.19%	10.97%	6.81%	10.36%	7.59%	8.82%	10.88%	2.31%	10.09%	5.26%	11.45%	8.50%	11.01%	12.68%	10.12%	9.12%	5.87%	1.33%	12.88%	10.35%	17.02%	7.58%					
