Выборы Президента Российской Федерации																																																																												
Дата голосования: 02.03.2008																																																																												
																																																																												
Наименование Избирательной комиссии:    Кукморская																																																																												
																																																																												
Сводная таблица результатов выборов																																																																												
																																																																												
	Число участковых избирательных комиссий	69																																																																										
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	69																																																																										
																																																																												
		Сумма	УИК №1684	УИК №1685	УИК №1686	УИК №1687	УИК №1688	УИК №1689	УИК №1690	УИК №1691	УИК №1692	УИК №1693	УИК №1694	УИК №1695	УИК №1696	УИК №1697	УИК №1698	УИК №1699	УИК №1700	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738	УИК №1739	УИК №1740	УИК №1741	УИК №1742	УИК №1743	УИК №1744	УИК №1745	УИК №1746	УИК №1747	УИК №1748	УИК №1749	УИК №1750	УИК №1751	УИК №1752					
1	"Число избирателей, включенных в списки избирателей"	39144	1514	1449	1557	1244	1961	1715	1697	1164	1690	249	140	783	616	396	565	375	633	226	230	357	362	247	279	293	499	294	620	147	416	652	579	711	920	300	287	439	181	244	385	301	505	265	1079	628	282	218	711	365	514	301	137	541	543	295	190	392	667	473	338	400	168	517	218	344	511	294	468	635	428					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	37734	1407	1325	1439	1136	1858	1547	1526	1068	1682	249	139	775	615	397	567	373	631	226	230	357	362	237	277	288	493	290	624	148	414	516	459	705	905	299	286	418	179	244	380	302	504	265	1058	627	278	217	711	367	479	303	132	541	543	295	190	391	668	473	342	402	168	515	220	345	509	289	468	634	427					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	35038	1293	1258	1321	1104	1775	1468	1462	1046	1619	231	131	729	590	381	553	360	543	193	201	333	351	230	252	275	411	259	606	136	395	357	314	697	882	287	276	398	163	219	366	283	459	258	1023	583	263	196	574	329	354	275	125	454	525	295	190	378	640	406	298	388	162	448	199	336	465	254	428	575	410					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2295	112	61	115	21	74	77	62	20	49	15	8	31	25	11	12	8	84	30	27	22	9	7	23	12	77	31	12	10	19	88	94	6	21	7	10	20	16	23	14	15	24	5	35	39	15	21	117	24	123	17	7	82	18	0	0	7	14	56	34	11	6	54	17	8	37	35	37	57	17					
6	Число погашенных избирательных бюллетеней	401	2	6	3	11	9	2	2	2	14	3	0	15	0	5	2	5	4	3	2	2	2	0	2	1	5	0	6	2	0	71	51	2	2	5	0	0	0	2	0	4	21	2	0	5	0	0	20	14	2	11	0	5	0	0	0	6	14	11	10	3	0	13	4	1	7	0	3	2	0					
