Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																											
Дата голосования: 04.12.2011																											
																											
Наименование Избирательной комиссии:    Заринская городская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №1915	УИК №1916					
1	"Число избирателей, внесенных в список избирателей"	39589	2042	1966	1976	1968	2049	1969	2386	1719	1935	1962	1955	1973	1764	1812	1791	2299	1921	2047	2934	1121					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	39600	2000	2000	2000	2000	2100	2000	2400	1700	2000	1900	2000	2000	1800	1800	1800	2300	1900	2000	2900	1000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	19894	1166	1027	1072	1069	1164	799	1273	997	1072	1118	1091	1016	961	1004	747	926	853	812	1273	454					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1156	81	54	47	38	39	27	47	38	21	48	50	51	47	42	59	95	104	92	87	89					
6	Число погашенных избирательных бюллетеней	18550	753	919	881	893	897	1174	1080	665	907	734	859	933	792	754	994	1279	943	1096	1540	457					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1156	81	54	47	38	39	27	47	38	21	48	50	51	47	42	59	95	104	92	87	89					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19886	1166	1026	1072	1067	1164	799	1273	996	1072	1117	1089	1016	961	1003	747	926	853	812	1273	454					
9	Число недействительных избирательных бюллетеней	353	20	18	22	12	9	16	21	19	25	19	16	18	18	20	22	24	12	11	25	6					
10	Число действительных избирательных бюллетеней	20689	1227	1062	1097	1093	1194	810	1299	1015	1068	1146	1123	1049	990	1025	784	997	945	893	1335	537					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	414	17	20	22	25	21	23	30	23	20	26	20	19	18	20	13	20	22	17	31	7					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	414	17	20	22	25	21	23	30	23	20	26	20	19	18	20	13	20	22	17	31	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	173	10	1	17	9	6	6	12	12	15	7	14	10	9	8	4	4	7	7	10	5					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	0	2	0	0	1	0	0	3	1	0	1	0	0	2	0	0	0	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3820	210	226	203	232	216	163	267	197	196	223	236	185	221	227	131	125	157	139	177	89					
		18.15%	16.84%	20.93%	18.14%	20.99%	17.96%	19.73%	20.23%	19.05%	17.93%	19.14%	20.72%	17.34%	21.92%	21.72%	16.25%	12.24%	16.41%	15.38%	13.01%	16.39%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	4066	304	196	241	219	203	153	234	175	232	205	221	207	209	205	140	236	196	163	241	86					
		19.32%	24.38%	18.15%	21.54%	19.82%	16.87%	18.52%	17.73%	16.92%	21.23%	17.60%	19.40%	19.40%	20.73%	19.62%	17.37%	23.11%	20.48%	18.03%	17.72%	15.84%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	171	7	9	8	6	10	5	15	4	12	14	7	8	7	12	8	13	6	9	10	1					
		0.81%	0.56%	0.83%	0.71%	0.54%	0.83%	0.61%	1.14%	0.39%	1.10%	1.20%	0.61%	0.75%	0.69%	1.15%	0.99%	1.27%	0.63%	0.99%	0.74%	0.18%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4871	283	265	240	265	289	169	272	245	216	279	294	242	214	252	208	213	232	211	382	100					
		23.15%	22.69%	24.54%	21.45%	23.98%	24.02%	20.46%	20.61%	23.69%	19.76%	23.95%	25.81%	22.68%	21.23%	24.11%	25.81%	20.86%	24.24%	23.34%	28.09%	18.42%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	395	27	27	21	25	32	16	22	34	19	17	20	23	23	18	9	11	16	6	24	5					
		1.88%	2.17%	2.50%	1.88%	2.26%	2.66%	1.94%	1.67%	3.29%	1.74%	1.46%	1.76%	2.16%	2.28%	1.72%	1.12%	1.08%	1.67%	0.66%	1.76%	0.92%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7293	393	339	381	343	437	302	484	355	388	405	343	377	310	306	287	395	333	364	496	255					
