Выборы Президента Российской Федерации																																										
																																										
Наименование Избирательной комиссии:    Приморско-Ахтарская																																										
																																										
Итоги голосования 																																										
																																										
		Сумма	УИК №4001	УИК №4002	УИК №4003	УИК №4004	УИК №4005	УИК №4006	УИК №4007	УИК №4008	УИК №4009	УИК №4010	УИК №4011	УИК №4012	УИК №4013	УИК №4014	УИК №4015	УИК №4016	УИК №4017	УИК №4018	УИК №4019	УИК №4020	УИК №4021	УИК №4022	УИК №4023	УИК №4024	УИК №4025	УИК №4026	УИК №4027	УИК №4028	УИК №4029	УИК №4030	УИК №4031	УИК №4032	УИК №4033	УИК №4034	УИК №4035					
1	"Число избирателей, внесенных в список"	43609	1126	1804	2069	1682	1235	2883	2202	2333	1624	2360	1815	2366	2055	907	1575	1128	207	565	279	1058	376	1766	1634	330	1267	1215	661	174	457	1430	306	1392	178	638	512					
2	Число полученных избирательных бюллетеней	42940	1100	1800	2000	1650	1200	2800	2100	2250	1600	2400	1750	2400	2000	870	1500	1100	200	550	260	1050	350	1700	1650	330	1290	1230	700	180	450	1450	300	1400	180	650	500					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	25456	486	922	1066	879	700	1615	1282	1354	855	1257	914	1369	1026	458	964	913	118	336	195	709	300	1097	1020	234	860	743	387	57	311	1019	158	814	85	517	436					
5	"Число избирательных бюллетеней, выданных вне помещения"	2436	195	54	99	89	59	66	113	130	93	60	73	75	69	14	18	59	35	73	38	72	13	53	92	28	100	103	188	100	34	69	50	52	70	0	0					
6	Число погашенных избирательных бюллетеней	15048	419	824	835	682	441	1119	705	766	652	1083	763	956	905	398	518	128	47	141	27	269	37	550	538	68	330	384	125	23	105	362	92	534	25	133	64					
7	Число избирательных бюллетеней в переносных ящиках	2436	195	54	99	89	59	66	113	130	93	60	73	75	69	14	18	59	35	73	38	72	13	53	92	28	100	103	188	100	34	69	50	52	70	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	25448	486	922	1066	875	700	1615	1282	1354	855	1257	914	1367	1026	458	964	913	118	336	195	707	300	1097	1020	234	860	743	387	57	311	1019	158	814	85	517	436					
9	Число недействительных избирательных бюллетеней	230	10	6	11	5	4	8	7	3	10	5	19	12	8	5	5	7	0	4	10	6	3	8	7	4	5	13	9	1	2	16	1	9	1	3	3					
10	Число действительных избирательных бюллетеней	27654	671	970	1154	959	755	1673	1388	1481	938	1312	968	1430	1087	467	977	965	153	405	223	773	310	1142	1105	258	955	833	566	156	343	1072	207	857	154	514	433					
