Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																														
Дата голосования: 07.12.2003 0:00:00																																														
																																														
Наименование Избирательной комиссии:    Увинская																																														
																																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																														
																																														
		Сумма	УИК №3001	УИК №3002	УИК №3003	УИК №3004	УИК №3005	УИК №3006	УИК №3007	УИК №3008	УИК №3009	УИК №3010	УИК №3011	УИК №3012	УИК №3013	УИК №3014	УИК №3015	УИК №3016	УИК №3017	УИК №3018	УИК №3019	УИК №3020	УИК №3021	УИК №3022	УИК №3023	УИК №3024	УИК №3025	УИК №3026	УИК №3027	УИК №3028	УИК №3029	УИК №3030	УИК №3031	УИК №3032	УИК №3033	УИК №3034	УИК №3035	УИК №3036	УИК №3037	УИК №3038	УИК №3039					
1	"Число избирателей, внесенных в списки"	29720	539	261	692	992	185	334	146	407	206	857	792	359	254	100	370	733	970	413	79	2375	934	336	885	209	2642	942	482	511	357	1496	972	344	226	337	358	1919	1806	2039	1861					
2	"Число бюллетеней, полученных участковыми комиссиями"	30140	530	260	729	999	185	460	150	410	200	940	820	410	280	115	385	739	1010	440	80	2390	840	350	840	205	2640	940	514	580	370	1510	969	340	230	340	350	1890	1820	2030	1850					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	17381	325	175	412	568	133	318	111	254	151	533	467	242	224	87	209	332	525	308	58	1328	466	158	465	189	1317	576	310	310	246	799	468	249	164	217	221	1086	1027	1227	1126					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1223	38	7	22	38	22	16	20	24	0	30	58	14	9	4	30	108	100	32	6	22	5	12	0	2	28	26	13	140	30	36	71	10	17	38	19	115	19	13	29					
6	Число погашенных бюллетеней	11536	167	78	295	393	30	126	19	132	49	377	295	154	47	24	146	299	385	100	16	1040	369	180	375	14	1295	338	191	130	94	675	430	81	49	85	110	689	774	790	695					
7	Число бюллетеней в переносных ящиках для голосования	1223	38	7	22	38	22	16	20	24	0	30	58	14	9	4	30	108	100	32	6	22	5	12	0	2	28	26	13	140	30	36	71	10	17	38	19	115	19	13	29					
8	Число бюллетеней в стационарных ящиках для голосования	17379	325	175	412	568	133	318	111	254	151	533	467	242	224	87	209	332	525	308	58	1328	466	158	465	189	1316	576	310	310	246	799	467	249	164	217	221	1086	1027	1227	1126					
9	Число недействительных бюллетеней	251	3	5	12	8	6	1	0	0	1	7	7	2	2	6	1	10	13	4	1	16	5	8	3	0	13	8	16	1	6	22	4	2	2	4	6	15	10	13	8					
10	Число действительных бюллетеней	18351	360	177	422	598	149	333	131	278	150	556	518	254	231	85	238	430	612	336	63	1334	466	162	462	191	1331	594	307	449	270	813	534	257	179	251	234	1186	1036	1227	1147					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	298	1	2	5	5	1	7	5	5	1	8	5	15	20	7	5	5	8	15	5	17	5	5	5	0	15	5	5	5	9	5	5	5	5	5	3	15	12	34	13					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	221	0	2	5	3	0	6	2	4	1	8	2	15	19	5	4	1	4	14	1	12	3	4	2	0	15	1	1	1	5	5	2	2	2	2	3	12	9	32	12					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	166	1	1	7	3	2	4	0	1	4	14	3	4	4	0	3	1	0	0	3	4	6	2	4	43	2	7	2	2	2	1	1	0	1	3	3	8	6	6	8					
14	Число погашенных открепительных удостоверений	77	1	0	0	2	1	1	3	1	0	0	3	0	1	2	1	4	4	1	4	5	2	1	3	0	0	4	4	4	4	0	3	3	3	3	0	3	3	2	1					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																														
18	"1. ""ЕДИНЕНИЕ"""	319	8	4	11	15	9	8	1	4	3	11	8	3	7	3	4	11	7	7	2	13	8	3	11	6	20	8	10	5	5	16	10	0	3	8	4	18	15	19	11					
		1.71%	2.20%	2.19%	2.53%	2.47%	5.80%	2.39%	0.76%	1.43%	1.98%	1.95%	1.52%	1.17%	3.00%	3.29%	1.67%	2.5%	1.12%	2.05%	3.12%	0.96%	1.69%	1.76%	2.36%	3.14%	1.48%	1.32%	3.09%	1.11%	1.81%	1.91%	1.85%	0.0%	1.65%	3.13%	1.66%	1.49%	1.43%	1.53%	0.95%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	293	0	4	11	4	4	5	0	3	1	10	5	3	2	0	9	13	3	1	1	14	5	14	6	4	38	3	4	4	2	18	5	0	0	1	7	18	23	20	28					
		1.57%	0.0%	2.19%	2.53%	0.66%	2.58%	1.49%	0.0%	1.07%	0.66%	1.77%	0.95%	1.17%	0.85%	0.0%	3.76%	2.95%	0.48%	0.29%	1.56%	1.03%	1.06%	8.23%	1.29%	2.09%	2.82%	0.49%	1.23%	0.88%	0.72%	2.15%	0.92%	0.0%	0.0%	0.39%	2.91%	1.49%	2.19%	1.61%	2.42%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	240	2	5	6	11	3	4	0	4	1	10	6	8	0	0	3	5	11	4	1	19	7	3	1	7	25	2	5	3	0	12	7	0	0	2	1	13	20	13	16					
		1.29%	0.55%	2.74%	1.38%	1.81%	1.93%	1.19%	0.0%	1.43%	0.66%	1.77%	1.14%	3.12%	0.0%	0.0%	1.25%	1.13%	1.76%	1.17%	1.56%	1.40%	1.48%	1.76%	0.21%	3.66%	1.86%	0.33%	1.54%	0.66%	0.0%	1.43%	1.30%	0.0%	0.0%	0.78%	0.41%	1.08%	1.91%	1.04%	1.38%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	182	1	1	1	4	1	2	0	0	0	6	2	0	0	0	4	6	7	1	0	13	0	3	7	3	15	4	3	2	4	9	8	0	2	0	0	14	23	22	14					
		0.97%	0.27%	0.54%	0.23%	0.66%	0.64%	0.59%	0.0%	0.0%	0.0%	1.06%	0.38%	0.0%	0.0%	0.0%	1.67%	1.36%	1.12%	0.29%	0.0%	0.96%	0.0%	1.76%	1.50%	1.57%	1.11%	0.66%	0.92%	0.44%	1.44%	1.07%	1.48%	0.0%	1.10%	0.0%	0.0%	1.16%	2.19%	1.77%	1.21%					
22	"5. ""За Русь Святую"""	63	0	1	1	2	2	1	0	3	1	3	1	1	0	1	0	0	9	0	0	2	3	2	0	1	3	1	0	1	1	2	2	1	0	0	2	6	2	5	3					
