Выборы Президента Российской Федерации																															
																															
Наименование Избирательной комиссии:    Лосиноостровский район																															
																															
Итоги голосования 																															
																															
		Сумма	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №3071	УИК №3072					
1	"Число избирателей, внесенных в список"	57646	2520	2724	2688	2386	2418	2636	2411	2497	2675	2749	2706	2574	2344	2740	2823	2640	2601	2649	2833	2289	2290	2358	974	121					
2	Число полученных избирательных бюллетеней	53330	2250	2500	2450	2200	2200	2400	2200	2300	2500	2500	2500	2400	2200	2500	2600	2500	2500	2450	2550	2100	2150	2150	1010	220					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	30943	1655	1310	1324	1133	1251	1350	1245	1300	1522	1439	1426	1350	1142	1476	1514	1338	1477	1409	1548	1249	1213	1221	930	121					
5	"Число избирательных бюллетеней, выданных вне помещения"	836	12	32	39	70	41	50	47	41	46	49	34	55	32	36	45	34	25	25	21	26	50	26	0	0					
6	Число погашенных избирательных бюллетеней	21551	583	1158	1087	997	908	1000	908	959	932	1012	1040	995	1026	988	1041	1128	998	1016	981	825	887	903	80	99					
7	Число избирательных бюллетеней в переносных ящиках	836	12	32	39	70	41	50	47	41	46	49	34	55	32	36	45	34	25	25	21	26	50	26	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	30807	1655	1306	1324	1133	1249	1296	1244	1297	1522	1439	1418	1350	1142	1476	1511	1332	1477	1409	1547	1249	1165	1218	927	121					
9	Число недействительных избирательных бюллетеней	242	8	7	10	14	7	21	12	18	5	25	8	7	8	0	20	0	12	6	9	18	3	12	12	0					
10	Число действительных избирательных бюллетеней	31401	1659	1331	1353	1189	1283	1325	1279	1320	1563	1463	1444	1398	1166	1512	1536	1366	1490	1428	1559	1257	1212	1232	915	121					
11	Число полученных открепительных  удостоверений	1100	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	0	0					
12	Число выданных открепительных удостоверений	665	25	32	28	20	33	28	39	21	39	26	34	27	40	42	39	22	21	25	34	27	40	23	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	787	21	10	31	19	20	17	19	18	25	10	24	17	6	37	18	4	20	10	33	31	10	31	356	0					
14	Число неиспользованных открепительных удостоверений	435	25	18	22	30	17	22	11	29	11	24	16	23	10	8	11	28	29	25	16	23	10	27	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																															
18	. Глазьев Сергей Юрьевич	2242	162	97	116	91	81	92	83	83	103	105	95	104	93	103	111	104	117	112	98	76	81	74	59	2					
		7.09%	9.72%	7.25%	8.51%	7.56%	6.28%	6.84%	6.43%	6.20%	6.57%	7.06%	6.54%	7.40%	7.92%	6.81%	7.13%	7.61%	7.79%	7.81%	6.25%	5.96%	6.67%	5.95%	6.36%	1.65%					
19	. Малышкин Олег Александрович	317	12	10	10	17	14	9	10	9	17	11	22	16	11	22	16	14	21	11	19	15	12	9	9	1					
		1.00%	0.72%	0.75%	0.73%	1.41%	1.09%	0.67%	0.77%	0.67%	1.08%	0.74%	1.52%	1.14%	0.94%	1.46%	1.03%	1.02%	1.40%	0.77%	1.21%	1.18%	0.99%	0.72%	0.97%	0.83%					
20	. Миронов Сергей Михайлович	203	12	8	10	7	7	6	2	12	12	12	10	7	11	9	7	7	6	10	9	9	11	11	7	1					
		0.64%	0.72%	0.60%	0.73%	0.58%	0.54%	0.45%	0.15%	0.90%	0.77%	0.81%	0.69%	0.50%	0.94%	0.60%	0.45%	0.51%	0.40%	0.70%	0.57%	0.71%	0.91%	0.88%	0.76%	0.83%					
21	. Путин Владимир Владимирович	21483	1011	914	922	807	894	898	924	942	1105	1038	1024	912	789	1015	1062	935	1043	934	1081	865	802	874	606	86					
		67.89%	60.65%	68.31%	67.64%	67.08%	69.30%	66.72%	71.57%	70.40%	70.47%	69.76%	70.52%	64.91%	67.21%	67.13%	68.25%	68.45%	69.44%	65.13%	68.94%	67.84%	66.01%	70.26%	65.37%	71.07%					
22	. Хакамада Ирина Муцуовна	2384	194	114	106	71	89	96	83	78	91	104	100	121	82	137	119	113	108	131	113	89	114	81	41	9					
		7.53%	11.64%	8.52%	7.78%	5.90%	6.90%	7.13%	6.43%	5.83%	5.80%	6.99%	6.89%	8.61%	6.98%	9.06%	7.65%	8.27%	7.19%	9.14%	7.21%	6.98%	9.38%	6.51%	4.42%	7.44%					
23	. Харитонов Николай Михайлович	2679	159	106	108	114	121	135	97	116	128	97	104	131	101	119	112	92	117	120	103	115	120	101	159	4					
		8.47%	9.54%	7.92%	7.92%	9.48%	9.38%	10.03%	7.51%	8.67%	8.16%	6.52%	7.16%	9.32%	8.60%	7.87%	7.20%	6.73%	7.79%	8.37%	6.57%	9.02%	9.88%	8.12%	17.15%	3.31%					
																															
24	Против всех	2093	109	82	81	82	77	89	80	80	107	96	89	107	79	107	109	101	78	110	136	88	72	82	34	18					
		6.61%	6.54%	6.13%	5.94%	6.82%	5.97%	6.61%	6.20%	5.98%	6.82%	6.45%	6.13%	7.62%	6.73%	7.08%	7.01%	7.39%	5.19%	7.67%	8.67%	6.90%	5.93%	6.59%	3.67%	14.88%					
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
