Выборы Президента Российской Федерации																																																													
Дата голосования: 04.03.2012																																																													
																																																													
Наименование Избирательной комиссии:    Лысьвенская																																																													
																																																													
Сводная таблица итогов голосования																																																													
																																																													
	Число участковых избирательных комиссий	50																																																											
	Число участковых избирательных комиссий, приступивших к передаче сведений	50																																																											
																																																													
		Сумма	УИК №2001	УИК №2002	УИК №2003	УИК №2004	УИК №2005	УИК №2006	УИК №2007	УИК №2008	УИК №2009	УИК №2010	УИК №2011	УИК №2012	УИК №2013	УИК №2014	УИК №2015	УИК №2016	УИК №2017	УИК №2018	УИК №2019	УИК №2020	УИК №2021	УИК №2022	УИК №2023	УИК №2024	УИК №2025	УИК №2026	УИК №2027	УИК №2028	УИК №2029	УИК №2030	УИК №2031	УИК №2032	УИК №2033	УИК №2034	УИК №2035	УИК №2036	УИК №2037	УИК №2038	УИК №2039	УИК №2040	УИК №2041	УИК №2042	УИК №2043	УИК №2044	УИК №2045	УИК №2046	УИК №2047	УИК №2048	УИК №2049	УИК №2050									
1	Число избирателей, включенных в список избирателей	65623	1408	1415	1789	1070	1129	1211	1642	1055	1578	2246	1900	2513	2406	2456	1684	1802	2099	2473	1607	1680	1984	2015	1171	1197	2222	1362	1840	1432	2497	2280	382	596	813	215	418	358	677	488	232	1546	781	264	268	358	226	1185	498	486	668	2001									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	62740	1330	1360	1710	1020	1080	1100	1550	1020	1510	2130	1820	2440	2330	2440	1550	1720	2000	2400	1540	1600	1900	1920	1110	1150	2160	1330	1780	1360	2380	2200	370	560	760	200	400	330	650	470	230	1490	740	250	260	350	210	1120	480	470	640	1820									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	12	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	31584	685	668	873	450	459	453	712	513	722	1124	915	1359	1230	1230	760	958	1247	1388	915	882	1139	1079	578	558	968	717	969	700	1263	1224	120	259	289	88	205	138	286	198	83	609	292	107	134	104	93	378	197	148	188	930									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2541	46	42	38	30	17	88	27	26	42	61	32	58	51	41	85	56	38	44	28	62	56	64	24	37	68	21	32	32	84	30	50	107	72	40	31	33	72	37	50	51	58	16	35	44	23	135	52	95	62	118									
6	Число погашенных избирательных бюллетеней	28572	599	650	799	540	604	559	811	481	746	945	873	1023	1049	1169	705	706	715	968	597	656	705	777	508	555	1124	592	779	628	1033	946	200	194	399	72	164	159	292	204	97	830	390	127	91	202	94	607	231	227	378	772									
