Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																									
Дата голосования: 07.12.2003 0:00:00																									
																									
Наименование Избирательной комиссии:    Вадская																									
																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																									
																									
		Сумма	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422					
1	"Число избирателей, внесенных в списки"	11560	2092	1864	1458	262	415	480	268	465	273	413	241	563	652	580	548	493	333	160					
2	"Число бюллетеней, полученных участковыми комиссиями"	10400	1877	1676	1293	230	372	442	246	407	240	375	220	505	583	523	500	445	300	166					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5617	1040	863	707	125	247	209	135	198	127	185	83	281	375	240	309	239	178	76					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	387	30	32	16	12	22	14	19	14	33	21	28	26	3	68	25	16	6	2					
6	Число погашенных бюллетеней	4396	807	781	570	93	103	219	92	195	80	169	109	198	205	215	166	190	116	88					
7	Число бюллетеней в переносных ящиках для голосования	387	30	32	16	12	22	14	19	14	33	21	28	26	3	68	25	16	6	2					
8	Число бюллетеней в стационарных ящиках для голосования	5617	1040	863	707	125	247	209	135	198	127	185	83	281	375	240	309	239	178	76					
9	Число недействительных бюллетеней	117	19	16	4	5	7	6	3	2	1	7	4	9	5	9	12	6	1	1					
10	Число действительных бюллетеней	5887	1051	879	719	132	262	217	151	210	159	199	107	298	373	299	322	249	183	77					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	499	50	50	50	15	25	25	25	25	25	25	20	25	25	25	25	25	25	14					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	21	7	5	0	0	0	0	1	0	0	0	0	2	0	0	1	2	0	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	26	0	1	4	1	5	1	1	1	1	1	1	1	2	1	0	2	2	1					
14	Число погашенных открепительных удостоверений	478	43	45	50	15	25	25	24	25	25	25	20	23	25	25	24	23	25	11					
15	Число открепительных удостоверений выданных ТИК	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	"1. ""ЕДИНЕНИЕ"""	97	25	5	9	2	8	3	3	5	1	3	0	7	7	7	2	4	3	3					
		1.61%	2.33%	0.55%	1.24%	1.45%	2.97%	1.34%	1.94%	2.35%	0.62%	1.45%	0.0%	2.28%	1.85%	2.27%	0.59%	1.56%	1.63%	3.84%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	113	27	17	20	0	4	4	2	3	3	4	3	4	8	4	1	4	5	0					
		1.88%	2.52%	1.89%	2.76%	0.0%	1.48%	1.79%	1.29%	1.41%	1.87%	1.94%	2.70%	1.30%	2.11%	1.29%	0.29%	1.56%	2.71%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	144	36	17	15	4	4	6	3	6	5	5	5	10	10	4	7	2	2	3					
		2.39%	3.36%	1.89%	2.07%	2.91%	1.48%	2.69%	1.94%	2.83%	3.12%	2.42%	4.50%	3.25%	2.64%	1.29%	2.09%	0.78%	1.08%	3.84%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	60	8	12	18	0	1	1	0	1	2	4	0	2	1	6	1	1	0	2					
		0.99%	0.74%	1.34%	2.48%	0.0%	0.37%	0.44%	0.0%	0.47%	1.25%	1.94%	0.0%	0.65%	0.26%	1.94%	0.29%	0.39%	0.0%	2.56%					
22	"5. ""За Русь Святую"""	39	4	5	4	2	1	4	1	3	3	0	0	1	0	0	4	1	5	1					
		0.64%	0.37%	0.55%	0.55%	1.45%	0.37%	1.79%	0.64%	1.41%	1.87%	0.0%	0.0%	0.32%	0.0%	0.0%	1.19%	0.39%	2.71%	1.28%					
23	"6. ""Объединенная Российская партия ""Русь"""	8	3	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0					
		0.13%	0.28%	0.11%	0.13%	0.0%	0.0%	0.0%	0.0%	0.47%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.39%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	26	4	4	4	1	2	2	0	2	0	0	0	0	1	0	2	2	0	2					
		0.43%	0.37%	0.44%	0.55%	0.72%	0.74%	0.89%	0.0%	0.94%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.59%	0.78%	0.0%	2.56%					
25	"8. ""Народно-республиканская партия России"""	7	1	0	0	0	0	1	1	0	0	0	2	1	0	0	1	0	0	0					
		0.11%	0.09%	0.0%	0.0%	0.0%	0.0%	0.44%	0.64%	0.0%	0.0%	0.0%	1.80%	0.32%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	12	6	2	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0					
		0.19%	0.56%	0.22%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.48%	0.90%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	838	54	86	65	4	51	26	41	25	23	15	15	113	12	89	155	44	16	4					
