Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																										
Дата голосования: 07.12.2003 0:00:00																										
																										
Наименование Избирательной комиссии:    Наурская																										
																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																										
																										
		Сумма	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209					
1	"Число избирателей, внесенных в списки"	28051	1063	1106	736	1646	1860	657	1421	1303	1198	2010	1213	1954	2295	2626	1417	1477	1303	2159	607					
2	"Число бюллетеней, полученных участковыми комиссиями"	26300	980	1000	730	1482	1675	580	1330	1290	1080	2010	1100	1737	1950	2635	1390	1360	1200	2159	612					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	23100	980	929	730	1468	1385	576	1134	1290	980	1624	466	1680	1317	1997	1390	1235	1200	2159	560					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1092	0	42	0	0	0	0	193	0	0	0	191	57	205	368	0	25	0	0	11					
6	Число погашенных бюллетеней	2108	0	29	0	14	290	4	3	0	100	386	443	0	428	270	0	100	0	0	41					
7	Число бюллетеней в переносных ящиках для голосования	1092	0	42	0	0	0	0	193	0	0	0	191	57	205	368	0	25	0	0	11					
8	Число бюллетеней в стационарных ящиках для голосования	23100	980	929	730	1468	1385	576	1134	1290	980	1624	466	1680	1317	1997	1390	1235	1200	2159	560					
9	Число недействительных бюллетеней	643	20	5	12	23	1	22	12	57	8	34	9	10	14	0	12	18	107	274	5					
10	Число действительных бюллетеней	23549	960	966	718	1445	1384	554	1315	1233	972	1590	648	1727	1508	2365	1378	1242	1093	1885	566					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	200	5	5	5	5	10	5	5	5	5	10	5	10	10	10	5	5	5	30	60					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	37	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	36					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных открепительных удостоверений	163	5	5	5	5	10	5	5	5	5	10	5	10	9	10	5	5	5	30	24					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	"1. ""ЕДИНЕНИЕ"""	524	4	7	23	33	32	17	37	30	20	66	25	30	24	54	29	31	38	0	24					
		2.16%	0.40%	0.72%	3.15%	2.24%	2.31%	2.95%	2.78%	2.32%	2.04%	4.06%	3.80%	1.72%	1.57%	2.28%	2.08%	2.46%	3.16%	0.0%	4.20%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	4025	241	189	29	359	178	51	28	266	228	523	64	327	186	210	318	468	354	0	6					
		16.63%	24.59%	19.46%	3.97%	24.45%	12.85%	8.85%	2.11%	20.62%	23.26%	32.20%	9.74%	18.82%	12.22%	8.87%	22.87%	37.14%	29.5%	0.0%	1.05%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	312	12	12	11	16	17	0	9	13	16	7	25	18	48	44	21	19	19	0	5					
		1.28%	1.22%	1.23%	1.50%	1.08%	1.22%	0.0%	0.67%	1.00%	1.63%	0.43%	3.80%	1.03%	3.15%	1.86%	1.51%	1.50%	1.58%	0.0%	0.87%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	605	32	12	18	26	62	17	77	33	21	8	53	55	22	85	29	26	24	0	5					
		2.50%	3.26%	1.23%	2.46%	1.77%	4.47%	2.95%	5.80%	2.55%	2.14%	0.49%	8.06%	3.16%	1.44%	3.59%	2.08%	2.06%	2.0%	0.0%	0.87%					
22	"5. ""За Русь Святую"""	56	2	2	0	7	2	0	6	0	0	6	8	4	2	0	6	6	1	0	4					
		0.23%	0.20%	0.20%	0.0%	0.47%	0.14%	0.0%	0.45%	0.0%	0.0%	0.36%	1.21%	0.23%	0.13%	0.0%	0.43%	0.47%	0.08%	0.0%	0.70%					
23	"6. ""Объединенная Российская партия ""Русь"""	63	2	0	1	1	45	0	0	0	1	0	6	3	1	0	0	1	1	0	1					
		0.26%	0.20%	0.0%	0.13%	0.06%	3.24%	0.0%	0.0%	0.0%	0.10%	0.0%	0.91%	0.17%	0.06%	0.0%	0.0%	0.07%	0.08%	0.0%	0.17%					
24	"7. ""Новый курс - Автомобильная Россия"""	191	1	4	4	19	29	6	9	0	0	3	5	0	6	68	7	19	9	0	2					
		0.78%	0.10%	0.41%	0.54%	1.29%	2.09%	1.04%	0.67%	0.0%	0.0%	0.18%	0.76%	0.0%	0.39%	2.87%	0.50%	1.50%	0.75%	0.0%	0.35%					
25	"8. ""Народно-республиканская партия России"""	40	0	0	0	0	4	6	5	0	1	3	7	5	2	0	0	4	3	0	0					
		0.16%	0.0%	0.0%	0.0%	0.0%	0.28%	1.04%	0.37%	0.0%	0.10%	0.18%	1.06%	0.28%	0.13%	0.0%	0.0%	0.31%	0.25%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	37	0	4	0	0	2	0	6	0	0	7	4	2	4	0	0	8	0	0	0					
