Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																			
Дата голосования: 07.12.2003 0:00:00																																																			
																																																			
Наименование Избирательной комиссии:    Хунзахская																																																			
																																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																			
																																																			
		Сумма	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512					
1	"Число избирателей, внесенных в списки"	18283	2478	213	266	175	684	643	531	197	410	163	761	234	1125	333	413	226	151	426	216	418	164	261	391	207	362	215	207	162	145	211	276	178	286	118	691	125	731	1014	286	302	230	288	350	1020					
2	"Число бюллетеней, полученных участковыми комиссиями"	18068	2485	212	262	171	750	651	530	193	400	165	750	232	1097	339	406	225	155	420	235	410	175	261	392	207	334	215	206	162	155	211	275	178	275	98	695	125	686	992	275	285	230	274	350	924					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	16679	2291	205	262	152	684	561	392	172	361	163	704	221	952	323	389	225	147	369	214	307	150	261	333	193	330	201	174	146	121	211	275	172	270	98	691	121	646	974	250	258	210	260	348	892					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	830	152	7	0	0	0	80	138	11	39	0	46	5	15	3	17	0	4	12	0	0	0	0	53	0	0	14	27	16	0	0	0	6	5	0	0	4	40	18	25	27	20	14	0	32					
6	Число погашенных бюллетеней	554	42	0	0	19	66	10	0	10	0	2	0	6	125	13	0	0	4	39	21	103	25	0	6	14	4	0	5	0	34	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0					
7	Число бюллетеней в переносных ящиках для голосования	743	152	7	0	0	0	0	138	11	39	0	46	5	8	3	17	0	4	12	0	0	0	0	53	0	0	14	27	16	0	0	0	6	5	0	0	4	40	18	25	27	20	14	0	32					
8	Число бюллетеней в стационарных ящиках для голосования	16466	2191	205	262	152	684	461	392	172	361	163	704	221	939	323	389	225	147	369	214	307	150	261	333	193	330	201	174	146	121	211	275	172	270	98	691	121	646	974	250	258	210	260	348	892					
9	Число недействительных бюллетеней	37	0	0	0	2	2	2	0	1	0	0	0	10	4	10	0	0	1	0	3	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
10	Число действительных бюллетеней	17172	2343	212	262	150	682	459	530	182	400	163	750	216	943	316	406	225	150	381	211	307	150	261	386	192	330	215	200	162	121	211	275	178	275	98	691	125	686	992	275	285	230	274	348	924					
