Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																			
Дата голосования: 02.12.2007																																																			
																																																			
Наименование Избирательной комиссии:    Орловская районная																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №2531	УИК №2532	УИК №2533	УИК №2597	УИК №2598	УИК №2599	УИК №2600					
1	"Число избирателей, внесенных в списки избирателей"	30328	650	176	172	72	528	528	188	1127	242	344	1031	80	1363	1417	374	367	462	131	507	142	128	739	646	282	154	638	187	1150	1473	1463	1356	1341	938	1614	1053	1696	1534	1684	697	123	238	276	637	380					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	29925	660	200	200	80	540	530	200	1150	250	350	1050	90	1350	1400	370	380	470	140	500	150	130	740	640	280	160	660	200	1100	1400	1400	1350	1250	950	1550	1000	1600	1500	1600	700	125	240	270	640	380					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	19748	446	145	151	59	365	341	140	647	144	181	646	32	873	959	221	188	312	65	431	129	100	442	477	226	119	508	159	765	844	929	911	824	511	1153	660	1135	779	1113	492	80	198	213	341	294					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2178	33	19	19	8	30	81	18	148	41	60	114	48	82	33	47	80	65	49	16	0	20	49	36	20	5	42	8	70	84	77	48	46	46	138	66	81	75	83	38	21	8	3	112	11					
6	Число погашенных избирательных бюллетеней	7999	181	36	30	13	145	108	42	355	65	109	290	10	395	408	102	112	93	26	53	21	10	249	127	34	36	110	33	265	472	394	391	380	393	259	274	384	646	404	170	24	34	54	187	75					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2178	33	19	19	8	30	81	18	148	41	60	114	48	82	33	47	80	65	49	16	0	20	49	36	20	5	42	8	70	84	77	48	46	46	138	66	81	75	83	38	21	8	3	112	11					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19744	446	145	151	59	365	341	140	647	144	181	646	32	873	959	221	188	312	65	431	129	100	442	477	226	119	508	159	765	844	929	911	824	507	1153	660	1135	779	1113	492	80	198	213	341	294					
9	Число недействительных избирательных бюллетеней	72	0	0	0	0	3	0	1	6	0	0	1	0	6	0	1	1	0	0	0	0	0	0	0	2	0	2	0	0	5	6	5	7	4	6	0	7	8	1	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	21850	479	164	170	67	392	422	157	789	185	241	759	80	949	992	267	267	377	114	447	129	120	491	513	244	124	548	167	835	923	1000	954	863	549	1285	726	1209	846	1195	530	101	206	216	453	305					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	720	20	20	15	10	15	15	10	20	15	15	20	10	20	20	15	15	15	10	15	10	10	20	20	15	10	15	15	20	20	20	20	20	20	20	20	20	20	20	20	10	15	15	15	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	226	1	0	0	0	4	1	0	18	1	2	18	0	10	1	0	0	4	1	5	0	0	3	6	0	0	15	0	11	14	9	17	16	5	12	3	12	4	20	3	1	0	3	1	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	109	1	3	1	1	2	1	1	3	3	1	4	0	3	4	6	0	2	1	1	1	1	3	4	4	1	1	1	11	0	1	6	4	1	5	3	3	2	7	5	1	1	2	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	494	19	20	15	10	11	14	10	2	14	13	2	10	10	19	15	15	11	9	10	10	10	17	14	15	10	0	15	9	6	11	3	4	15	8	17	8	16	0	17	9	15	12	14	10					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	3	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
