Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																										
Дата голосования: 02.12.2007																																										
																																										
Наименование Избирательной комиссии:    Сузунская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955					
1	"Число избирателей, внесенных в списки избирателей"	27300	1658	1694	1753	1809	1544	1594	1694	1796	903	667	143	746	724	210	655	331	1310	162	697	709	194	925	226	79	108	853	249	1101	685	192	393	64	1011	316	105					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	26500	1600	1650	1500	1550	1500	1600	1500	1800	880	680	150	760	750	200	660	350	1300	170	700	700	200	900	230	80	120	850	250	1100	700	200	400	70	1000	300	100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13550	695	803	826	759	638	563	816	638	439	350	85	328	354	124	437	249	734	99	446	395	110	517	151	60	80	478	161	570	436	121	223	35	564	189	77					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1515	99	97	28	58	28	42	38	76	109	54	17	124	46	10	29	6	43	11	57	51	20	33	12	0	0	71	9	92	89	14	36	6	82	18	10					
6	Число погашенных избирательных бюллетеней	11435	806	750	646	733	834	995	646	1086	332	276	48	308	350	66	194	95	523	60	197	254	70	350	67	20	40	301	80	438	175	65	141	29	354	93	13					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1514	99	96	28	58	28	42	38	76	109	54	17	124	46	10	29	6	43	11	57	51	20	33	12	0	0	71	9	92	89	14	36	6	82	18	10					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13541	695	802	824	759	637	563	814	638	439	350	85	328	354	124	437	249	734	99	443	395	110	517	151	60	80	478	161	570	436	121	223	35	564	189	77					
9	Число недействительных избирательных бюллетеней	143	2	6	14	15	5	5	3	4	12	8	2	4	1	0	1	3	7	0	2	9	1	4	0	3	0	5	2	5	5	0	4	0	8	2	1					
10	Число действительных избирательных бюллетеней	14912	792	892	838	802	660	600	849	710	536	396	100	448	399	134	465	252	770	110	498	437	129	546	163	57	80	544	168	657	520	135	255	41	638	205	86					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	133	3	5	5	2	5	5	7	6	5	7	1	4	4	2	4	2	4	6	4	5	1	6	2	0	2	4	2	4	7	2	6	0	10	1	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	121	3	5	5	2	4	4	6	6	5	7	1	4	2	0	1	1	4	6	4	5	1	6	2	0	2	4	2	3	7	2	6	0	10	1	0					
