Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																						
Дата голосования: 04.12.2011																																						
																																						
Наименование Избирательной комиссии:    Чаинская																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745					
1	"Число избирателей, внесенных в список избирателей"	9919	254	375	114	129	265	504	342	398	69	110	455	251	427	615	262	78	246	150	153	112	205	159	263	59	179	684	451	559	613	790	648					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10295	259	381	116	131	273	520	345	415	70	127	464	294	450	630	284	88	260	148	169	117	212	171	270	72	199	700	420	580	640	800	690					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5622	133	243	73	87	142	284	160	240	35	70	239	180	243	325	138	49	154	83	109	83	98	90	109	45	118	407	278	290	311	442	364					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	552	24	0	0	5	20	8	44	16	3	11	17	22	19	20	33	4	19	7	7	6	13	11	23	0	4	30	45	24	48	32	37					
6	Число погашенных избирательных бюллетеней	4121	102	138	43	39	111	228	141	159	32	46	208	92	188	285	113	35	87	58	53	28	101	70	138	27	77	263	97	266	281	326	289					
7	Число избирательных бюллетеней в переносных ящиках для голосования	552	24	0	0	5	20	8	44	16	3	11	17	22	19	20	33	4	19	7	7	6	13	11	23	0	4	30	45	24	48	32	37					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5622	133	243	73	87	142	284	160	240	35	70	239	180	243	325	138	49	154	83	109	83	98	90	109	45	118	407	278	290	311	442	364					
9	Число недействительных избирательных бюллетеней	112	2	0	1	1	2	4	5	1	2	1	7	1	6	10	6	0	1	2	3	2	1	6	0	1	1	9	5	3	6	15	8					
10	Число действительных избирательных бюллетеней	6062	155	243	72	91	160	288	199	255	36	80	249	201	256	335	165	53	172	88	113	87	110	95	132	44	121	428	318	311	353	459	393					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	340	0	3	1	2	5	7	5	5	0	12	15	15	18	15	23	8	22	0	8	5	7	8	0	4	20	46	14	16	15	31	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	323	0	3	0	2	5	7	5	5	0	12	15	12	18	15	23	8	17	0	8	5	4	8	0	4	20	46	11	16	15	29	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	106	2	1	1	1	2	2	1	2	2	2	3	1	5	6	5	2	9	2	2	1	3	3	1	1	6	7	6	4	7	12	4					
14	Число погашенных неиспользованных открепительных удостоверений	17	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	5	0	0	0	3	0	0	0	0	0	3	0	0	2	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	15	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	12					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	964	14	25	10	3	14	40	19	30	2	7	19	22	23	42	29	9	24	3	14	3	5	21	28	4	27	83	61	72	65	140	106					
		15.61%	8.92%	10.29%	13.70%	3.26%	8.64%	13.70%	9.31%	11.72%	5.26%	8.64%	7.42%	10.89%	8.78%	12.17%	16.96%	16.98%	13.87%	3.33%	12.07%	3.37%	4.50%	20.79%	21.21%	8.89%	22.13%	18.99%	18.89%	22.93%	18.11%	29.54%	26.43%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	991	16	26	5	14	32	55	29	31	8	9	34	35	30	60	34	9	36	15	12	22	23	14	21	19	31	79	52	54	57	78	51					
		16.05%	10.19%	10.70%	6.85%	15.22%	19.75%	18.84%	14.22%	12.11%	21.05%	11.11%	13.28%	17.33%	11.45%	17.39%	19.88%	16.98%	20.81%	16.67%	10.34%	24.72%	20.72%	13.86%	15.91%	42.22%	25.41%	18.08%	16.10%	17.20%	15.88%	16.46%	12.72%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	46	2	1	0	1	2	2	2	2	0	1	1	1	2	5	0	0	1	3	0	0	0	1	0	1	0	2	5	2	3	6	0					
		0.75%	1.27%	0.41%	0.00%	1.09%	1.23%	0.68%	0.98%	0.78%	0.00%	1.23%	0.39%	0.50%	0.76%	1.45%	0.00%	0.00%	0.58%	3.33%	0.00%	0.00%	0.00%	0.99%	0.00%	2.22%	0.00%	0.46%	1.55%	0.64%	0.84%	1.27%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	748	34	51	7	6	21	45	25	13	1	6	30	31	10	31	24	7	14	8	15	17	17	7	22	1	8	67	29	38	53	48	62					
		12.12%	21.66%	20.99%	9.59%	6.52%	12.96%	15.41%	12.25%	5.08%	2.63%	7.41%	11.72%	15.35%	3.82%	8.99%	14.04%	13.21%	8.09%	8.89%	12.93%	19.10%	15.32%	6.93%	16.67%	2.22%	6.56%	15.33%	8.98%	12.10%	14.76%	10.13%	15.46%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	80	1	7	0	0	0	3	3	2	0	0	0	2	1	7	3	0	1	1	0	0	0	0	0	0	0	6	9	8	9	10	7					
		1.30%	0.64%	2.88%	0.00%	0.00%	0.00%	1.03%	1.47%	0.78%	0.00%	0.00%	0.00%	0.99%	0.38%	2.03%	1.75%	0.00%	0.58%	1.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.37%	2.79%	2.55%	2.51%	2.11%	1.75%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3210	87	132	50	67	91	142	120	176	25	57	164	109	190	190	74	28	96	58	72	45	64	51	60	19	55	187	160	135	164	177	165					
		51.99%	55.41%	54.32%	68.49%	72.83%	56.17%	48.63%	58.82%	68.75%	65.79%	70.37%	64.06%	53.96%	72.52%	55.07%	43.27%	52.83%	55.49%	64.44%	62.07%	50.56%	57.66%	50.50%	45.45%	42.22%	45.08%	42.79%	49.54%	42.99%	45.68%	37.34%	41.15%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	23	1	1	0	0	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	1	1	1	0	0	4	2	2	2	0	2					
		0.37%	0.64%	0.41%	0.00%	0.00%	0.00%	0.34%	0.49%	0.39%	0.00%	0.00%	0.39%	0.50%	0.00%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.90%	0.99%	0.76%	0.00%	0.00%	0.92%	0.62%	0.64%	0.56%	0.00%	0.50%					
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
