Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																				
Дата голосования: 02.12.2007																																				
																																				
Наименование Избирательной комиссии:    Домбаровская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №1827					
1	"Число избирателей, внесенных в списки избирателей"	13230	1088	177	164	608	205	233	92	118	650	368	82	608	61	89	627	196	58	207	373	242	104	1362	851	1092	225	823	1006	1313	208					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	13465	1100	180	160	620	200	230	100	120	660	380	90	620	70	90	620	200	60	210	390	260	110	1320	850	1100	360	800	980	1370	215					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7005	513	111	107	289	127	131	54	85	419	169	51	338	38	49	377	116	44	113	184	159	59	604	312	559	218	401	505	736	137					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	358	24	9	5	18	3	5	0	0	17	31	0	11	6	8	14	17	0	1	18	2	4	23	36	24	7	20	19	35	1					
6	Число погашенных избирательных бюллетеней	6102	563	60	48	313	70	94	46	35	224	180	39	271	26	33	229	67	16	96	188	99	47	693	502	517	135	379	456	599	77					
7	Число избирательных бюллетеней в переносных ящиках для голосования	358	24	9	5	18	3	5	0	0	17	31	0	11	6	8	14	17	0	1	18	2	4	23	36	24	7	20	19	35	1					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7004	513	111	107	289	127	131	54	85	419	169	51	338	38	49	377	116	44	113	184	159	59	603	312	559	218	401	505	736	137					
9	Число недействительных избирательных бюллетеней	61	8	0	1	1	0	0	1	1	1	0	0	5	0	0	1	2	0	1	5	0	3	0	3	8	1	3	10	5	1					
10	Число действительных избирательных бюллетеней	7301	529	120	111	306	130	136	53	84	435	200	51	344	44	57	390	131	44	113	197	161	60	626	345	575	224	418	514	766	137					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	200	10	5	5	10	5	4	3	7	10	10	3	10	3	4	10	3	3	7	7	7	4	10	10	10	10	10	10	8	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	44	0	0	1	0	0	0	0	0	2	5	1	1	0	0	2	0	0	0	4	0	4	5	4	4	0	5	1	5	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	44	3	0	1	0	1	0	1	0	1	1	1	0	0	0	11	0	0	1	4	0	0	2	0	4	2	4	3	4	0					
14	Число погашенных неиспользованных открепительных удостоверений	156	10	5	4	10	5	4	3	7	8	5	2	9	3	4	8	3	3	7	3	7	0	5	6	6	10	5	9	3	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
18	1.Политическая партия «Аграрная партия России»	198	14	5	1	6	3	0	5	1	2	10	3	8	0	0	25	5	4	1	3	1	3	18	7	9	2	10	16	34	2					
		2.69%	2.61%	4.17%	0.89%	1.95%	2.31%	0.00%	9.26%	1.18%	0.46%	5.00%	5.88%	2.29%	0.00%	0.00%	6.39%	3.76%	9.09%	0.88%	1.49%	0.62%	4.76%	2.88%	2.01%	1.54%	0.89%	2.38%	3.05%	4.41%	1.45%					
19	2.Всероссийская политическая партия «Гражданская Сила»	23	0	0	0	0	0	0	0	0	3	0	0	2	0	0	2	1	0	0	0	0	0	7	1	1	0	2	2	2	0					
		0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.69%	0.00%	0.00%	0.57%	0.00%	0.00%	0.51%	0.75%	0.00%	0.00%	0.00%	0.00%	0.00%	1.12%	0.29%	0.17%	0.00%	0.48%	0.38%	0.26%	0.00%					
20	3.Политическая партия «Демократическая партия России»	6	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0					
		0.08%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.59%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1076	77	11	41	41	16	24	4	28	38	20	8	25	5	3	42	23	12	15	17	14	6	102	40	129	33	81	106	107	8					
		14.62%	14.34%	9.17%	36.61%	13.36%	12.31%	17.65%	7.41%	32.94%	8.72%	10.00%	15.69%	7.16%	11.36%	5.26%	10.74%	17.29%	27.27%	13.16%	8.42%	8.70%	9.52%	16.29%	11.49%	22.13%	14.67%	19.24%	20.23%	13.88%	5.80%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	16	0	0	0	3	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	3	1	2	1	0	0	3	0					
