Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																				
Дата голосования: 04.12.2011																																				
																																				
Наименование Избирательной комиссии:    Домбаровская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №1827					
1	"Число избирателей, внесенных в список избирателей"	13975	1120	182	185	600	207	228	98	115	642	215	264	631	59	81	712	188	62	207	392	235	114	1487	875	1108	390	874	1116	1373	215					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14000	1126	186	186	612	209	230	98	116	643	214	270	639	60	80	701	188	62	210	396	236	119	1471	877	1109	376	914	1091	1363	218					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6076	433	84	93	273	107	97	36	50	436	64	117	294	38	50	353	54	31	98	160	116	65	521	278	447	165	403	488	610	115					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	315	13	7	5	25	6	10	0	0	7	39	6	20	1	0	15	23	0	6	17	2	2	19	20	19	4	19	8	18	4					
6	Число погашенных избирательных бюллетеней	7609	680	95	88	314	96	123	62	66	200	111	147	325	21	30	333	111	31	106	219	118	52	931	579	643	207	492	595	735	99					
7	Число избирательных бюллетеней в переносных ящиках для голосования	315	13	7	5	25	6	10	0	0	7	39	6	20	1	0	15	23	0	6	17	2	2	19	20	19	4	19	8	18	4					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6076	433	84	93	273	107	97	36	50	436	64	117	294	38	50	353	54	31	98	160	116	65	521	278	447	165	403	488	610	115					
9	Число недействительных избирательных бюллетеней	89	4	2	1	2	3	1	0	5	8	1	0	5	0	0	5	2	1	0	3	0	1	6	1	5	1	10	2	18	2					
10	Число действительных избирательных бюллетеней	6302	442	89	97	296	110	106	36	45	435	102	123	309	39	50	363	75	30	104	174	118	66	534	297	461	168	412	494	610	117					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	89	5	1	2	5	2	1	2	2	5	2	2	5	2	2	5	2	2	1	5	0	5	5	4	2	0	4	7	8	1					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	52	4	0	2	3	1	0	0	0	1	0	2	1	0	0	2	0	0	0	4	0	5	4	3	1	0	4	7	8	0					
