Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																							
Дата голосования: 02.12.2007																																							
																																							
Наименование Избирательной комиссии:    Похвистневская																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400					
1	"Число избирателей, внесенных в списки избирателей"	22136	1332	188	1328	488	391	775	296	143	691	110	878	173	1202	603	983	226	2618	392	763	431	1835	226	1065	512	197	364	1390	136	668	508	1031	193					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	23005	1400	190	1400	550	380	840	310	150	700	110	900	170	1300	610	1000	250	2700	400	820	440	1900	240	1100	530	200	400	1450	130	710	530	1000	195					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	17327	1094	178	902	419	362	562	249	110	547	77	611	100	1105	561	859	140	1890	308	611	311	1578	163	733	348	127	262	1126	116	578	368	785	147					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1890	41	0	149	41	16	85	17	16	56	18	92	41	26	25	84	34	139	44	70	53	95	37	178	70	37	31	156	14	28	74	91	32					
6	Число погашенных избирательных бюллетеней	3788	265	12	349	90	2	193	44	24	97	15	197	29	169	24	57	76	671	48	139	76	227	40	189	112	36	107	168	0	104	88	124	16					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1890	41	0	149	41	16	85	17	16	56	18	92	41	26	25	84	34	139	44	70	53	95	37	178	70	37	31	156	14	28	74	91	32					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17315	1094	178	902	419	362	562	249	110	547	77	611	100	1105	561	859	140	1885	308	611	311	1571	163	733	348	127	262	1126	116	578	368	785	147					
9	Число недействительных избирательных бюллетеней	276	3	0	49	2	30	16	0	3	8	5	13	1	0	1	0	2	9	4	9	10	14	6	13	10	1	3	18	0	22	6	15	3					
10	Число действительных избирательных бюллетеней	18929	1132	178	1002	458	348	631	266	123	595	90	690	140	1131	585	943	172	2015	348	672	354	1652	194	898	408	163	290	1264	130	584	436	861	176					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1095	67	0	88	25	9	66	26	18	34	2	48	13	25	12	34	25	108	16	66	12	90	8	65	31	9	23	73	2	39	25	32	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1093	67	0	88	25	9	66	26	18	32	2	48	13	25	12	34	25	108	16	66	12	90	8	65	31	9	23	73	2	39	25	32	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	287	4	1	8	14	23	11	6	11	5	5	17	7	7	4	4	3	42	5	14	5	7	2	3	7	6	6	4	4	5	2	42	3					
14	Число погашенных неиспользованных открепительных удостоверений	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																							
18	1.Политическая партия «Аграрная партия России»	471	16	0	28	7	11	32	8	1	8	2	14	3	18	8	12	3	38	14	26	3	32	1	40	13	8	15	53	0	20	14	21	2					
		2.45%	1.41%	0.00%	2.66%	1.52%	2.91%	4.95%	3.01%	0.79%	1.33%	2.11%	1.99%	2.13%	1.59%	1.37%	1.27%	1.72%	1.88%	3.98%	3.82%	0.82%	1.92%	0.50%	4.39%	3.11%	4.88%	5.12%	4.13%	0.00%	3.30%	3.17%	2.40%	1.12%					
19	2.Всероссийская политическая партия «Гражданская Сила»	45	2	0	3	1	1	5	1	0	4	0	4	2	0	0	0	0	7	0	1	0	3	0	0	1	0	1	5	0	0	0	4	0					
		0.23%	0.18%	0.00%	0.29%	0.22%	0.26%	0.77%	0.38%	0.00%	0.66%	0.00%	0.57%	1.42%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.15%	0.00%	0.18%	0.00%	0.00%	0.24%	0.00%	0.34%	0.39%	0.00%	0.00%	0.00%	0.46%	0.00%					
20	3.Политическая партия «Демократическая партия России»	14	2	0	0	0	0	1	0	0	1	0	3	1	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1					
		0.07%	0.18%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.17%	0.00%	0.43%	0.71%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.34%	0.00%	0.00%	0.00%	0.23%	0.00%	0.56%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1927	73	31	155	18	17	69	28	11	79	10	114	19	75	14	102	24	216	29	58	30	148	7	116	40	22	25	152	20	62	52	90	21					
		10.03%	6.43%	17.42%	14.75%	3.91%	4.50%	10.66%	10.53%	8.73%	13.10%	10.53%	16.22%	13.48%	6.63%	2.39%	10.82%	13.79%	10.67%	8.24%	8.52%	8.24%	8.88%	3.50%	12.73%	9.57%	13.41%	8.53%	11.86%	15.38%	10.23%	11.76%	10.27%	11.73%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	75	3	3	5	2	0	4	0	0	3	0	14	6	0	0	4	1	7	1	2	0	7	4	2	0	0	0	1	0	1	4	1	0					
		0.39%	0.26%	1.69%	0.48%	0.43%	0.00%	0.62%	0.00%	0.00%	0.50%	0.00%	1.99%	4.26%	0.00%	0.00%	0.42%	0.57%	0.35%	0.28%	0.29%	0.00%	0.42%	2.00%	0.22%	0.00%	0.00%	0.00%	0.08%	0.00%	0.17%	0.90%	0.11%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	23	1	0	2	0	0	1	0	0	0	0	1	0	0	0	0	2	6	0	2	0	1	0	1	2	0	1	2	0	0	1	0	0					
		0.12%	0.09%	0.00%	0.19%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	1.15%	0.30%	0.00%	0.29%	0.00%	0.06%	0.00%	0.11%	0.48%	0.00%	0.34%	0.16%	0.00%	0.00%	0.23%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1134	39	5	47	43	7	56	15	2	37	3	88	7	4	0	19	10	146	25	36	10	109	14	93	46	17	17	75	8	34	16	92	14					
		5.90%	3.44%	2.81%	4.47%	9.35%	1.85%	8.66%	5.64%	1.59%	6.14%	3.16%	12.52%	4.96%	0.35%	0.00%	2.01%	5.75%	7.21%	7.10%	5.29%	2.75%	6.54%	7.00%	10.21%	11.00%	10.37%	5.80%	5.85%	6.15%	5.61%	3.62%	10.50%	7.82%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1439	41	3	75	41	7	62	24	6	75	5	42	12	46	94	42	28	147	33	71	55	97	9	92	51	33	22	87	6	16	13	101	3					
		7.49%	3.61%	1.69%	7.14%	8.91%	1.85%	9.58%	9.02%	4.76%	12.44%	5.26%	5.97%	8.51%	4.07%	16.04%	4.45%	16.09%	7.26%	9.38%	10.43%	15.11%	5.82%	4.50%	10.10%	12.20%	20.12%	7.51%	6.79%	4.62%	2.64%	2.94%	11.53%	1.68%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	111	4	3	10	0	0	2	0	1	3	2	12	1	0	0	5	1	11	0	3	7	12	0	6	3	1	4	6	2	5	2	5	0					
