Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																														
Дата голосования: 02.12.2007																																														
																																														
Наименование Избирательной комиссии:    Грибановская																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539					
1	"Число избирателей, внесенных в списки избирателей"	29998	1673	1552	1732	1475	1787	1683	901	162	814	862	234	597	163	249	120	504	853	1750	865	1806	510	206	111	525	119	1207	130	766	258	125	130	465	307	666	570	333	229	1865	1694					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	28720	1600	1400	1600	1400	1600	1600	800	150	800	850	250	550	150	250	100	500	850	1650	800	1800	500	200	100	450	110	1100	120	750	250	110	120	450	300	650	550	340	220	2100	1600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	16689	840	755	1059	626	844	814	443	121	583	505	158	344	93	180	68	355	398	833	426	1070	348	98	52	325	63	681	78	444	134	54	64	261	192	318	273	161	208	1591	829					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	4845	192	144	168	156	239	149	85	19	108	223	76	124	25	37	32	58	263	229	132	383	98	78	40	125	47	188	38	159	66	50	54	152	63	244	177	104	10	144	166					
6	Число погашенных избирательных бюллетеней	7186	568	501	373	618	517	637	272	10	109	122	16	82	32	33	0	87	189	588	242	347	54	24	8	0	0	231	4	147	50	6	2	37	45	88	100	75	2	365	605					
7	Число избирательных бюллетеней в переносных ящиках для голосования	4845	192	144	168	156	239	149	85	19	108	223	76	124	25	37	32	58	263	229	132	383	98	78	40	125	47	188	38	159	66	50	54	152	63	244	177	104	10	144	166					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16689	840	755	1059	626	844	814	443	121	583	505	158	344	93	180	68	355	398	833	426	1070	348	98	52	325	63	681	78	444	134	54	64	261	192	318	273	161	208	1591	829					
9	Число недействительных избирательных бюллетеней	128	9	5	8	1	7	8	7	3	2	8	0	2	1	0	0	3	0	6	0	12	1	0	0	2	0	4	0	3	1	0	0	5	3	17	2	0	1	0	7					
10	Число действительных избирательных бюллетеней	21406	1023	894	1219	781	1076	955	521	137	689	720	234	466	117	217	100	410	661	1056	558	1441	445	176	92	448	110	865	116	600	199	104	118	408	252	545	448	265	217	1735	988					
