Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																											
Дата голосования: 02.12.2007																											
																											
Наименование Избирательной комиссии:    Пуровская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166					
1	"Число избирателей, внесенных в списки избирателей"	37017	949	1952	2576	2289	258	1131	860	2698	2660	2630	3384	2493	1568	4036	3576	326	964	1923	319	425					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	34729	898	1793	2333	2106	251	997	775	2472	2591	2426	3222	2333	1504	3658	3232	370	955	2049	330	434					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	6715	176	0	490	183	0	0	421	0	194	0	638	0	0	2169	1626	0	0	452	205	161					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	26702	594	1782	1833	1887	220	868	353	2401	2283	2405	2549	2258	1361	1430	1471	318	883	1430	113	263					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	270	16	11	8	36	2	5	1	62	30	13	16	21	3	6	9	0	11	20	0	0					
6	Число погашенных избирательных бюллетеней	1042	112	0	2	0	29	124	0	9	84	8	19	54	140	53	126	52	61	147	12	10					
7	Число избирательных бюллетеней в переносных ящиках для голосования	6982	192	11	498	219	2	5	422	62	224	13	654	21	0	2175	1635	0	11	472	205	161					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	26688	594	1782	1833	1887	220	868	353	2401	2283	2405	2549	2258	1361	1430	1471	318	869	1430	113	263					
9	Число недействительных избирательных бюллетеней	136	0	0	0	0	2	8	3	30	7	11	14	7	23	13	0	5	7	0	5	1					
10	Число действительных избирательных бюллетеней	33534	786	1793	2331	2106	220	865	772	2433	2500	2407	3189	2272	1338	3592	3106	313	873	1902	313	423					
