Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																				
Дата голосования: 02.12.2007																				
																				
Наименование Избирательной комиссии:    Бельская																				
																				
Сводная таблица результатов выборов																				
																				
		Сумма	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87					
1	"Число избирателей, внесенных в списки избирателей"	6177	1648	1910	203	124	218	201	215	325	351	184	271	403	124					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	6168	1660	1900	200	125	208	202	210	318	350	195	269	407	124					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	2478	686	756	93	48	106	99	94	144	168	87	54	82	61					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	926	107	104	58	34	58	30	53	78	55	37	143	142	27					
6	Число погашенных избирательных бюллетеней	2764	867	1040	49	43	44	73	63	96	127	71	72	183	36					
7	Число избирательных бюллетеней в переносных ящиках для голосования	926	107	104	58	34	58	30	53	78	55	37	143	142	27					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	2477	685	756	93	48	106	99	94	144	168	87	54	82	61					
9	Число недействительных избирательных бюллетеней	16	3	5	0	0	0	2	1	1	2	0	1	0	1					
10	Число действительных избирательных бюллетеней	3387	789	855	151	82	164	127	146	221	221	124	196	224	87					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	180	30	40	10	10	10	10	10	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	37	15	14	1	1	0	1	0	0	0	3	2	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	48	15	12	3	2	1	2	4	3	1	1	4	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	143	15	26	9	9	10	9	10	10	10	7	8	10	10					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	1	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																				
18	1.Политическая партия «Аграрная партия России»	120	25	30	6	2	5	2	3	5	9	18	11	1	3					
		3.53%	3.16%	3.49%	3.97%	2.44%	3.05%	1.55%	2.04%	2.25%	4.04%	14.52%	5.58%	0.45%	3.41%					
19	2.Всероссийская политическая партия «Гражданская Сила»	18	4	9	1	0	0	0	0	0	0	0	3	0	1					
		0.53%	0.51%	1.05%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.52%	0.00%	1.14%					
20	3.Политическая партия «Демократическая партия России»	2	1	1	0	0	0	0	0	0	0	0	0	0	0					
		0.06%	0.13%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	468	118	131	11	13	24	9	19	30	31	21	25	19	17					
		13.75%	14.90%	15.23%	7.28%	15.85%	14.63%	6.98%	12.93%	13.51%	13.90%	16.94%	12.69%	8.48%	19.32%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	7	3	1	1	1	0	0	0	0	0	1	0	0	0					
		0.21%	0.38%	0.12%	0.66%	1.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.81%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	2	0	0	1	0	1	0	0	0	0	0	0	0	0					
		0.06%	0.00%	0.00%	0.66%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	258	75	52	10	6	20	10	5	20	7	18	14	20	1					
		7.58%	9.47%	6.05%	6.62%	7.32%	12.20%	7.75%	3.40%	9.01%	3.14%	14.52%	7.11%	8.93%	1.14%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	300	97	103	7	9	4	11	10	11	8	10	9	18	3					
		8.82%	12.25%	11.98%	4.64%	10.98%	2.44%	8.53%	6.80%	4.95%	3.59%	8.06%	4.57%	8.04%	3.41%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	17	4	3	1	0	4	0	1	0	1	0	1	2	0					
		0.50%	0.51%	0.35%	0.66%	0.00%	2.44%	0.00%	0.68%	0.00%	0.45%	0.00%	0.51%	0.89%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	2187	461	522	113	51	105	94	107	155	165	55	133	164	62					
		64.27%	58.21%	60.70%	74.83%	62.20%	64.02%	72.87%	72.79%	69.82%	73.99%	44.35%	67.51%	73.21%	70.45%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	8	1	3	0	0	1	1	1	0	0	1	0	0	0					
		0.24%	0.13%	0.35%	0.00%	0.00%	0.61%	0.78%	0.68%	0.00%	0.00%	0.81%	0.00%	0.00%	0.00%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
