Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																		
Дата голосования: 07.12.2003 0:00:00																																		
																																		
Наименование Избирательной комиссии:    Сыктывдинская																																		
																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																		
																																		
		Сумма	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533					
1	"Число избирателей, внесенных в списки"	16767	285	180	757	266	456	689	989	251	465	447	799	2249	1614	2068	2418	137	100	543	116	233	632	187	281	48	124	243	190					
2	"Число бюллетеней, полученных участковыми комиссиями"	15962	285	180	770	260	470	650	900	250	470	440	700	2100	1500	1800	2400	145	95	530	110	230	600	205	275	55	122	235	185					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8498	168	98	402	115	214	253	496	153	242	183	362	1039	744	1050	1275	72	68	292	82	121	346	147	181	48	83	161	103					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	697	9	4	41	24	48	82	44	14	56	53	23	60	19	23	27	4	7	31	0	30	48	0	0	0	5	3	42					
6	Число погашенных бюллетеней	6767	108	78	327	121	208	315	360	83	172	204	315	1001	737	727	1098	69	20	207	28	79	206	58	94	7	34	71	40					
7	Число бюллетеней в переносных ящиках для голосования	697	9	4	41	24	48	82	44	14	56	53	23	60	19	23	27	4	7	31	0	30	48	0	0	0	5	3	42					
8	Число бюллетеней в стационарных ящиках для голосования	8497	168	98	402	115	214	253	496	153	242	183	362	1039	744	1050	1274	72	68	292	82	121	346	147	181	48	83	161	103					
9	Число недействительных бюллетеней	135	0	1	5	8	5	0	13	4	7	4	4	13	4	20	17	1	1	8	1	8	1	0	4	0	1	5	0					
10	Число действительных бюллетеней	9059	177	101	438	131	257	335	527	163	291	232	381	1086	759	1053	1284	75	74	315	81	143	393	147	177	48	87	159	145					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	300	4	5	15	1	5	10	15	5	10	10	15	35	30	30	30	5	5	10	5	5	10	10	10	5	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	84	3	4	11	1	1	1	7	2	4	2	1	8	7	12	12	0	0	2	0	0	2	0	1	0	2	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	85	3	1	7	2	4	3	4	5	4	2	6	2	6	8	4	6	0	3	3	1	4	1	0	0	2	2	2					
14	Число погашенных открепительных удостоверений	216	1	1	4	0	4	9	8	3	6	8	14	27	23	18	18	5	5	8	5	5	8	10	9	5	3	5	4					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
18	"1. ""ЕДИНЕНИЕ"""	126	1	1	4	2	4	3	8	3	3	4	5	16	11	14	16	2	2	6	1	1	6	2	5	1	1	0	4					
		1.37%	0.56%	0.98%	0.90%	1.43%	1.52%	0.89%	1.48%	1.79%	1.00%	1.69%	1.29%	1.45%	1.44%	1.30%	1.22%	2.63%	2.66%	1.85%	1.21%	0.66%	1.52%	1.36%	2.76%	2.08%	1.13%	0.0%	2.75%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	285	2	0	14	7	4	9	15	2	4	7	16	50	36	50	37	4	2	7	0	0	7	4	1	0	1	0	6					
		3.09%	1.12%	0.0%	3.16%	5.03%	1.52%	2.68%	2.77%	1.19%	1.34%	2.96%	4.15%	4.54%	4.71%	4.65%	2.84%	5.26%	2.66%	2.16%	0.0%	0.0%	1.77%	2.72%	0.55%	0.0%	1.13%	0.0%	4.13%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	327	8	6	25	8	8	11	22	8	12	8	11	36	23	36	44	1	0	11	2	3	9	12	1	1	4	8	9					
		3.55%	4.51%	5.88%	5.64%	5.75%	3.05%	3.28%	4.07%	4.79%	4.02%	3.38%	2.85%	3.27%	3.01%	3.35%	3.38%	1.31%	0.0%	3.40%	2.43%	1.98%	2.28%	8.16%	0.55%	2.08%	4.54%	4.87%	6.20%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	286	0	0	18	2	4	13	12	8	4	3	13	40	27	47	66	2	2	5	1	1	2	2	6	3	2	1	2					
		3.11%	0.0%	0.0%	4.06%	1.43%	1.52%	3.88%	2.22%	4.79%	1.34%	1.27%	3.37%	3.63%	3.53%	4.38%	5.07%	2.63%	2.66%	1.54%	1.21%	0.66%	0.50%	1.36%	3.31%	6.25%	2.27%	0.60%	1.37%					
22	"5. ""За Русь Святую"""	55	3	0	4	0	4	1	9	0	0	2	1	2	3	5	5	1	1	6	1	0	0	0	0	0	3	1	3					
		0.59%	1.69%	0.0%	0.90%	0.0%	1.52%	0.29%	1.66%	0.0%	0.0%	0.84%	0.25%	0.18%	0.39%	0.46%	0.38%	1.31%	1.33%	1.85%	1.21%	0.0%	0.0%	0.0%	0.0%	0.0%	3.40%	0.60%	2.06%					
23	"6. ""Объединенная Российская партия ""Русь"""	38	2	1	0	1	1	2	4	1	0	0	0	6	3	1	7	1	0	1	1	0	1	2	0	0	0	0	3					
		0.41%	1.12%	0.98%	0.0%	0.71%	0.38%	0.59%	0.74%	0.59%	0.0%	0.0%	0.0%	0.54%	0.39%	0.09%	0.53%	1.31%	0.0%	0.30%	1.21%	0.0%	0.25%	1.36%	0.0%	0.0%	0.0%	0.0%	2.06%					
24	"7. ""Новый курс - Автомобильная Россия"""	57	2	1	2	2	0	2	5	0	2	1	4	9	10	5	6	1	0	1	2	0	1	0	1	0	0	0	0					
		0.61%	1.12%	0.98%	0.45%	1.43%	0.0%	0.59%	0.92%	0.0%	0.67%	0.42%	1.03%	0.81%	1.31%	0.46%	0.46%	1.31%	0.0%	0.30%	2.43%	0.0%	0.25%	0.0%	0.55%	0.0%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	17	0	0	1	0	1	2	1	1	0	1	1	3	2	1	0	0	0	2	0	0	0	0	0	0	0	1	0					
		0.18%	0.0%	0.0%	0.22%	0.0%	0.38%	0.59%	0.18%	0.59%	0.0%	0.42%	0.25%	0.27%	0.26%	0.09%	0.0%	0.0%	0.0%	0.61%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.60%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	46	0	0	3	0	0	3	5	0	2	2	2	6	5	4	8	1	0	0	2	1	0	0	0	0	0	2	0					
		0.50%	0.0%	0.0%	0.67%	0.0%	0.0%	0.89%	0.92%	0.0%	0.67%	0.84%	0.51%	0.54%	0.65%	0.37%	0.61%	1.31%	0.0%	0.0%	2.43%	0.66%	0.0%	0.0%	0.0%	0.0%	0.0%	1.21%	0.0%					
27	"10. ""Аграрная партия России"""	721	6	3	6	18	38	13	48	12	10	74	27	76	34	73	78	10	4	50	20	10	59	2	7	4	7	7	25					
		7.84%	3.38%	2.94%	1.35%	12.94%	14.50%	3.88%	8.88%	7.18%	3.35%	31.35%	7.01%	6.91%	4.45%	6.80%	5.99%	13.15%	5.33%	15.47%	24.39%	6.62%	14.97%	1.36%	3.86%	8.33%	7.95%	4.26%	17.24%					
28	"11. ""Истинные патриоты России"""	11	0	0	2	1	0	2	0	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0					
		0.11%	0.0%	0.0%	0.45%	0.71%	0.0%	0.59%	0.0%	0.0%	0.33%	0.0%	0.25%	0.0%	0.0%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.66%	0.25%	0.0%	0.0%	0.0%	1.13%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	298	7	0	7	3	3	9	43	8	5	9	9	29	36	47	15	1	1	20	6	2	10	5	13	4	2	2	2					
