Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																										
Дата голосования: 18.09.2016																																										
																																										
Наименование Избирательной комиссии:    Спасская городская																																										
																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																										
																																										
		Сумма	УИК №2601	УИК №2602	УИК №2603	УИК №2604	УИК №2605	УИК №2606	УИК №2607	УИК №2608	УИК №2609	УИК №2610	УИК №2611	УИК №2612	УИК №2613	УИК №2614	УИК №2615	УИК №2616	УИК №2617	УИК №2618	УИК №2619	УИК №2620	УИК №2621	УИК №2622	УИК №2623	УИК №2624	УИК №2625	УИК №2626	УИК №2627	УИК №2628	УИК №2629	УИК №2630	УИК №2631									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	34121	1499	1546	257	1476	998	513	1697	618	1514	1604	952	1762	575	639	1156	279	838	275	267	1629	1600	1642	1758	1503	256	1814	1685	572	1271	973	953									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	27483	1218	1242	198	1182	814	410	1374	502	1208	1286	776	1410	465	510	925	225	675	220	220	1279	1306	1329	1418	1214	206	1460	1347	458	1035	789	782									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	12056	1187	619	104	464	310	230	632	274	597	536	318	552	120	141	361	54	159	87	56	500	536	460	630	609	103	506	571	152	468	318	402									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	815	27	12	20	50	7	13	9	3	25	10	81	20	48	8	18	14	48	3	47	41	4	10	10	10	8	19	97	73	21	39	20									
6	Число погашенных избирательных бюллетеней	14612	4	611	74	668	497	167	733	225	586	740	377	838	297	361	546	157	468	130	117	738	766	859	778	595	95	935	679	233	546	432	360									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	815	27	12	20	50	7	13	9	3	25	10	81	20	48	8	18	14	48	3	47	41	4	10	10	10	8	19	97	73	21	39	20									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	12052	1187	619	104	464	310	230	632	274	597	535	318	552	120	141	361	54	159	87	56	500	536	460	630	609	103	505	569	152	468	318	402									
9	Число недействительных избирательных бюллетеней	440	22	27	8	18	18	13	16	9	2	17	7	14	7	4	16	4	6	3	1	31	18	18	23	26	2	28	27	4	17	9	25									
10	Число действительных избирательных бюллетеней	12427	1192	604	116	496	299	230	625	268	620	528	392	558	161	145	363	64	201	87	102	510	522	452	617	593	109	496	639	221	472	348	397									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	965	43	43	6	40	30	15	50	17	42	45	27	48	16	19	33	8	23	7	7	45	45	47	48	43	8	52	48	16	36	30	28									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	256	14	8	2	5	6	5	14	8	16	15	10	14	4	6	1	2	4	0	2	14	15	10	8	17	1	10	13	3	12	7	10									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	149	6	9	2	3	4	10	13	5	0	7	1	21	2	1	3	0	0	3	3	14	3	3	5	9	4	4	2	5	2	4	1									
14	Число погашенных неиспользованных открепительных удостоверений	709	29	35	4	35	24	10	36	9	26	30	17	34	12	13	32	6	19	7	5	31	30	37	40	26	7	42	35	13	24	23	18									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	46	3	2	0	1	3	0	1	1	5	4	0	1	2	1	3	0	0	2	0	3	1	2	2	4	0	0	2	0	1	1	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	120	7	9	0	8	7	0	7	1	0	8	5	5	1	0	2	3	1	0	1	3	9	3	2	8	2	3	9	3	7	3	3									
		0.93%	0.58%	1.43%	0.00%	1.56%	2.21%	0.00%	1.09%	0.36%	0.00%	1.47%	1.25%	0.87%	0.60%	0.00%	0.53%	4.41%	0.48%	0.00%	0.97%	0.55%	1.67%	0.64%	0.31%	1.29%	1.80%	0.57%	1.35%	1.33%	1.43%	0.84%	0.71%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	322	25	20	3	15	5	7	10	9	6	15	10	7	5	1	21	1	3	4	4	15	11	9	14	20	3	12	24	5	21	3	14									
		2.50%	2.06%	3.17%	2.42%	2.92%	1.58%	2.88%	1.56%	3.25%	0.96%	2.75%	2.51%	1.22%	2.98%	0.67%	5.54%	1.47%	1.45%	4.44%	3.88%	2.77%	2.04%	1.91%	2.19%	3.23%	2.70%	2.29%	3.60%	2.22%	4.29%	0.84%	3.32%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	468	19	28	5	23	12	11	17	9	12	31	20	16	15	14	17	6	11	4	0	20	25	11	13	22	1	14	31	6	28	6	21									
		3.64%	1.57%	4.44%	4.03%	4.47%	3.79%	4.53%	2.65%	3.25%	1.93%	5.69%	5.01%	2.80%	8.93%	9.40%	4.49%	8.82%	5.31%	4.44%	0.00%	3.70%	4.63%	2.34%	2.03%	3.55%	0.90%	2.67%	4.65%	2.67%	5.73%	1.68%	4.98%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5534	831	260	46	152	95	104	402	148	326	169	162	239	46	34	91	20	61	22	75	172	160	238	377	171	40	238	194	127	157	228	149									
		43.01%	68.45%	41.20%	37.10%	29.57%	29.97%	42.80%	62.71%	53.43%	52.41%	31.01%	40.60%	41.78%	27.38%	22.82%	24.01%	29.41%	29.47%	24.44%	72.82%	31.79%	29.63%	50.64%	58.91%	27.63%	36.04%	45.42%	29.13%	56.44%	32.11%	63.87%	35.31%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	78	6	1	1	7	3	1	3	2	9	2	1	5	0	2	3	0	1	0	0	3	4	2	2	6	0	4	2	1	2	2	3									
